,n_contacts_traced,n_pos_contacts,positivity_rate
0,1663.0,98.0,5.8929645219482865
1,1534.0,63.0,4.106910039113429
2,1492.0,67.0,4.490616621983914
3,1958.0,156.0,7.967313585291113
4,1566.0,79.0,5.044699872286079
5,1526.0,81.0,5.307994757536042
6,1734.0,112.0,6.459054209919262
7,1659.0,100.0,6.027727546714888
8,1680.0,114.0,6.785714285714286
9,1921.0,102.0,5.3097345132743365
10,1516.0,73.0,4.8153034300791555
11,1922.0,108.0,5.6191467221644125
12,1812.0,92.0,5.077262693156733
13,1451.0,59.0,4.066161268090972
14,1712.0,123.0,7.184579439252336
15,1602.0,81.0,5.056179775280899
16,2029.0,131.0,6.45638245441104
17,1762.0,97.0,5.505107832009081
18,1453.0,76.0,5.230557467309016
19,1686.0,89.0,5.27876631079478
20,1751.0,86.0,4.911479154768704
21,1742.0,71.0,4.075774971297359
22,1587.0,70.0,4.410838059231254
23,1994.0,109.0,5.466399197592779
24,1980.0,122.0,6.161616161616162
25,1773.0,120.0,6.768189509306261
26,1981.0,90.0,4.543160020191823
27,1657.0,97.0,5.853952926976463
28,1643.0,107.0,6.512477175897748
29,1934.0,132.0,6.825232678386763
30,1409.0,99.0,7.026259758694109
31,1922.0,79.0,4.1103017689906345
32,1619.0,102.0,6.300185299567635
33,1577.0,98.0,6.214331008243501
34,1583.0,104.0,6.569804169298799
35,1699.0,139.0,8.181283107710417
36,1652.0,95.0,5.750605326876514
37,1511.0,79.0,5.228325612177366
38,1831.0,90.0,4.915346805024576
39,1907.0,100.0,5.243838489774515
40,1734.0,76.0,4.382929642445213
41,1413.0,66.0,4.670912951167728
42,2176.0,101.0,4.641544117647059
43,1670.0,97.0,5.808383233532934
44,1567.0,105.0,6.700701978302489
45,1896.0,134.0,7.067510548523207
46,2269.0,137.0,6.037902159541648
47,1620.0,99.0,6.111111111111111
48,1610.0,104.0,6.459627329192546
49,1943.0,95.0,4.8893463715903245
50,1609.0,112.0,6.960845245494096
51,1658.0,81.0,4.8854041013269
52,1755.0,126.0,7.17948717948718
53,2026.0,123.0,6.071076011846002
54,1439.0,96.0,6.6712995135510775
55,1666.0,92.0,5.5222088835534215
56,1748.0,156.0,8.924485125858123
57,1956.0,123.0,6.288343558282208
58,1949.0,138.0,7.080554130323243
59,1609.0,69.0,4.288377874456184
60,1892.0,116.0,6.13107822410148
61,1769.0,120.0,6.783493499152064
62,1686.0,90.0,5.338078291814947
63,1925.0,108.0,5.6103896103896105
64,2172.0,134.0,6.169429097605893
65,1711.0,110.0,6.428988895382817
66,1387.0,56.0,4.037490987743331
67,1500.0,59.0,3.933333333333333
68,1828.0,118.0,6.455142231947484
69,1503.0,76.0,5.056553559547572
70,1903.0,113.0,5.9379926431949555
71,1640.0,79.0,4.817073170731708
72,1864.0,106.0,5.686695278969957
73,1645.0,79.0,4.802431610942249
74,1499.0,71.0,4.736490993995997
75,1784.0,89.0,4.988789237668161
76,1729.0,120.0,6.940427993059572
77,1607.0,72.0,4.4803982576229
78,1580.0,101.0,6.3924050632911396
79,1649.0,68.0,4.123711340206185
80,1879.0,99.0,5.2687599787120805
81,1960.0,95.0,4.846938775510204
82,1522.0,63.0,4.139290407358739
83,1336.0,63.0,4.7155688622754495
84,1792.0,95.0,5.301339285714286
85,1407.0,59.0,4.193319118692253
86,1467.0,66.0,4.4989775051124745
87,1325.0,72.0,5.433962264150943
88,1889.0,85.0,4.499735309687665
89,1740.0,80.0,4.597701149425287
90,1643.0,112.0,6.816798539257456
91,1525.0,56.0,3.6721311475409837
92,1932.0,125.0,6.469979296066253
93,2080.0,125.0,6.009615384615385
94,1934.0,114.0,5.894519131334023
95,1764.0,112.0,6.349206349206349
96,1809.0,90.0,4.975124378109452
97,1720.0,102.0,5.930232558139535
98,2055.0,141.0,6.861313868613139
99,1482.0,108.0,7.287449392712551
