Recovered_percentage
26.666666666666668
25.28735632183908
22.298850574712645
20.919540229885058
24.137931034482758
23.2183908045977
24.25287356321839
25.74712643678161
22.64367816091954
24.82758620689655
19.655172413793103
20.804597701149426
22.64367816091954
24.022988505747126
22.528735632183906
21.95402298850575
22.413793103448278
24.367816091954023
23.908045977011493
22.298850574712645
21.264367816091955
17.471264367816094
25.517241379310345
22.873563218390803
21.149425287356323
22.988505747126435
20.114942528735632
23.563218390804597
30.919540229885058
19.42528735632184
27.24137931034483
25.28735632183908
23.67816091954023
22.988505747126435
20.919540229885058
28.04597701149425
18.620689655172413
23.67816091954023
24.367816091954023
25.28735632183908
24.597701149425287
18.04597701149425
27.011494252873565
18.96551724137931
22.64367816091954
24.482758620689655
24.597701149425287
23.2183908045977
24.597701149425287
20.57471264367816
24.71264367816092
24.367816091954023
21.149425287356323
23.563218390804597
19.54022988505747
21.95402298850575
20.344827586206897
24.482758620689655
25.057471264367816
25.28735632183908
20.45977011494253
22.183908045977013
24.82758620689655
23.67816091954023
22.988505747126435
26.551724137931036
19.770114942528735
20.919540229885058
21.60919540229885
22.988505747126435
21.95402298850575
25.28735632183908
24.71264367816092
24.82758620689655
26.436781609195403
18.96551724137931
20.229885057471265
25.862068965517242
20.919540229885058
22.528735632183906
20.344827586206897
26.7816091954023
21.149425287356323
17.011494252873565
24.71264367816092
18.620689655172413
22.183908045977013
17.816091954022987
20.344827586206897
19.885057471264368
20.804597701149426
21.60919540229885
20.689655172413794
25.632183908045977
25.402298850574713
25.632183908045977
23.333333333333332
26.7816091954023
22.64367816091954
23.908045977011493
