,peak transmission
0,10.0
1,6.0
2,6.0
3,6.0
4,5.0
5,8.0
6,5.0
7,10.0
8,7.0
9,6.0
10,8.0
11,5.0
12,6.0
13,6.0
14,7.0
15,6.0
16,6.0
17,6.0
18,8.0
19,7.0
20,9.0
21,5.0
22,6.0
23,7.0
24,5.0
25,8.0
26,6.0
27,6.0
28,6.0
29,5.0
30,7.0
31,8.0
32,4.0
33,7.0
34,7.0
35,10.0
36,3.0
37,6.0
38,5.0
39,6.0
40,5.0
41,6.0
42,9.0
43,7.0
44,4.0
45,7.0
46,5.0
47,6.0
48,7.0
49,8.0
50,7.0
51,6.0
52,6.0
53,7.0
54,4.0
55,4.0
56,4.0
57,10.0
58,8.0
59,7.0
60,5.0
61,7.0
62,10.0
63,10.0
64,5.0
65,9.0
66,5.0
67,6.0
68,5.0
69,4.0
70,5.0
71,5.0
72,7.0
73,5.0
74,8.0
75,5.0
76,3.0
77,6.0
78,5.0
79,5.0
80,4.0
81,7.0
82,5.0
83,4.0
84,6.0
85,6.0
86,5.0
87,5.0
88,6.0
89,6.0
90,6.0
91,6.0
92,7.0
93,6.0
94,6.0
95,6.0
96,4.0
97,9.0
98,7.0
99,5.0
