,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_to_hcw_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_to_pat_sum,hcw_to_hcw_sum,hcw_nrow,total_counts
0,0.21810699588477367,0.23076923076923078,0.7163120567375887,0.3380281690140845,53.0,3.0,56,256,101.0,24.0,92,33,212,181.0
1,0.2457627118644068,0.25,0.6871165644171779,0.32894736842105265,58.0,4.0,62,252,112.0,25.0,102,35,239,199.0
2,0.18811881188118812,0.4,0.5590062111801242,0.4406779661016949,38.0,8.0,46,222,90.0,26.0,92,24,220,162.0
3,0.25213675213675213,0.19047619047619047,0.5641025641025641,0.25,59.0,4.0,63,255,66.0,16.0,61,21,181,145.0
4,0.26666666666666666,0.17391304347826086,0.593103448275862,0.40625,60.0,4.0,64,248,86.0,26.0,93,19,209,176.0
5,0.35315985130111527,0.39285714285714285,0.7441860465116279,0.2537313432835821,95.0,11.0,106,297,96.0,17.0,89,24,196,219.0
6,0.2237442922374429,0.125,0.772972972972973,0.27472527472527475,49.0,2.0,51,235,143.0,25.0,138,30,276,219.0
7,0.2549800796812749,0.2,0.5735294117647058,0.3111111111111111,64.0,4.0,68,271,78.0,14.0,73,19,181,160.0
8,0.19838056680161945,0.3888888888888889,0.7388535031847133,0.40298507462686567,49.0,7.0,56,265,116.0,27.0,110,33,224,199.0
9,0.25339366515837103,0.1875,0.7307692307692307,0.2112676056338028,56.0,3.0,59,237,114.0,15.0,103,26,227,188.0
10,0.21810699588477367,0.5217391304347826,0.5194805194805194,0.36538461538461536,53.0,12.0,65,266,80.0,19.0,75,24,206,164.0
11,0.242914979757085,0.4090909090909091,0.7266666666666667,0.40625,60.0,9.0,69,269,109.0,26.0,103,32,214,204.0
12,0.24034334763948498,0.38095238095238093,0.6778523489932886,0.43661971830985913,56.0,8.0,64,254,101.0,31.0,108,24,220,196.0
13,0.27380952380952384,0.35,0.723404255319149,0.24675324675324675,69.0,7.0,76,272,102.0,19.0,94,27,218,197.0
14,0.24267782426778242,0.5,0.7027027027027027,0.3055555555555556,58.0,11.0,69,261,104.0,22.0,111,15,220,195.0
15,0.2074688796680498,0.47619047619047616,0.7638888888888888,0.1388888888888889,50.0,10.0,60,262,110.0,10.0,99,21,216,180.0
16,0.2916666666666667,0.4117647058823529,0.672514619883041,0.2898550724637681,70.0,7.0,77,257,115.0,20.0,101,34,240,212.0
17,0.2992125984251969,0.23529411764705882,0.6357615894039735,0.32432432432432434,76.0,4.0,80,271,96.0,24.0,99,21,225,200.0
18,0.27310924369747897,0.3333333333333333,0.6529411764705882,0.4027777777777778,65.0,6.0,71,256,111.0,29.0,111,29,242,211.0
19,0.1743119266055046,0.15151515151515152,0.6064516129032258,0.2857142857142857,38.0,5.0,43,251,94.0,20.0,95,19,225,157.0
20,0.3441295546558704,0.21428571428571427,0.6907894736842105,0.1724137931034483,85.0,6.0,91,275,105.0,10.0,92,23,210,206.0
21,0.27530364372469635,0.25,0.6707317073170732,0.3048780487804878,68.0,6.0,74,271,110.0,25.0,111,24,246,209.0
22,0.2801724137931034,0.3,0.6744186046511628,0.36507936507936506,65.0,6.0,71,252,116.0,23.0,109,30,235,210.0
23,0.30612244897959184,0.2222222222222222,0.562874251497006,0.37735849056603776,75.0,4.0,79,263,94.0,20.0,92,22,220,193.0
24,0.2928870292887029,0.2857142857142857,0.6451612903225806,0.32432432432432434,70.0,8.0,78,267,100.0,24.0,98,26,229,202.0
25,0.27385892116182575,0.45161290322580644,0.72,0.32857142857142857,66.0,14.0,80,272,108.0,23.0,106,25,220,211.0
26,0.17959183673469387,0.28,0.6560509554140127,0.34210526315789475,44.0,7.0,51,270,103.0,26.0,112,17,233,180.0
27,0.34375,0.38461538461538464,0.7515923566878981,0.18181818181818182,88.0,10.0,98,282,118.0,12.0,106,24,223,228.0
28,0.2413793103448276,0.26666666666666666,0.6809815950920245,0.4,56.0,4.0,60,247,111.0,42.0,121,32,268,213.0
29,0.24568965517241378,0.47058823529411764,0.6538461538461539,0.22058823529411764,57.0,8.0,65,249,102.0,15.0,87,30,224,182.0
30,0.27756653992395436,0.3684210526315789,0.5986394557823129,0.3442622950819672,73.0,7.0,80,282,88.0,21.0,89,20,208,189.0
31,0.3333333333333333,0.058823529411764705,0.6896551724137931,0.38333333333333336,87.0,1.0,88,278,120.0,23.0,120,23,234,231.0
32,0.24267782426778242,0.3333333333333333,0.7321428571428571,0.3157894736842105,58.0,5.0,63,254,123.0,18.0,116,25,225,204.0
33,0.2755905511811024,0.6111111111111112,0.6172839506172839,0.3380281690140845,70.0,11.0,81,272,100.0,24.0,93,31,233,205.0
34,0.26382978723404255,0.35,0.7058823529411765,0.30952380952380953,62.0,7.0,69,255,120.0,26.0,112,34,254,215.0
35,0.28205128205128205,0.2222222222222222,0.7050359712230215,0.3235294117647059,66.0,4.0,70,252,98.0,22.0,94,26,207,190.0
36,0.2096069868995633,0.07142857142857142,0.6,0.35384615384615387,48.0,1.0,49,243,84.0,23.0,91,16,205,156.0
37,0.2457627118644068,0.35,0.7209302325581395,0.20754716981132076,58.0,7.0,65,256,93.0,11.0,82,22,182,169.0
38,0.2391304347826087,0.6129032258064516,0.6802721088435374,0.3584905660377358,55.0,19.0,74,261,100.0,19.0,95,24,200,193.0
