,peak transmission
0,6.0
1,7.0
2,5.0
3,7.0
4,4.0
5,8.0
6,7.0
7,8.0
8,6.0
9,8.0
10,6.0
11,7.0
12,9.0
13,5.0
14,5.0
15,5.0
16,5.0
17,7.0
18,10.0
19,9.0
20,3.0
21,10.0
22,11.0
23,5.0
24,6.0
25,6.0
26,6.0
27,6.0
28,11.0
29,4.0
30,7.0
31,6.0
32,8.0
33,9.0
34,8.0
35,9.0
36,6.0
37,6.0
38,7.0
39,6.0
40,6.0
41,5.0
42,8.0
43,6.0
44,7.0
45,7.0
46,5.0
47,9.0
48,6.0
49,8.0
50,7.0
51,6.0
52,8.0
53,5.0
54,7.0
55,9.0
56,5.0
57,5.0
58,6.0
59,4.0
60,6.0
61,5.0
62,6.0
63,3.0
64,5.0
65,4.0
66,7.0
67,8.0
68,5.0
69,8.0
70,5.0
71,5.0
72,10.0
73,7.0
74,4.0
75,5.0
76,6.0
77,6.0
78,7.0
79,7.0
80,5.0
81,5.0
82,10.0
83,7.0
84,7.0
85,5.0
86,7.0
87,7.0
88,6.0
89,5.0
90,7.0
91,5.0
92,8.0
93,5.0
94,5.0
95,6.0
96,7.0
97,6.0
98,6.0
99,8.0
