,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,1.0
61,1.0
62,1.0
63,1.0
64,1.0
65,1.0
66,1.0
67,1.0
68,2.0
69,2.0
70,2.0
71,2.0
72,3.0
73,5.0
74,7.0
75,10.0
76,9.0
77,9.0
78,11.0
79,14.0
80,18.0
81,18.0
82,22.0
83,20.0
84,20.0
85,20.0
86,19.0
87,22.0
88,25.0
89,22.0
90,22.0
91,26.0
92,32.0
93,36.0
94,38.0
95,39.0
96,43.0
97,46.0
98,47.0
99,45.0
100,43.0
101,41.0
102,39.0
103,38.0
104,31.0
105,25.0
106,19.0
107,16.0
108,15.0
109,12.0
110,8.0
111,5.0
112,5.0
113,2.0
114,2.0
115,3.0
116,4.0
117,3.0
118,4.0
119,4.0
120,4.0
121,6.0
122,7.0
123,11.0
124,14.0
125,16.0
126,18.0
127,18.0
128,17.0
129,16.0
130,16.0
131,15.0
132,16.0
133,16.0
134,16.0
135,15.0
136,12.0
137,10.0
138,11.0
139,6.0
140,7.0
141,7.0
142,5.0
143,9.0
144,10.0
145,9.0
146,11.0
147,12.0
148,11.0
149,11.0
150,11.0
151,8.0
152,8.0
153,8.0
154,5.0
155,3.0
156,3.0
157,2.0
158,2.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,2.0
209,2.0
210,3.0
211,4.0
212,4.0
213,4.0
214,4.0
215,4.0
216,4.0
217,4.0
218,4.0
219,6.0
220,6.0
221,7.0
222,6.0
223,6.0
224,5.0
225,4.0
226,4.0
227,4.0
228,4.0
229,4.0
230,1.0
231,1.0
232,1.0
233,0.0
234,0.0
235,0.0
236,0.0
237,1.0
238,1.0
