,infect_symptomatic,infect_asymptomatic,trans_counts_to_pat,trans_counts_to_hcw
0,2,,2,0
1,0,,0,0
2,,0,0,0
3,0,,0,0
4,0,,0,0
5,,1,0,1
6,0,,0,0
7,2,,2,0
8,,0,0,0
9,0,,0,0
10,,1,1,0
11,0,,0,0
12,0,,0,0
13,,1,1,0
14,1,,0,1
15,,2,2,0
16,0,,0,0
17,2,,1,1
18,,0,0,0
19,0,,0,0
20,2,,1,1
21,3,,2,1
22,0,,0,0
23,0,,0,0
24,0,,0,0
25,0,,0,0
26,2,,2,0
27,,2,2,0
28,2,,2,0
29,0,,0,0
30,2,,2,0
31,,0,0,0
32,1,,1,0
33,0,,0,0
34,,0,0,0
35,,0,0,0
36,0,,0,0
37,,1,1,0
38,,0,0,0
39,2,,2,0
40,0,,0,0
41,1,,0,1
42,1,,0,1
43,,0,0,0
44,2,,1,1
45,1,,1,0
46,,0,0,0
47,0,,0,0
48,0,,0,0
49,0,,0,0
50,0,,0,0
51,,0,0,0
52,6,,5,1
53,,0,0,0
54,,0,0,0
55,1,,0,1
56,0,,0,0
57,0,,0,0
58,1,,1,0
59,,0,0,0
60,0,,0,0
61,0,,0,0
62,0,,0,0
63,0,,0,0
64,2,,2,0
65,2,,2,0
66,0,,0,0
67,1,,0,1
68,,0,0,0
69,,1,1,0
70,,0,0,0
71,,0,0,0
72,0,,0,0
73,1,,1,0
74,0,,0,0
75,1,,1,0
76,0,,0,0
77,0,,0,0
78,,0,0,0
79,1,,0,1
80,,0,0,0
81,0,,0,0
82,,0,0,0
83,,0,0,0
84,0,,0,0
85,,1,1,0
86,0,,0,0
87,0,,0,0
88,,0,0,0
89,,0,0,0
90,,0,0,0
91,1,,1,0
92,1,,1,0
93,0,,0,0
94,,0,0,0
95,,0,0,0
96,,0,0,0
97,,1,0,1
98,2,,1,1
99,0,,0,0
100,0,,0,0
101,1,,0,1
102,,0,0,0
103,0,,0,0
104,0,,0,0
105,,3,1,2
106,0,,0,0
107,0,,0,0
108,,1,0,1
109,,0,0,0
110,0,,0,0
111,4,,3,1
112,,0,0,0
113,,0,0,0
114,,0,0,0
115,0,,0,0
116,,0,0,0
117,,2,2,0
118,2,,2,0
119,,1,0,1
120,,1,1,0
121,0,,0,0
122,0,,0,0
123,2,,2,0
124,1,,1,0
125,,3,3,0
126,,0,0,0
127,0,,0,0
128,0,,0,0
129,,0,0,0
130,,0,0,0
131,,0,0,0
132,,0,0,0
133,1,,1,0
134,0,,0,0
135,2,,2,0
136,1,,1,0
137,0,,0,0
138,0,,0,0
139,,0,0,0
140,0,,0,0
141,,0,0,0
142,0,,0,0
143,,0,0,0
144,,0,0,0
145,2,,1,1
146,2,,2,0
147,,0,0,0
148,4,,4,0
149,0,,0,0
150,,2,2,0
151,,1,1,0
152,1,,1,0
153,4,,4,0
154,,0,0,0
155,1,,1,0
156,1,,0,1
157,,0,0,0
158,,1,1,0
159,0,,0,0
160,2,,2,0
161,,0,0,0
162,,1,0,1
163,0,,0,0
164,1,,1,0
165,0,,0,0
166,0,,0,0
167,,0,0,0
168,,0,0,0
169,0,,0,0
170,0,,0,0
171,0,,0,0
172,,0,0,0
173,,0,0,0
174,0,,0,0
175,,0,0,0
176,0,,0,0
177,0,,0,0
178,,0,0,0
179,0,,0,0
180,1,,0,1
181,,0,0,0
182,1,,1,0
183,,0,0,0
184,3,,3,0
185,,0,0,0
186,,0,0,0
187,0,,0,0
188,,0,0,0
189,,0,0,0
190,0,,0,0
191,1,,1,0
192,,0,0,0
193,0,,0,0
194,2,,2,0
195,0,,0,0
196,1,,1,0
197,0,,0,0
198,,0,0,0
199,,1,1,0
200,1,,1,0
201,3,,2,1
202,1,,1,0
203,0,,0,0
204,,0,0,0
205,2,,2,0
206,0,,0,0
207,0,,0,0
208,0,,0,0
209,,0,0,0
210,1,,1,0
211,,0,0,0
212,,0,0,0
213,1,,0,1
214,0,,0,0
215,,0,0,0
216,,1,1,0
217,5,,5,0
218,0,,0,0
219,0,,0,0
220,1,,1,0
221,0,,0,0
222,,0,0,0
223,0,,0,0
224,1,,1,0
225,0,,0,0
226,1,,1,0
227,1,,1,0
228,0,,0,0
229,,0,0,0
230,,1,1,0
231,,0,0,0
232,0,,0,0
233,1,,1,0
234,0,,0,0
235,0,,0,0
236,0,,0,0
237,,0,0,0
238,0,,0,0
239,0,,0,0
