,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,1.0
67,1.0
68,1.0
69,1.0
70,3.0
71,5.0
72,6.0
73,9.0
74,9.0
75,11.0
76,12.0
77,10.0
78,18.0
79,20.0
80,19.0
81,25.0
82,24.0
83,31.0
84,34.0
85,27.0
86,27.0
87,32.0
88,38.0
89,42.0
90,41.0
91,44.0
92,45.0
93,50.0
94,45.0
95,38.0
96,35.0
97,35.0
98,35.0
99,34.0
100,29.0
101,32.0
102,32.0
103,30.0
104,25.0
105,21.0
106,21.0
107,20.0
108,23.0
109,20.0
110,20.0
111,20.0
112,16.0
113,13.0
114,11.0
115,3.0
116,2.0
117,2.0
118,3.0
119,3.0
120,4.0
121,6.0
122,7.0
123,6.0
124,8.0
125,7.0
126,7.0
127,7.0
128,5.0
129,5.0
130,5.0
131,3.0
132,2.0
133,2.0
134,3.0
135,4.0
136,4.0
137,4.0
138,4.0
139,4.0
140,4.0
141,2.0
142,5.0
143,4.0
144,5.0
145,5.0
146,5.0
147,5.0
148,5.0
149,1.0
150,3.0
151,2.0
152,2.0
153,3.0
154,3.0
155,3.0
156,3.0
157,1.0
158,1.0
159,2.0
160,1.0
161,1.0
162,1.0
163,1.0
164,1.0
165,1.0
166,0.0
167,3.0
168,4.0
169,4.0
170,4.0
171,7.0
172,7.0
173,7.0
174,4.0
175,3.0
176,3.0
177,3.0
178,3.0
179,3.0
180,3.0
181,3.0
182,3.0
183,3.0
184,3.0
185,3.0
186,3.0
187,3.0
188,5.0
189,5.0
190,5.0
191,5.0
192,2.0
193,2.0
194,2.0
195,0.0
196,0.0
197,0.0
198,1.0
199,1.0
200,1.0
201,1.0
202,1.0
203,1.0
204,1.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,1.0
230,1.0
231,1.0
232,1.0
233,1.0
234,2.0
235,2.0
236,1.0
237,1.0
238,1.0
