,peak transmission
0,11.0
1,14.0
2,13.0
3,18.0
4,12.0
5,13.0
6,13.0
7,13.0
8,14.0
9,10.0
10,15.0
11,11.0
12,6.0
13,10.0
14,8.0
15,11.0
16,9.0
17,14.0
18,17.0
19,14.0
20,10.0
21,11.0
22,8.0
23,16.0
24,15.0
25,7.0
26,12.0
27,15.0
28,11.0
29,10.0
30,12.0
31,10.0
32,12.0
33,7.0
34,7.0
35,9.0
36,12.0
37,13.0
38,8.0
39,9.0
40,14.0
41,10.0
42,15.0
43,13.0
44,13.0
45,13.0
46,11.0
47,10.0
48,8.0
49,11.0
50,12.0
51,11.0
52,9.0
53,7.0
54,12.0
55,8.0
56,13.0
57,10.0
58,9.0
59,11.0
60,10.0
61,7.0
62,17.0
63,14.0
64,12.0
65,11.0
66,12.0
67,11.0
68,14.0
69,8.0
70,10.0
71,15.0
72,9.0
73,12.0
74,12.0
75,13.0
76,8.0
77,12.0
78,8.0
79,8.0
80,13.0
81,11.0
82,17.0
83,12.0
84,19.0
85,16.0
86,13.0
87,19.0
88,11.0
89,12.0
90,9.0
91,16.0
92,12.0
93,9.0
94,8.0
95,15.0
96,9.0
97,11.0
98,10.0
99,13.0
