,peak transmission
0,11.0
1,16.0
2,14.0
3,16.0
4,13.0
5,13.0
6,14.0
7,16.0
8,19.0
9,12.0
10,17.0
11,13.0
12,7.0
13,8.0
14,14.0
15,20.0
16,9.0
17,14.0
18,19.0
19,14.0
20,11.0
21,14.0
22,10.0
23,15.0
24,16.0
25,8.0
26,16.0
27,15.0
28,10.0
29,14.0
30,17.0
31,15.0
32,13.0
33,8.0
34,6.0
35,11.0
36,13.0
37,12.0
38,9.0
39,11.0
40,15.0
41,12.0
42,17.0
43,18.0
44,15.0
45,18.0
46,16.0
47,13.0
48,12.0
49,14.0
50,14.0
51,12.0
52,10.0
53,10.0
54,14.0
55,11.0
56,18.0
57,15.0
58,12.0
59,12.0
60,10.0
61,9.0
62,19.0
63,12.0
64,15.0
65,10.0
66,17.0
67,9.0
68,12.0
69,6.0
70,13.0
71,20.0
72,17.0
73,13.0
74,15.0
75,19.0
76,9.0
77,16.0
78,11.0
79,14.0
80,16.0
81,17.0
82,20.0
83,18.0
84,19.0
85,17.0
86,15.0
87,15.0
88,15.0
89,14.0
90,11.0
91,16.0
92,15.0
93,13.0
94,14.0
95,19.0
96,13.0
97,12.0
98,14.0
99,13.0
