,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,2.0
66,2.0
67,2.0
68,2.0
69,2.0
70,2.0
71,3.0
72,1.0
73,1.0
74,3.0
75,3.0
76,3.0
77,7.0
78,6.0
79,6.0
80,11.0
81,9.0
82,12.0
83,22.0
84,18.0
85,19.0
86,29.0
87,24.0
88,25.0
89,47.0
90,41.0
91,46.0
92,66.0
93,57.0
94,61.0
95,88.0
96,63.0
97,60.0
98,79.0
99,58.0
100,63.0
101,84.0
102,58.0
103,59.0
104,74.0
105,50.0
106,50.0
107,51.0
108,27.0
109,25.0
110,31.0
111,15.0
112,15.0
113,21.0
114,14.0
115,14.0
116,15.0
117,9.0
118,9.0
119,14.0
120,8.0
121,8.0
122,10.0
123,9.0
124,8.0
125,9.0
126,4.0
127,4.0
128,5.0
129,2.0
130,2.0
131,3.0
132,2.0
133,2.0
134,3.0
135,2.0
136,2.0
137,2.0
138,1.0
139,1.0
140,2.0
141,1.0
142,1.0
143,3.0
144,3.0
145,3.0
146,4.0
147,3.0
148,3.0
149,4.0
150,2.0
151,2.0
152,2.0
153,1.0
154,1.0
155,2.0
156,1.0
157,1.0
158,1.0
159,1.0
160,1.0
161,2.0
162,1.0
163,1.0
164,2.0
165,2.0
166,2.0
167,3.0
168,2.0
169,2.0
170,3.0
171,2.0
172,3.0
173,5.0
174,4.0
175,4.0
176,4.0
177,3.0
178,3.0
179,3.0
180,1.0
181,1.0
182,1.0
183,1.0
184,1.0
185,2.0
186,1.0
187,1.0
188,1.0
189,1.0
190,1.0
191,1.0
192,0.0
193,0.0
194,1.0
195,1.0
196,1.0
197,1.0
198,1.0
199,1.0
200,2.0
201,1.0
202,1.0
203,1.0
204,1.0
205,1.0
206,1.0
207,0.0
208,0.0
209,1.0
210,1.0
211,1.0
212,2.0
213,2.0
214,2.0
215,2.0
216,1.0
217,1.0
218,1.0
219,0.0
220,0.0
221,1.0
222,1.0
223,1.0
224,1.0
225,1.0
226,1.0
227,3.0
228,2.0
229,2.0
230,2.0
231,2.0
232,2.0
233,5.0
234,3.0
235,3.0
236,4.0
237,4.0
238,4.0
