,peak transmission
0,11.0
1,10.0
2,10.0
3,12.0
4,12.0
5,17.0
6,10.0
7,14.0
8,13.0
9,16.0
10,14.0
11,11.0
12,9.0
13,13.0
14,10.0
15,14.0
16,11.0
17,12.0
18,10.0
19,16.0
20,9.0
21,9.0
22,13.0
23,15.0
24,11.0
25,11.0
26,13.0
27,9.0
28,16.0
29,18.0
30,10.0
31,14.0
32,9.0
33,13.0
34,14.0
35,14.0
36,13.0
37,8.0
38,17.0
39,13.0
40,9.0
41,10.0
42,11.0
43,9.0
44,13.0
45,14.0
46,13.0
47,12.0
48,10.0
49,10.0
50,16.0
51,10.0
52,14.0
53,13.0
54,18.0
55,12.0
56,14.0
57,12.0
58,13.0
59,11.0
60,9.0
61,11.0
62,12.0
63,14.0
64,15.0
65,11.0
66,8.0
67,15.0
68,12.0
69,12.0
70,14.0
71,10.0
72,18.0
73,14.0
74,12.0
75,13.0
76,9.0
77,12.0
78,12.0
79,20.0
80,14.0
81,11.0
82,11.0
83,10.0
84,7.0
85,12.0
86,9.0
87,15.0
88,22.0
89,14.0
90,13.0
91,12.0
92,15.0
93,16.0
94,12.0
95,12.0
96,8.0
97,12.0
98,14.0
99,12.0
