,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_to_hcw_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_to_pat_sum,hcw_to_hcw_sum,hcw_nrow,total_counts
0,0.4842105263157895,0.5441176470588235,1.0419847328244274,0.4918032786885246,184.0,37.0,221,448,273.0,60.0,285,48,384,554.0
1,0.4583333333333333,0.3235294117647059,0.788659793814433,0.391304347826087,132.0,11.0,143,322,153.0,36.0,158,31,286,332.0
2,0.42038216560509556,0.4583333333333333,0.9082125603864735,0.4883720930232558,132.0,22.0,154,362,188.0,42.0,197,33,293,384.0
3,0.47678018575851394,0.49019607843137253,0.9634703196347032,0.35106382978723405,154.0,25.0,179,374,211.0,33.0,211,33,313,423.0
4,0.4573170731707317,0.32558139534883723,0.8491379310344828,0.4634146341463415,150.0,14.0,164,371,197.0,57.0,209,45,355,418.0
5,0.5522788203753352,0.3333333333333333,0.8762214983713354,0.4716981132075472,206.0,18.0,224,427,269.0,50.0,266,53,413,543.0
6,0.47214076246334313,0.5178571428571429,0.91015625,0.4845360824742268,161.0,29.0,190,397,233.0,47.0,237,43,353,470.0
7,0.4661016949152542,0.3508771929824561,1.0458333333333334,0.4752475247524752,165.0,20.0,185,411,251.0,48.0,251,48,341,484.0
8,0.47896440129449835,0.3333333333333333,0.7405857740585774,0.4606741573033708,148.0,15.0,163,354,177.0,41.0,192,26,328,381.0
9,0.5520231213872833,0.49019607843137253,0.8975409836065574,0.464,191.0,25.0,216,397,219.0,58.0,238,39,369,493.0
10,0.5805555555555556,0.24489795918367346,0.8984375,0.45528455284552843,209.0,12.0,221,409,230.0,56.0,248,38,379,507.0
11,0.5580110497237569,0.5918367346938775,0.8933823529411765,0.36666666666666664,202.0,29.0,231,411,243.0,44.0,248,39,392,518.0
12,0.4796511627906977,0.37209302325581395,0.9360730593607306,0.5309734513274337,165.0,16.0,181,387,205.0,60.0,227,38,332,446.0
13,0.48502994011976047,0.46,0.8916666666666667,0.44144144144144143,162.0,23.0,185,384,214.0,49.0,221,42,351,448.0
14,0.5058139534883721,0.4883720930232558,0.8634538152610441,0.45454545454545453,174.0,21.0,195,387,215.0,45.0,225,35,348,455.0
15,0.4696132596685083,0.41304347826086957,0.9020408163265307,0.6138613861386139,170.0,19.0,189,408,221.0,62.0,249,34,346,472.0
16,0.5148247978436657,0.4696969696969697,1.0188679245283019,0.4188034188034188,191.0,31.0,222,437,270.0,49.0,275,44,382,541.0
17,0.5,0.375,0.9437229437229437,0.5166666666666667,170.0,21.0,191,396,218.0,62.0,233,47,351,471.0
18,0.43653250773993807,0.6595744680851063,0.9327731092436975,0.30851063829787234,141.0,31.0,172,370,222.0,29.0,208,43,332,423.0
19,0.5013404825737265,0.4090909090909091,0.9510204081632653,0.5314685314685315,187.0,18.0,205,417,233.0,76.0,257,52,388,514.0
20,0.5027624309392266,0.4,0.983402489626556,0.4634146341463415,182.0,22.0,204,417,237.0,57.0,257,37,364,498.0
21,0.49683544303797467,0.25,0.8427947598253275,0.4095238095238095,157.0,11.0,168,360,193.0,43.0,197,39,334,404.0
22,0.5652173913043478,0.3958333333333333,0.8129770992366412,0.5490196078431373,195.0,19.0,214,393,213.0,56.0,233,36,364,483.0
23,0.5370370370370371,0.375,0.9267399267399268,0.47863247863247865,203.0,18.0,221,426,253.0,56.0,266,43,390,530.0
24,0.4774011299435028,0.4444444444444444,0.9017857142857143,0.5344827586206896,169.0,16.0,185,390,202.0,62.0,225,39,340,449.0
25,0.4793650793650794,0.5909090909090909,0.9484978540772532,0.27586206896551724,151.0,26.0,177,359,221.0,24.0,199,46,320,422.0
26,0.5172413793103449,0.2835820895522388,1.0656370656370657,0.4634146341463415,195.0,19.0,214,444,276.0,57.0,285,48,382,547.0
27,0.4938650306748466,0.3023255813953488,0.9111111111111111,0.3684210526315789,161.0,13.0,174,369,205.0,35.0,208,32,320,414.0
28,0.48501362397820164,0.38235294117647056,1.0228136882129277,0.45689655172413796,178.0,26.0,204,435,269.0,53.0,275,47,379,526.0
29,0.6290322580645161,0.2916666666666667,0.8817204301075269,0.5,234.0,14.0,248,420,246.0,69.0,261,54,417,563.0
30,0.523943661971831,0.2631578947368421,0.857707509881423,0.453781512605042,186.0,10.0,196,393,217.0,54.0,231,40,372,467.0
31,0.5638888888888889,0.5333333333333333,0.8726591760299626,0.5,203.0,24.0,227,405,233.0,55.0,243,45,377,515.0
32,0.4603658536585366,0.4166666666666667,0.9646017699115044,0.5315315315315315,151.0,25.0,176,388,218.0,59.0,226,51,337,453.0
33,0.5910364145658263,0.275,0.8837209302325582,0.36752136752136755,211.0,11.0,222,397,228.0,43.0,236,35,375,493.0
34,0.5100286532951289,0.4,0.8962962962962963,0.3669724770642202,178.0,22.0,200,404,242.0,40.0,244,38,379,482.0
35,0.4954128440366973,0.14814814814814814,0.897196261682243,0.43,162.0,4.0,166,354,192.0,43.0,196,39,314,401.0
36,0.4631268436578171,0.2857142857142857,0.9166666666666666,0.4659090909090909,157.0,10.0,167,374,209.0,41.0,212,38,316,417.0
37,0.39520958083832336,0.4878048780487805,0.9030837004405287,0.4939759036144578,132.0,20.0,152,375,205.0,41.0,214,32,310,398.0
38,0.5271565495207667,0.3157894736842105,0.8984771573604061,0.42857142857142855,165.0,12.0,177,351,177.0,48.0,192,33,309,402.0
39,0.47989276139410186,0.46808510638297873,0.9723320158102767,0.5,179.0,22.0,201,420,246.0,57.0,258,45,367,504.0
40,0.3993610223642173,0.40476190476190477,0.9351851851851852,0.3917525773195876,125.0,17.0,142,355,202.0,38.0,193,47,313,382.0
41,0.4984520123839009,0.3076923076923077,0.817351598173516,0.5212765957446809,161.0,12.0,173,362,179.0,49.0,200,28,313,401.0
42,0.47058823529411764,0.325,0.7887323943661971,0.48214285714285715,144.0,13.0,157,346,168.0,54.0,187,35,325,379.0
43,0.4129692832764505,0.3404255319148936,0.9325842696629213,0.38461538461538464,121.0,16.0,137,340,166.0,40.0,180,26,282,343.0
44,0.5329341317365269,0.38461538461538464,0.9243697478991597,0.4144144144144144,178.0,20.0,198,386,220.0,46.0,227,39,349,464.0
45,0.5292479108635098,0.38095238095238093,0.9201520912547528,0.36752136752136755,190.0,16.0,206,401,242.0,43.0,237,48,380,491.0
46,0.4972067039106145,0.56,0.8639705882352942,0.5094339622641509,178.0,28.0,206,408,235.0,54.0,247,42,378,495.0
47,0.5389048991354467,0.5098039215686274,0.9180327868852459,0.4878048780487805,187.0,26.0,213,398,224.0,60.0,237,47,367,497.0
48,0.5139664804469274,0.38461538461538464,0.9440298507462687,0.4339622641509434,184.0,20.0,204,410,253.0,46.0,247,52,374,503.0
49,0.44954128440366975,0.3404255319148936,1.019047619047619,0.37373737373737376,147.0,16.0,163,374,214.0,37.0,212,39,309,414.0
50,0.5570291777188329,0.3157894736842105,0.9023569023569024,0.421875,210.0,18.0,228,434,268.0,54.0,273,49,425,550.0
51,0.5078864353312302,0.18421052631578946,0.8493150684931506,0.3627450980392157,161.0,7.0,168,355,186.0,37.0,193,30,321,391.0
52,0.5013927576601671,0.425531914893617,0.9920634920634921,0.31521739130434784,180.0,20.0,200,406,250.0,29.0,245,34,344,479.0
53,0.4824561403508772,0.3409090909090909,0.8865546218487395,0.4811320754716981,165.0,15.0,180,386,211.0,51.0,224,38,344,442.0
54,0.5994694960212201,0.3877551020408163,0.9273356401384083,0.3898305084745763,226.0,19.0,245,426,268.0,46.0,267,47,407,559.0
55,0.4506172839506173,0.25806451612903225,0.8838383838383839,0.4639175257731959,146.0,8.0,154,355,175.0,45.0,190,30,295,374.0
56,0.5292682926829269,0.33962264150943394,1.056140350877193,0.49572649572649574,217.0,18.0,235,463,301.0,58.0,302,57,402,594.0
57,0.49056603773584906,0.3333333333333333,0.9039301310043668,0.3431372549019608,156.0,13.0,169,357,207.0,35.0,198,44,331,411.0
58,0.56047197640118,0.2962962962962963,0.9621848739495799,0.4298245614035088,190.0,16.0,206,393,229.0,49.0,232,46,352,484.0
59,0.465625,0.4166666666666667,0.822429906542056,0.5181818181818182,149.0,15.0,164,356,176.0,57.0,196,37,324,397.0
60,0.40683229813664595,0.5588235294117647,0.9348837209302325,0.330188679245283,131.0,19.0,150,356,201.0,35.0,195,41,321,386.0
61,0.47297297297297297,0.4444444444444444,1.0411985018726593,0.3392857142857143,175.0,28.0,203,433,278.0,38.0,268,48,379,519.0
62,0.4955223880597015,0.24444444444444444,0.8771186440677966,0.45132743362831856,166.0,11.0,177,380,207.0,51.0,216,42,349,435.0
63,0.46774193548387094,0.5094339622641509,0.9250936329588015,0.5462962962962963,174.0,27.0,201,425,247.0,59.0,263,43,375,507.0
64,0.4860335195530726,0.38095238095238093,0.896414342629482,0.47368421052631576,174.0,16.0,190,400,225.0,54.0,240,39,365,469.0
65,0.49262536873156343,0.3111111111111111,0.875,0.49074074074074076,167.0,14.0,181,384,217.0,53.0,221,49,356,451.0
66,0.43034055727554177,0.4,0.9118942731277533,0.32954545454545453,139.0,14.0,153,358,207.0,29.0,197,39,315,389.0
67,0.4797507788161994,0.42,0.9395348837209302,0.3888888888888889,154.0,21.0,175,371,202.0,42.0,209,35,323,419.0
68,0.5,0.35555555555555557,0.8865546218487395,0.5154639175257731,167.0,16.0,183,379,211.0,50.0,216,45,335,444.0
69,0.5096153846153846,0.32653061224489793,0.8451327433628318,0.4766355140186916,159.0,16.0,175,361,191.0,51.0,202,40,333,417.0
70,0.5408970976253298,0.5344827586206896,0.968421052631579,0.45081967213114754,205.0,31.0,236,437,276.0,55.0,275,56,407,567.0
71,0.5080906148867314,0.24324324324324326,0.8428571428571429,0.38738738738738737,157.0,9.0,166,346,177.0,43.0,187,33,321,386.0
72,0.46875,0.4807692307692308,0.9,0.4666666666666667,165.0,25.0,190,404,243.0,56.0,244,55,390,489.0
73,0.5031446540880503,0.875,0.7713004484304933,0.42452830188679247,160.0,21.0,181,342,172.0,45.0,184,33,329,398.0
74,0.5032258064516129,0.4,0.8318181818181818,0.3617021276595745,156.0,14.0,170,345,183.0,34.0,184,33,314,387.0
75,0.446875,0.13953488372093023,0.963302752293578,0.37383177570093457,143.0,6.0,149,363,210.0,40.0,200,50,325,399.0
76,0.47384615384615386,0.25925925925925924,0.9502262443438914,0.42424242424242425,154.0,14.0,168,379,210.0,42.0,217,35,320,420.0
