,Total_transmission,P-N_count,P-HC_count,N-P_count,N-HC_count,N-N_count,HC-P_count,HC-N_count,HC-HC_count,HCW_community_trans_count,Total_trans_non_covid_wards,Total_trans_covid_wards,Asympt_patient_admission_count,Exposed_patient_admission_count,Total_patients_admitted,Num_susceptible_patients,num_replacement_hcw,trans_counts_from_pre_symptomatic,trans_counts_from_symptomatic,trans_counts_from_assymptomatic,Trans_count_patients,P-N,P-HC,N-P,N-HC,N-N,HC-P,HC-N,HC-HC
0,554.0,162.0,59.0,201.0,12.0,19.0,84.0,13.0,4.0,115.0,541.0,13.0,4.0,1.0,9878.0,9715.0,249.0,446.0,11.0,97.0,285.0,29.24187725631769,10.649819494584838,36.28158844765343,2.1660649819494586,3.4296028880866425,15.16245487364621,2.3465703971119134,0.7220216606498195
1,332.0,107.0,36.0,118.0,7.0,19.0,40.0,1.0,4.0,112.0,315.0,17.0,2.0,4.0,9917.0,9753.0,191.0,276.0,9.0,47.0,158.0,32.2289156626506,10.843373493975903,35.54216867469879,2.108433734939759,5.72289156626506,12.048192771084338,0.30120481927710846,1.2048192771084338
2,384.0,120.0,34.0,160.0,8.0,16.0,37.0,8.0,1.0,106.0,372.0,12.0,2.0,5.0,9878.0,9713.0,200.0,314.0,6.0,64.0,197.0,31.25,8.854166666666666,41.666666666666664,2.0833333333333335,4.166666666666667,9.635416666666666,2.0833333333333335,0.2604166666666667
3,423.0,132.0,47.0,145.0,9.0,17.0,66.0,6.0,1.0,101.0,414.0,9.0,2.0,3.0,9757.0,9594.0,212.0,358.0,7.0,58.0,211.0,31.20567375886525,11.11111111111111,34.2789598108747,2.127659574468085,4.0189125295508275,15.602836879432624,1.4184397163120568,0.2364066193853428
4,418.0,121.0,43.0,161.0,13.0,24.0,48.0,6.0,2.0,146.0,404.0,14.0,2.0,2.0,9968.0,9806.0,223.0,338.0,9.0,71.0,209.0,28.94736842105263,10.287081339712918,38.516746411483254,3.110047846889952,5.741626794258373,11.483253588516746,1.4354066985645932,0.4784688995215311
5,543.0,164.0,60.0,203.0,12.0,25.0,63.0,14.0,2.0,136.0,530.0,13.0,0.0,3.0,9937.0,9776.0,293.0,469.0,6.0,68.0,266.0,30.20257826887661,11.049723756906078,37.38489871086556,2.2099447513812156,4.6040515653775325,11.602209944751381,2.578268876611418,0.3683241252302026
6,470.0,136.0,54.0,194.0,10.0,22.0,43.0,11.0,0.0,120.0,458.0,12.0,0.0,2.0,9970.0,9810.0,250.0,386.0,8.0,76.0,237.0,28.93617021276596,11.48936170212766,41.276595744680854,2.127659574468085,4.680851063829787,9.148936170212766,2.3404255319148937,0.0
7,484.0,138.0,47.0,197.0,9.0,22.0,54.0,15.0,2.0,108.0,471.0,13.0,1.0,1.0,9776.0,9616.0,230.0,408.0,8.0,68.0,251.0,28.512396694214875,9.710743801652892,40.70247933884298,1.859504132231405,4.545454545454546,11.15702479338843,3.0991735537190084,0.4132231404958678
8,381.0,112.0,51.0,149.0,3.0,17.0,43.0,5.0,1.0,139.0,374.0,7.0,0.0,4.0,10077.0,9915.0,229.0,320.0,5.0,56.0,192.0,29.396325459317584,13.385826771653543,39.10761154855643,0.7874015748031497,4.4619422572178475,11.286089238845145,1.3123359580052494,0.26246719160104987
9,493.0,152.0,64.0,166.0,9.0,18.0,72.0,9.0,3.0,114.0,475.0,18.0,0.0,1.0,10004.0,9845.0,233.0,400.0,10.0,83.0,238.0,30.831643002028397,12.981744421906694,33.671399594320484,1.8255578093306288,3.6511156186612577,14.60446247464503,1.8255578093306288,0.6085192697768763
10,507.0,161.0,60.0,183.0,9.0,20.0,65.0,8.0,1.0,120.0,495.0,12.0,0.0,3.0,9940.0,9779.0,250.0,430.0,9.0,68.0,248.0,31.755424063116372,11.834319526627219,36.094674556213015,1.7751479289940828,3.9447731755424065,12.820512820512821,1.5779092702169626,0.19723865877712032
11,518.0,162.0,69.0,173.0,12.0,18.0,75.0,8.0,1.0,122.0,498.0,20.0,2.0,3.0,9805.0,9642.0,263.0,434.0,11.0,73.0,248.0,31.274131274131275,13.32046332046332,33.397683397683394,2.3166023166023164,3.474903474903475,14.478764478764479,1.5444015444015444,0.19305019305019305
12,446.0,125.0,56.0,173.0,4.0,23.0,54.0,10.0,1.0,113.0,430.0,16.0,0.0,2.0,9965.0,9805.0,213.0,358.0,12.0,76.0,227.0,28.026905829596412,12.556053811659194,38.789237668161434,0.8968609865470852,5.15695067264574,12.10762331838565,2.242152466367713,0.2242152466367713
13,448.0,138.0,47.0,170.0,8.0,21.0,51.0,10.0,3.0,124.0,440.0,8.0,1.0,4.0,10047.0,9884.0,234.0,368.0,8.0,72.0,221.0,30.803571428571427,10.491071428571429,37.94642857142857,1.7857142857142858,4.6875,11.383928571428571,2.232142857142857,0.6696428571428571
14,455.0,149.0,46.0,180.0,8.0,18.0,45.0,7.0,2.0,118.0,447.0,8.0,1.0,3.0,10129.0,9967.0,242.0,383.0,6.0,66.0,225.0,32.747252747252745,10.10989010989011,39.56043956043956,1.7582417582417582,3.956043956043956,9.89010989010989,1.5384615384615385,0.43956043956043955
15,472.0,138.0,51.0,194.0,5.0,16.0,55.0,12.0,1.0,123.0,464.0,8.0,0.0,1.0,9841.0,9682.0,238.0,383.0,8.0,81.0,249.0,29.23728813559322,10.805084745762711,41.101694915254235,1.0593220338983051,3.389830508474576,11.652542372881356,2.542372881355932,0.211864406779661
16,541.0,161.0,61.0,203.0,14.0,22.0,72.0,7.0,1.0,116.0,523.0,18.0,1.0,3.0,9890.0,9728.0,258.0,452.0,9.0,80.0,275.0,29.75970425138632,11.275415896487985,37.52310536044362,2.587800369685767,4.066543438077634,13.308687615526802,1.2939001848428835,0.18484288354898337
17,471.0,139.0,52.0,174.0,10.0,24.0,59.0,10.0,3.0,113.0,460.0,11.0,3.0,2.0,9884.0,9721.0,220.0,383.0,5.0,83.0,233.0,29.51167728237792,11.040339702760084,36.94267515923567,2.1231422505307855,5.095541401273885,12.526539278131635,2.1231422505307855,0.6369426751592356
18,423.0,123.0,49.0,179.0,10.0,24.0,29.0,8.0,1.0,117.0,412.0,11.0,1.0,3.0,9900.0,9738.0,221.0,358.0,5.0,60.0,208.0,29.078014184397162,11.583924349881796,42.31678486997636,2.3640661938534278,5.673758865248227,6.855791962174941,1.8912529550827424,0.2364066193853428
19,514.0,146.0,59.0,186.0,15.0,27.0,71.0,9.0,1.0,131.0,501.0,13.0,1.0,1.0,9818.0,9658.0,234.0,414.0,6.0,94.0,257.0,28.404669260700388,11.478599221789883,36.18677042801556,2.9182879377431905,5.252918287937743,13.813229571984436,1.7509727626459144,0.19455252918287938
20,498.0,146.0,58.0,193.0,8.0,20.0,64.0,9.0,0.0,123.0,481.0,17.0,0.0,2.0,9793.0,9633.0,235.0,409.0,10.0,79.0,257.0,29.31726907630522,11.646586345381525,38.75502008032129,1.606425702811245,4.016064257028113,12.85140562248996,1.8072289156626506,0.0
21,404.0,122.0,46.0,160.0,14.0,17.0,37.0,8.0,0.0,127.0,393.0,11.0,1.0,4.0,9773.0,9610.0,225.0,344.0,6.0,54.0,197.0,30.198019801980198,11.386138613861386,39.603960396039604,3.4653465346534653,4.207920792079208,9.158415841584159,1.9801980198019802,0.0
22,483.0,154.0,60.0,176.0,9.0,12.0,57.0,11.0,4.0,114.0,472.0,11.0,0.0,2.0,9934.0,9774.0,249.0,402.0,6.0,75.0,233.0,31.884057971014492,12.422360248447205,36.43892339544514,1.8633540372670807,2.484472049689441,11.801242236024844,2.277432712215321,0.8281573498964804
23,530.0,162.0,59.0,199.0,8.0,23.0,67.0,11.0,1.0,126.0,514.0,16.0,0.0,2.0,10003.0,9843.0,267.0,446.0,10.0,74.0,266.0,30.566037735849058,11.132075471698114,37.54716981132076,1.509433962264151,4.339622641509434,12.641509433962264,2.0754716981132075,0.18867924528301888
24,449.0,125.0,60.0,159.0,6.0,22.0,66.0,10.0,1.0,116.0,430.0,19.0,0.0,7.0,9991.0,9826.0,219.0,357.0,14.0,78.0,225.0,27.839643652561247,13.3630289532294,35.41202672605791,1.3363028953229399,4.8997772828507795,14.699331848552339,2.2271714922048997,0.22271714922049
25,422.0,124.0,53.0,156.0,8.0,28.0,43.0,10.0,0.0,97.0,413.0,9.0,1.0,1.0,9798.0,9638.0,226.0,366.0,6.0,50.0,199.0,29.38388625592417,12.559241706161137,36.96682464454976,1.8957345971563981,6.6350710900473935,10.189573459715639,2.3696682464454977,0.0
26,547.0,155.0,59.0,204.0,11.0,23.0,81.0,12.0,2.0,120.0,536.0,11.0,0.0,1.0,10029.0,9870.0,246.0,462.0,9.0,76.0,285.0,28.3363802559415,10.786106032906764,37.29433272394881,2.010968921389397,4.204753199268739,14.808043875685557,2.1937842778793417,0.3656307129798903
27,414.0,126.0,48.0,157.0,12.0,15.0,51.0,5.0,0.0,114.0,401.0,13.0,0.0,3.0,9788.0,9627.0,218.0,359.0,7.0,48.0,208.0,30.434782608695652,11.594202898550725,37.92270531400966,2.898550724637681,3.6231884057971016,12.318840579710145,1.2077294685990339,0.0
28,526.0,146.0,58.0,200.0,10.0,24.0,75.0,11.0,2.0,128.0,512.0,14.0,1.0,1.0,10094.0,9934.0,254.0,438.0,9.0,79.0,275.0,27.75665399239544,11.02661596958175,38.02281368821293,1.9011406844106464,4.562737642585551,14.258555133079849,2.091254752851711,0.38022813688212925
