,Total_Transmission_counts,Patient_transmission_counts,hcw_transmission_count
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,3.0,2.0,1.0
64,0.0,0.0,0.0
65,3.0,2.0,1.0
66,2.0,0.0,2.0
67,1.0,0.0,1.0
68,4.0,0.0,4.0
69,4.0,3.0,1.0
70,5.0,2.0,3.0
71,8.0,5.0,3.0
72,12.0,9.0,3.0
73,6.0,2.0,4.0
74,10.0,1.0,9.0
75,13.0,5.0,8.0
76,9.0,3.0,6.0
77,10.0,5.0,5.0
78,14.0,6.0,8.0
79,6.0,3.0,3.0
80,6.0,2.0,4.0
81,2.0,1.0,1.0
82,3.0,2.0,1.0
83,6.0,5.0,1.0
84,0.0,0.0,0.0
85,9.0,3.0,6.0
86,3.0,1.0,2.0
87,5.0,4.0,1.0
88,6.0,3.0,3.0
89,10.0,5.0,5.0
90,8.0,4.0,4.0
91,7.0,1.0,6.0
92,14.0,7.0,7.0
93,12.0,7.0,5.0
94,14.0,7.0,7.0
95,11.0,5.0,6.0
96,10.0,2.0,8.0
97,6.0,3.0,3.0
98,5.0,2.0,3.0
99,7.0,6.0,1.0
100,4.0,1.0,3.0
101,5.0,1.0,4.0
102,2.0,1.0,1.0
103,4.0,3.0,1.0
104,3.0,1.0,2.0
105,2.0,1.0,1.0
106,1.0,0.0,1.0
107,2.0,0.0,2.0
108,1.0,1.0,0.0
109,2.0,2.0,0.0
110,0.0,0.0,0.0
111,1.0,1.0,0.0
112,0.0,0.0,0.0
113,0.0,0.0,0.0
114,1.0,0.0,1.0
115,0.0,0.0,0.0
116,0.0,0.0,0.0
117,4.0,3.0,1.0
118,1.0,1.0,0.0
119,3.0,1.0,2.0
120,1.0,1.0,0.0
121,2.0,0.0,2.0
122,1.0,1.0,0.0
123,6.0,4.0,2.0
124,3.0,2.0,1.0
125,3.0,2.0,1.0
126,5.0,2.0,3.0
127,4.0,2.0,2.0
128,4.0,2.0,2.0
129,7.0,2.0,5.0
130,3.0,1.0,2.0
131,2.0,2.0,0.0
132,8.0,3.0,5.0
133,3.0,3.0,0.0
134,4.0,2.0,2.0
135,2.0,1.0,1.0
136,2.0,2.0,0.0
137,4.0,1.0,3.0
138,4.0,1.0,3.0
139,6.0,4.0,2.0
140,2.0,2.0,0.0
141,1.0,0.0,1.0
142,2.0,1.0,1.0
143,2.0,2.0,0.0
144,1.0,1.0,0.0
145,3.0,2.0,1.0
146,1.0,0.0,1.0
147,0.0,0.0,0.0
148,2.0,2.0,0.0
149,0.0,0.0,0.0
150,1.0,0.0,1.0
151,0.0,0.0,0.0
152,1.0,1.0,0.0
153,1.0,1.0,0.0
154,0.0,0.0,0.0
155,0.0,0.0,0.0
156,0.0,0.0,0.0
157,0.0,0.0,0.0
158,0.0,0.0,0.0
159,0.0,0.0,0.0
160,0.0,0.0,0.0
161,0.0,0.0,0.0
162,0.0,0.0,0.0
163,0.0,0.0,0.0
164,0.0,0.0,0.0
165,0.0,0.0,0.0
166,0.0,0.0,0.0
167,0.0,0.0,0.0
168,0.0,0.0,0.0
169,0.0,0.0,0.0
170,0.0,0.0,0.0
171,0.0,0.0,0.0
172,0.0,0.0,0.0
173,0.0,0.0,0.0
174,0.0,0.0,0.0
175,0.0,0.0,0.0
176,0.0,0.0,0.0
177,0.0,0.0,0.0
178,0.0,0.0,0.0
179,0.0,0.0,0.0
180,0.0,0.0,0.0
181,0.0,0.0,0.0
182,0.0,0.0,0.0
183,0.0,0.0,0.0
184,0.0,0.0,0.0
185,1.0,1.0,0.0
186,0.0,0.0,0.0
187,1.0,0.0,1.0
188,1.0,0.0,1.0
189,1.0,1.0,0.0
190,0.0,0.0,0.0
191,2.0,1.0,1.0
192,2.0,1.0,1.0
193,2.0,0.0,2.0
194,1.0,1.0,0.0
195,1.0,1.0,0.0
196,1.0,1.0,0.0
197,1.0,0.0,1.0
198,0.0,0.0,0.0
199,0.0,0.0,0.0
200,1.0,0.0,1.0
201,1.0,1.0,0.0
202,3.0,2.0,1.0
203,0.0,0.0,0.0
204,1.0,1.0,0.0
205,0.0,0.0,0.0
