,occupied_bed
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,1.0
60,1.0
61,1.0
62,1.0
63,1.0
64,1.0
65,1.0
66,1.0
67,1.0
68,1.0
69,1.0
70,1.0
71,1.0
72,1.0
73,1.0
74,1.0
75,1.0
76,1.0
77,7.0
78,8.0
79,12.0
80,17.0
81,20.0
82,20.0
83,26.0
84,33.0
85,40.0
86,45.0
87,54.0
88,61.0
89,71.0
90,74.0
91,81.0
92,90.0
93,97.0
94,104.0
95,108.0
96,105.0
97,105.0
98,102.0
99,101.0
100,104.0
101,99.0
102,94.0
103,82.0
104,84.0
105,84.0
106,83.0
107,79.0
108,73.0
109,68.0
110,66.0
111,62.0
112,63.0
113,56.0
114,49.0
115,47.0
116,46.0
117,42.0
118,42.0
119,41.0
120,40.0
121,38.0
122,37.0
123,35.0
124,34.0
125,33.0
126,33.0
127,28.0
128,25.0
129,24.0
130,23.0
131,23.0
132,24.0
133,24.0
134,23.0
135,21.0
136,21.0
137,21.0
138,21.0
139,19.0
140,17.0
141,17.0
142,14.0
143,13.0
144,14.0
145,14.0
146,13.0
147,13.0
148,14.0
149,14.0
150,13.0
151,12.0
152,12.0
153,11.0
154,11.0
155,11.0
156,12.0
157,12.0
158,12.0
159,11.0
160,11.0
161,10.0
162,10.0
163,10.0
164,10.0
165,9.0
166,9.0
167,10.0
168,8.0
169,8.0
170,8.0
171,8.0
172,8.0
173,8.0
174,8.0
175,8.0
176,8.0
177,8.0
178,8.0
179,8.0
180,8.0
181,8.0
182,8.0
183,8.0
184,8.0
185,8.0
186,8.0
187,8.0
188,8.0
189,8.0
190,7.0
191,6.0
192,6.0
193,6.0
194,6.0
195,6.0
196,6.0
197,6.0
198,5.0
199,5.0
200,5.0
201,5.0
202,4.0
203,4.0
204,5.0
205,5.0
206,5.0
207,5.0
208,5.0
209,5.0
210,5.0
211,5.0
212,5.0
213,5.0
214,4.0
215,4.0
216,5.0
217,5.0
218,5.0
219,5.0
220,5.0
221,5.0
222,5.0
223,5.0
224,5.0
225,5.0
226,5.0
227,4.0
228,4.0
229,4.0
230,4.0
231,4.0
232,3.0
233,3.0
234,3.0
235,3.0
236,3.0
237,3.0
238,3.0
