,infect_symptomatic,infect_asymptomatic,trans_counts_to_pat,trans_counts_to_hcw
0,3,,2,1
1,,0,0,0
2,1,,1,0
3,1,,1,0
4,3,,3,0
5,1,,1,0
6,,0,0,0
7,0,,0,0
8,,0,0,0
9,0,,0,0
10,0,,0,0
11,,0,0,0
12,0,,0,0
13,,0,0,0
14,,0,0,0
15,,1,0,1
16,1,,1,0
17,1,,1,0
18,,1,1,0
19,2,,2,0
20,0,,0,0
21,1,,1,0
22,2,,2,0
23,1,,1,0
24,2,,2,0
25,0,,0,0
26,,0,0,0
27,0,,0,0
28,,1,1,0
29,,0,0,0
30,,2,2,0
31,,0,0,0
32,,0,0,0
33,,0,0,0
34,1,,1,0
35,2,,2,0
36,,1,1,0
37,0,,0,0
38,0,,0,0
39,,0,0,0
40,1,,0,1
41,1,,1,0
42,,0,0,0
43,,0,0,0
44,1,,1,0
45,0,,0,0
46,0,,0,0
47,0,,0,0
48,1,,1,0
49,3,,3,0
50,1,,1,0
51,1,,0,1
52,,0,0,0
53,,0,0,0
54,,1,1,0
55,2,,2,0
56,,0,0,0
57,0,,0,0
58,1,,0,1
59,,0,0,0
60,0,,0,0
61,4,,2,2
62,1,,1,0
63,,1,0,1
64,3,,2,1
65,1,,0,1
66,,0,0,0
67,,0,0,0
68,0,,0,0
69,0,,0,0
70,0,,0,0
71,0,,0,0
72,1,,0,1
73,,0,0,0
74,,0,0,0
75,1,,0,1
76,0,,0,0
77,,0,0,0
78,1,,1,0
79,2,,1,1
80,1,,1,0
81,2,,2,0
82,0,,0,0
83,,0,0,0
84,,0,0,0
85,3,,3,0
86,,0,0,0
87,,0,0,0
88,2,,1,1
89,3,,1,2
90,1,,1,0
91,0,,0,0
92,0,,0,0
93,1,,1,0
94,,2,2,0
95,1,,1,0
96,,1,1,0
97,,0,0,0
98,0,,0,0
99,0,,0,0
100,3,,3,0
101,0,,0,0
102,0,,0,0
103,0,,0,0
104,0,,0,0
105,1,,1,0
106,1,,1,0
107,,0,0,0
108,0,,0,0
109,3,,3,0
110,,0,0,0
111,,0,0,0
112,2,,2,0
113,0,,0,0
114,1,,1,0
115,2,,2,0
116,,0,0,0
117,,0,0,0
118,2,,1,1
119,1,,1,0
120,,0,0,0
121,0,,0,0
122,0,,0,0
123,1,,1,0
124,0,,0,0
125,1,,1,0
126,0,,0,0
127,2,,2,0
128,0,,0,0
129,0,,0,0
130,0,,0,0
131,2,,2,0
132,1,,1,0
133,,0,0,0
134,3,,3,0
135,1,,1,0
136,,0,0,0
137,0,,0,0
138,,0,0,0
139,1,,0,1
140,0,,0,0
141,1,,1,0
142,1,,1,0
143,,0,0,0
144,2,,2,0
145,,0,0,0
146,0,,0,0
147,0,,0,0
148,,0,0,0
149,0,,0,0
150,0,,0,0
151,,2,2,0
152,3,,3,0
153,,1,1,0
154,,1,1,0
155,,0,0,0
156,0,,0,0
157,3,,3,0
158,,2,2,0
159,0,,0,0
160,,0,0,0
161,5,,3,2
162,0,,0,0
163,1,,1,0
164,0,,0,0
165,,0,0,0
166,0,,0,0
167,,0,0,0
168,0,,0,0
169,0,,0,0
170,,1,0,1
171,,0,0,0
172,3,,3,0
173,1,,1,0
174,0,,0,0
175,2,,2,0
176,2,,2,0
177,0,,0,0
178,1,,0,1
179,1,,0,1
180,,1,1,0
181,2,,2,0
182,0,,0,0
183,0,,0,0
184,1,,0,1
185,3,,2,1
186,0,,0,0
187,0,,0,0
188,2,,2,0
189,,0,0,0
190,,0,0,0
191,0,,0,0
192,1,,0,1
193,,1,1,0
194,2,,2,0
195,0,,0,0
196,,1,1,0
197,,0,0,0
198,0,,0,0
199,1,,0,1
200,0,,0,0
201,1,,0,1
202,,0,0,0
203,2,,2,0
204,0,,0,0
205,3,,3,0
206,0,,0,0
207,,0,0,0
208,1,,1,0
209,2,,2,0
210,0,,0,0
211,2,,2,0
212,,0,0,0
213,1,,1,0
214,3,,3,0
215,2,,2,0
216,1,,1,0
217,3,,2,1
218,1,,1,0
219,,1,1,0
220,0,,0,0
221,0,,0,0
222,2,,1,1
223,0,,0,0
224,2,,2,0
225,0,,0,0
226,2,,2,0
227,1,,1,0
228,0,,0,0
229,3,,1,2
230,2,,1,1
231,,0,0,0
232,0,,0,0
233,1,,1,0
234,2,,1,1
235,0,,0,0
236,2,,2,0
237,0,,0,0
238,0,,0,0
239,0,,0,0
240,1,,1,0
241,,3,3,0
242,,0,0,0
243,2,,2,0
244,,0,0,0
245,0,,0,0
246,,1,1,0
247,,0,0,0
248,0,,0,0
249,2,,0,2
250,0,,0,0
251,,0,0,0
252,2,,2,0
253,0,,0,0
254,,2,2,0
255,1,,1,0
256,,0,0,0
257,1,,1,0
258,0,,0,0
259,,0,0,0
260,1,,1,0
261,4,,3,1
262,0,,0,0
263,0,,0,0
264,0,,0,0
265,1,,0,1
266,0,,0,0
267,,0,0,0
268,0,,0,0
269,2,,2,0
270,0,,0,0
271,0,,0,0
272,,1,1,0
273,0,,0,0
274,1,,1,0
275,2,,1,1
276,2,,1,1
277,0,,0,0
278,0,,0,0
279,1,,1,0
280,,2,2,0
281,0,,0,0
282,,0,0,0
