,Total_transmission,P-N_count,P-HC_count,N-P_count,N-HC_count,N-N_count,HC-P_count,HC-N_count,HC-HC_count,HCW_community_trans_count,Total_trans_non_covid_wards,Total_trans_covid_wards,Asympt_patient_admission_count,Exposed_patient_admission_count,Total_patients_admitted,Num_susceptible_patients,num_replacement_hcw,trans_counts_from_pre_symptomatic,trans_counts_from_symptomatic,trans_counts_from_assymptomatic,Trans_count_patients,P-N,P-HC,N-P,N-HC,N-N,HC-P,HC-N,HC-HC
0,214.0,54.0,18.0,96.0,9.0,8.0,20.0,9.0,0.0,140.0,205.0,9.0,1.0,1.0,9974.0,9814.0,173.0,179.0,6.0,29.0,116.0,25.233644859813083,8.411214953271028,44.85981308411215,4.205607476635514,3.7383177570093458,9.345794392523365,4.205607476635514,0.0
1,221.0,67.0,21.0,90.0,4.0,10.0,24.0,5.0,0.0,123.0,212.0,9.0,2.0,1.0,10002.0,9841.0,162.0,180.0,8.0,33.0,114.0,30.316742081447963,9.502262443438914,40.723981900452486,1.8099547511312217,4.524886877828054,10.85972850678733,2.262443438914027,0.0
2,270.0,86.0,20.0,109.0,5.0,16.0,30.0,3.0,1.0,125.0,255.0,15.0,2.0,5.0,10021.0,9856.0,190.0,216.0,10.0,44.0,139.0,31.85185185185185,7.407407407407407,40.370370370370374,1.8518518518518519,5.925925925925926,11.11111111111111,1.1111111111111112,0.37037037037037035
3,175.0,43.0,17.0,77.0,1.0,13.0,22.0,2.0,0.0,135.0,164.0,11.0,0.0,7.0,10106.0,9941.0,155.0,153.0,7.0,15.0,99.0,24.571428571428573,9.714285714285714,44.0,0.5714285714285714,7.428571428571429,12.571428571428571,1.1428571428571428,0.0
4,298.0,95.0,34.0,96.0,6.0,13.0,42.0,9.0,3.0,125.0,280.0,18.0,0.0,6.0,9930.0,9766.0,216.0,246.0,7.0,45.0,138.0,31.879194630872483,11.409395973154362,32.214765100671144,2.0134228187919465,4.3624161073825505,14.093959731543624,3.0201342281879193,1.0067114093959733
5,219.0,60.0,14.0,95.0,7.0,13.0,26.0,3.0,1.0,117.0,212.0,7.0,2.0,2.0,10040.0,9878.0,158.0,188.0,5.0,26.0,121.0,27.397260273972602,6.392694063926941,43.37899543378995,3.1963470319634704,5.936073059360731,11.872146118721462,1.36986301369863,0.45662100456621
6,231.0,77.0,22.0,86.0,6.0,17.0,21.0,2.0,0.0,126.0,218.0,13.0,1.0,5.0,10064.0,9900.0,183.0,189.0,8.0,34.0,107.0,33.333333333333336,9.523809523809524,37.22943722943723,2.5974025974025974,7.359307359307359,9.090909090909092,0.8658008658008658,0.0
7,246.0,73.0,25.0,84.0,5.0,14.0,40.0,4.0,1.0,118.0,232.0,14.0,1.0,2.0,9895.0,9734.0,174.0,217.0,6.0,23.0,124.0,29.67479674796748,10.16260162601626,34.146341463414636,2.032520325203252,5.691056910569106,16.260162601626018,1.6260162601626016,0.4065040650406504
8,274.0,73.0,26.0,95.0,13.0,17.0,39.0,11.0,0.0,141.0,263.0,11.0,1.0,1.0,9907.0,9747.0,214.0,220.0,5.0,49.0,134.0,26.642335766423358,9.489051094890511,34.67153284671533,4.744525547445256,6.204379562043796,14.233576642335766,4.014598540145985,0.0
9,243.0,65.0,18.0,100.0,10.0,11.0,35.0,4.0,0.0,132.0,233.0,10.0,0.0,2.0,9933.0,9773.0,185.0,191.0,5.0,47.0,135.0,26.74897119341564,7.407407407407407,41.1522633744856,4.11522633744856,4.526748971193416,14.40329218106996,1.646090534979424,0.0
