,num_contacts_traced,num_positive_contacts,contact_tracing_time,num_sympt_patients_traced,hcw_time_of_infection,hcw_current_ward,num_sympt_hcws_traced,day,sim,prevalence,n_total,n_pos,pos_rate
0,4,0,110.81944444444444,0.0,100.0,23.0,0.0,110.0,0.0,0.1678571428571428,1164.0,88.0,0.0
1,7,0,118.96527777777776,3.0,112.0,3.0,0.0,118.0,0.0,0.1079136690647482,1150.0,66.0,0.0
2,6,0,125.73611111111111,0.0,121.67361111111111,17.0,0.0,125.0,0.0,0.0777777777777777,1152.0,51.0,0.0
3,8,1,102.20833333333331,1.0,99.66666666666669,23.0,0.0,102.0,0.0,0.1869436201780415,1226.0,119.0,12.5
4,7,1,67.85416666666667,0.0,66.0,21.0,0.0,67.0,0.0,0.0140845070422535,1077.0,7.0,14.285714285714285
5,8,0,93.92361111111111,0.0,85.875,25.0,0.0,93.0,0.0,0.234375,1212.0,145.0,0.0
6,4,0,89.16666666666667,1.0,86.66666666666667,17.0,0.0,89.0,0.0,0.2233676975945017,1187.0,135.0,0.0
8,6,1,106.375,0.0,101.0,18.0,0.0,106.0,0.0,0.1967741935483871,1200.0,116.0,16.666666666666664
9,5,0,106.09027777777776,0.0,100.0,7.0,0.0,106.0,0.0,0.1967741935483871,1201.0,117.0,0.0
10,7,1,100.49305555555556,0.0,95.0,14.0,1.0,100.0,0.0,0.2373417721518987,1201.0,133.0,14.285714285714285
11,10,0,122.53472222222224,0.0,117.0,14.0,0.0,122.0,0.0,0.082437275985663,1149.0,57.0,0.0
12,7,0,110.125,0.0,105.0,21.0,0.0,110.0,0.0,0.1678571428571428,1161.0,88.0,0.0
13,3,0,104.61805555555556,6.0,102.0,1.0,0.0,104.0,0.0,0.2005988023952095,1227.0,123.0,0.0
14,6,0,70.00694444444444,0.0,67.69444444444444,23.0,0.0,70.0,0.0,0.0283018867924528,1078.0,15.0,0.0
15,9,0,134.31944444444446,1.0,127.18055555555556,21.0,0.0,134.0,0.0,0.0408921933085501,1140.0,24.0,0.0
16,8,0,86.21527777777777,0.0,81.20833333333333,26.0,0.0,86.0,0.0,0.196078431372549,1137.0,111.0,0.0
17,6,3,79.29166666666667,2.0,76.51388888888889,26.0,0.0,79.0,0.0,0.0688073394495412,1089.0,48.0,50.0
19,8,0,99.80555555555556,1.0,95.0,12.0,0.0,99.0,0.0,0.2300613496932515,1212.0,135.0,0.0
20,2,0,100.39583333333331,2.0,93.16666666666669,8.0,0.0,100.0,0.0,0.2373417721518987,1206.0,134.0,0.0
21,11,0,83.375,0.0,80.0,12.0,1.0,83.0,0.0,0.1304347826086956,1126.0,84.0,0.0
22,5,1,124.67361111111111,0.0,121.0,21.0,0.0,124.0,0.0,0.0846153846153846,1142.0,59.0,20.0
23,3,0,91.77083333333331,0.0,87.0,9.0,0.0,91.0,0.0,0.2546816479400749,1167.0,142.0,0.0
24,10,0,126.11111111111111,0.0,114.67361111111111,14.0,0.0,126.0,0.0,0.0749063670411985,1147.0,51.0,0.0
25,7,1,101.59027777777776,0.0,91.0,24.0,0.0,101.0,0.0,0.2094395280235988,1224.0,126.0,14.285714285714285
26,7,1,73.01388888888889,0.0,65.52083333333333,3.0,0.0,73.0,0.0,0.0285714285714285,1077.0,20.0,14.285714285714285
27,3,0,126.94444444444444,1.0,119.0,3.0,0.0,126.0,0.0,0.0749063670411985,1154.0,51.0,0.0
28,2,0,92.40972222222224,5.0,88.0,6.0,0.0,92.0,0.0,0.2676056338028169,1182.0,148.0,0.0
29,10,0,89.11111111111111,0.0,84.0,26.0,0.0,89.0,0.0,0.2233676975945017,1181.0,135.0,0.0
