,peak transmission
0,4.0
1,6.0
2,7.0
3,4.0
4,7.0
5,6.0
6,7.0
7,6.0
8,7.0
9,9.0
10,6.0
11,7.0
12,8.0
13,7.0
14,6.0
15,8.0
16,6.0
17,6.0
18,7.0
19,5.0
20,6.0
21,10.0
22,8.0
23,10.0
24,6.0
25,8.0
26,8.0
27,6.0
28,6.0
29,6.0
30,6.0
31,6.0
32,6.0
33,7.0
34,6.0
35,6.0
36,7.0
37,8.0
38,6.0
39,8.0
40,7.0
41,9.0
42,7.0
43,6.0
44,4.0
45,7.0
46,6.0
47,5.0
48,6.0
49,6.0
50,7.0
51,8.0
52,5.0
53,5.0
54,5.0
55,5.0
56,10.0
57,8.0
58,5.0
59,9.0
60,5.0
61,6.0
62,7.0
63,7.0
64,6.0
65,6.0
66,5.0
67,6.0
68,7.0
69,8.0
70,6.0
71,8.0
72,10.0
73,6.0
74,6.0
75,5.0
76,5.0
77,6.0
78,6.0
79,5.0
80,6.0
81,8.0
82,6.0
83,7.0
84,5.0
85,5.0
86,5.0
87,6.0
88,6.0
89,7.0
90,9.0
91,8.0
92,9.0
93,5.0
94,7.0
95,7.0
96,6.0
97,5.0
98,6.0
99,7.0
