,n_contacts_traced,n_pos_contacts,positivity_rate
0,806.0,43.0,5.33498759305211
1,756.0,27.0,3.5714285714285716
2,782.0,51.0,6.521739130434782
3,718.0,42.0,5.8495821727019495
4,828.0,53.0,6.400966183574879
5,729.0,40.0,5.486968449931413
6,763.0,28.0,3.669724770642202
7,786.0,30.0,3.816793893129771
8,872.0,54.0,6.192660550458716
9,839.0,56.0,6.6746126340882
10,648.0,31.0,4.783950617283951
11,772.0,41.0,5.310880829015544
12,665.0,39.0,5.864661654135339
13,737.0,37.0,5.020352781546811
14,735.0,34.0,4.625850340136054
15,806.0,43.0,5.33498759305211
16,659.0,22.0,3.338391502276176
17,752.0,20.0,2.6595744680851063
18,623.0,32.0,5.136436597110754
19,682.0,37.0,5.425219941348973
20,653.0,36.0,5.51301684532925
21,809.0,38.0,4.697156983930778
22,783.0,38.0,4.853128991060026
23,689.0,31.0,4.499274310595065
24,738.0,37.0,5.013550135501355
25,702.0,24.0,3.4188034188034186
26,802.0,35.0,4.364089775561097
27,838.0,47.0,5.608591885441528
28,787.0,48.0,6.099110546378653
29,662.0,27.0,4.078549848942598
30,675.0,28.0,4.148148148148148
31,758.0,33.0,4.353562005277045
32,648.0,24.0,3.7037037037037037
33,644.0,38.0,5.900621118012422
34,708.0,37.0,5.2259887005649714
35,665.0,31.0,4.661654135338346
36,872.0,67.0,7.68348623853211
37,881.0,41.0,4.6538024971623155
38,733.0,47.0,6.412005457025921
39,625.0,39.0,6.24
40,923.0,46.0,4.9837486457204765
41,898.0,51.0,5.679287305122495
42,870.0,41.0,4.712643678160919
43,762.0,40.0,5.2493438320209975
44,642.0,23.0,3.5825545171339566
45,713.0,42.0,5.890603085553997
46,699.0,23.0,3.290414878397711
47,762.0,28.0,3.674540682414698
48,841.0,35.0,4.161712247324614
49,794.0,49.0,6.171284634760705
50,680.0,25.0,3.676470588235294
51,945.0,40.0,4.232804232804233
52,682.0,29.0,4.252199413489736
53,714.0,34.0,4.761904761904762
54,616.0,35.0,5.681818181818182
55,655.0,32.0,4.885496183206107
56,651.0,22.0,3.3794162826420893
57,676.0,37.0,5.4733727810650885
58,747.0,33.0,4.417670682730924
59,847.0,36.0,4.250295159386068
60,711.0,26.0,3.6568213783403656
61,783.0,41.0,5.236270753512133
62,756.0,29.0,3.835978835978836
63,780.0,48.0,6.153846153846154
64,713.0,26.0,3.6465638148667603
65,671.0,31.0,4.619970193740685
66,801.0,44.0,5.493133583021224
67,663.0,30.0,4.524886877828054
68,890.0,33.0,3.707865168539326
69,754.0,39.0,5.172413793103448
70,608.0,24.0,3.9473684210526314
71,755.0,29.0,3.8410596026490067
72,648.0,30.0,4.62962962962963
73,796.0,40.0,5.025125628140704
74,668.0,38.0,5.688622754491018
75,646.0,24.0,3.7151702786377707
76,779.0,23.0,2.952503209242619
77,774.0,54.0,6.976744186046512
78,650.0,20.0,3.076923076923077
79,667.0,24.0,3.598200899550225
80,550.0,29.0,5.2727272727272725
81,721.0,35.0,4.854368932038835
82,635.0,23.0,3.622047244094488
83,700.0,26.0,3.7142857142857144
84,553.0,23.0,4.159132007233273
85,706.0,31.0,4.390934844192635
86,830.0,49.0,5.903614457831325
87,780.0,46.0,5.897435897435898
88,869.0,37.0,4.25776754890679
89,807.0,43.0,5.328376703841388
90,875.0,43.0,4.914285714285715
91,567.0,26.0,4.585537918871252
92,706.0,32.0,4.53257790368272
93,700.0,34.0,4.857142857142857
94,861.0,38.0,4.413472706155633
95,763.0,48.0,6.290956749672346
96,529.0,17.0,3.213610586011342
97,560.0,21.0,3.75
98,736.0,25.0,3.3967391304347827
99,662.0,35.0,5.287009063444109
