,peak transmission
0,14.0
1,10.0
2,12.0
3,11.0
4,10.0
5,17.0
6,10.0
7,10.0
8,12.0
9,10.0
10,10.0
11,9.0
12,14.0
13,12.0
14,13.0
15,16.0
16,11.0
17,11.0
18,8.0
19,12.0
20,13.0
21,16.0
22,14.0
23,15.0
24,15.0
25,11.0
26,9.0
27,13.0
28,13.0
29,11.0
30,15.0
31,12.0
32,12.0
33,13.0
34,10.0
35,16.0
36,10.0
37,12.0
38,10.0
39,17.0
40,15.0
41,13.0
42,11.0
43,12.0
44,9.0
45,12.0
46,12.0
47,13.0
48,12.0
49,11.0
50,15.0
51,16.0
52,14.0
53,11.0
54,17.0
55,12.0
56,16.0
57,11.0
58,11.0
59,10.0
60,12.0
61,16.0
62,14.0
63,11.0
64,13.0
65,10.0
66,14.0
67,15.0
68,8.0
69,14.0
70,15.0
71,19.0
72,13.0
73,12.0
74,10.0
75,14.0
76,8.0
77,12.0
78,12.0
79,11.0
80,12.0
81,12.0
82,11.0
83,9.0
84,14.0
85,12.0
86,12.0
87,12.0
88,11.0
89,10.0
90,16.0
91,18.0
92,11.0
93,11.0
94,9.0
95,11.0
96,10.0
97,16.0
98,17.0
99,13.0
