,peak transmission
0,3.0
1,3.0
2,2.0
3,3.0
4,2.0
5,3.0
6,3.0
7,2.0
8,2.0
9,2.0
10,2.0
11,4.0
12,2.0
13,4.0
14,3.0
15,3.0
16,3.0
17,2.0
18,2.0
19,4.0
20,5.0
21,3.0
22,3.0
23,1.0
24,3.0
25,2.0
26,3.0
27,2.0
28,2.0
29,2.0
30,2.0
31,4.0
32,2.0
33,2.0
34,2.0
35,5.0
36,2.0
37,2.0
38,3.0
39,3.0
40,3.0
41,3.0
42,3.0
43,3.0
44,2.0
45,3.0
46,2.0
47,3.0
48,3.0
49,2.0
50,3.0
51,2.0
52,2.0
53,2.0
54,3.0
55,5.0
56,4.0
57,2.0
58,3.0
59,2.0
60,3.0
61,2.0
62,3.0
63,2.0
64,3.0
65,2.0
66,2.0
67,2.0
68,2.0
69,1.0
70,2.0
71,4.0
72,3.0
73,2.0
74,2.0
75,2.0
76,2.0
77,2.0
78,3.0
79,2.0
80,2.0
81,4.0
82,3.0
83,2.0
84,3.0
85,2.0
86,2.0
87,2.0
88,3.0
89,4.0
90,2.0
91,3.0
92,3.0
93,2.0
94,4.0
95,2.0
96,3.0
97,2.0
98,4.0
99,3.0
