,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_to_hcw_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_to_pat_sum,hcw_to_hcw_sum,hcw_nrow,total_counts
0,0.023809523809523808,0.0,0.2459016393442623,0.0625,4.0,0.0,4,171,30.0,3.0,11,22,170,37.0
1,0.06666666666666667,0.0,0.1574074074074074,0.06896551724137931,11.0,0.0,11,167,17.0,4.0,5,16,166,32.0
2,0.05325443786982249,0.0,0.20175438596491227,0.14893617021276595,9.0,0.0,9,170,23.0,7.0,10,20,161,39.0
3,0.05232558139534884,0.0,0.27884615384615385,0.125,9.0,0.0,9,177,29.0,5.0,17,17,144,43.0
4,0.017543859649122806,0.0,0.2992125984251969,0.05,3.0,0.0,3,173,38.0,2.0,13,27,167,43.0
5,0.04790419161676647,0.0,0.2268041237113402,0.14893617021276595,8.0,0.0,8,168,22.0,7.0,10,19,144,37.0
6,0.029239766081871343,0.0,0.26666666666666666,0.08771929824561403,5.0,0.0,5,173,32.0,5.0,11,26,177,42.0
7,0.047619047619047616,0.0,0.20388349514563106,0.1,8.0,0.0,8,172,21.0,5.0,9,17,153,34.0
8,0.024242424242424242,0.0,0.20535714285714285,0.061224489795918366,4.0,0.0,4,167,23.0,3.0,8,18,161,30.0
9,0.04046242774566474,0.0,0.26804123711340205,0.07142857142857142,7.0,0.0,7,175,26.0,4.0,10,20,153,37.0
10,0.023809523809523808,0.0,0.20202020202020202,0.15384615384615385,4.0,0.0,4,170,20.0,8.0,8,20,151,32.0
11,0.041176470588235294,0.0,0.33980582524271846,0.08333333333333333,7.0,0.0,7,171,35.0,4.0,13,26,151,46.0
12,0.017857142857142856,0.0,0.21551724137931033,0.058823529411764705,3.0,0.0,3,172,25.0,3.0,10,18,167,31.0
13,0.04216867469879518,0.0,0.2222222222222222,0.0425531914893617,7.0,0.0,7,170,22.0,2.0,10,14,146,31.0
14,0.05325443786982249,0.3333333333333333,0.21052631578947367,0.06666666666666667,9.0,1.0,10,172,24.0,3.0,8,19,159,37.0
15,0.036585365853658534,0.0,0.2,0.10256410256410256,6.0,0.0,6,165,24.0,4.0,7,21,159,34.0
16,0.03571428571428571,0.0,0.26851851851851855,0.0784313725490196,6.0,0.0,6,172,29.0,4.0,10,23,159,39.0
17,0.03592814371257485,0.0,0.13592233009708737,0.046511627906976744,6.0,0.0,6,168,14.0,2.0,5,11,146,22.0
18,0.023668639053254437,0.0,0.22018348623853212,0.11864406779661017,4.0,0.0,4,170,24.0,7.0,11,20,168,35.0
19,0.04216867469879518,0.0,0.16216216216216217,0.10869565217391304,7.0,0.0,7,168,18.0,5.0,6,17,157,30.0
