,peak transmission
0,16.0
1,14.0
2,17.0
3,13.0
4,12.0
5,15.0
6,12.0
7,17.0
8,14.0
9,11.0
10,14.0
11,9.0
12,14.0
13,14.0
14,18.0
15,12.0
16,9.0
17,17.0
18,11.0
19,15.0
20,12.0
21,12.0
22,11.0
23,14.0
24,7.0
25,12.0
26,13.0
27,21.0
28,11.0
29,10.0
30,9.0
31,13.0
32,17.0
33,12.0
34,12.0
35,14.0
36,17.0
37,18.0
38,16.0
39,11.0
40,14.0
41,11.0
42,13.0
43,13.0
44,15.0
45,13.0
46,13.0
47,11.0
48,11.0
49,14.0
50,20.0
51,8.0
52,10.0
53,14.0
54,15.0
55,18.0
56,20.0
57,16.0
58,11.0
59,12.0
60,13.0
61,14.0
62,11.0
63,12.0
64,15.0
65,10.0
66,11.0
67,9.0
68,12.0
69,14.0
70,11.0
71,8.0
72,11.0
73,15.0
74,13.0
75,14.0
76,8.0
77,19.0
78,11.0
79,14.0
80,14.0
81,11.0
82,18.0
83,9.0
84,14.0
85,12.0
86,16.0
87,13.0
88,15.0
89,12.0
90,12.0
91,11.0
92,11.0
93,17.0
94,13.0
95,16.0
96,12.0
97,16.0
98,13.0
99,9.0
