,peak transmission
0,13.0
1,11.0
2,13.0
3,13.0
4,8.0
5,10.0
6,10.0
7,13.0
8,13.0
9,10.0
10,15.0
11,9.0
12,13.0
13,11.0
14,15.0
15,16.0
16,8.0
17,12.0
18,12.0
19,10.0
20,13.0
21,9.0
22,9.0
23,11.0
24,6.0
25,10.0
26,10.0
27,14.0
28,11.0
29,9.0
30,8.0
31,13.0
32,15.0
33,10.0
34,11.0
35,11.0
36,10.0
37,16.0
38,17.0
39,9.0
40,12.0
41,9.0
42,11.0
43,10.0
44,12.0
45,13.0
46,13.0
47,10.0
48,10.0
49,10.0
50,13.0
51,7.0
52,9.0
53,10.0
54,10.0
55,13.0
56,13.0
57,10.0
58,8.0
59,10.0
60,17.0
61,11.0
62,10.0
63,11.0
64,13.0
65,9.0
66,9.0
67,8.0
68,9.0
69,10.0
70,11.0
71,8.0
72,13.0
73,16.0
74,11.0
75,13.0
76,11.0
77,14.0
78,13.0
79,10.0
80,15.0
81,8.0
82,13.0
83,9.0
84,9.0
85,10.0
86,13.0
87,11.0
88,15.0
89,13.0
90,14.0
91,8.0
92,12.0
93,14.0
94,15.0
95,13.0
96,11.0
97,15.0
98,10.0
99,9.0
