,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_nrow,total_counts
0,0.39737991266375544,1.6666666666666667,0.3202247191011236,0.379746835443038,91.0,20.0,241,57.0,30.0,257,198.0
1,0.34,1.1,0.32,0.2112676056338028,68.0,11.0,210,48.0,15.0,221,142.0
2,0.2761904761904762,1.7333333333333334,0.38,0.3,58.0,26.0,225,57.0,21.0,220,162.0
3,0.20967741935483872,0.75,0.13793103448275862,0.3220338983050847,39.0,6.0,194,16.0,19.0,175,80.0
4,0.30434782608695654,1.5714285714285714,0.37333333333333335,0.22666666666666666,63.0,22.0,221,56.0,17.0,225,158.0
5,0.265,0.8333333333333334,0.2695035460992908,0.3235294117647059,53.0,10.0,212,38.0,22.0,209,123.0
6,0.265625,2.0,0.24647887323943662,0.19047619047619047,51.0,16.0,200,35.0,12.0,205,114.0
7,0.32524271844660196,1.0,0.2361111111111111,0.36,67.0,9.0,215,34.0,27.0,219,137.0
8,0.3632075471698113,1.7692307692307692,0.27710843373493976,0.4246575342465753,77.0,23.0,225,46.0,31.0,239,177.0
9,0.4474885844748858,0.9333333333333333,0.30687830687830686,0.3125,98.0,14.0,234,58.0,25.0,269,195.0
10,0.15577889447236182,1.1,0.3508771929824561,0.16,31.0,11.0,209,40.0,8.0,164,90.0
11,0.23834196891191708,0.875,0.31690140845070425,0.18518518518518517,46.0,7.0,201,45.0,10.0,196,108.0
12,0.3448275862068966,1.1428571428571428,0.25477707006369427,0.323943661971831,70.0,8.0,210,40.0,23.0,228,141.0
13,0.25133689839572193,1.3333333333333333,0.24060150375939848,0.12280701754385964,47.0,4.0,190,32.0,7.0,190,90.0
14,0.32160804020100503,1.3333333333333333,0.32075471698113206,0.2,64.0,12.0,208,51.0,12.0,219,139.0
15,0.22916666666666666,1.6,0.28169014084507044,0.22033898305084745,44.0,24.0,207,40.0,13.0,201,121.0
16,0.34782608695652173,1.7272727272727273,0.2634730538922156,0.4266666666666667,72.0,19.0,218,44.0,32.0,242,167.0
17,0.3640776699029126,1.2,0.22695035460992907,0.3291139240506329,75.0,6.0,211,32.0,26.0,220,139.0
18,0.2946859903381642,2.0,0.33962264150943394,0.23943661971830985,61.0,26.0,220,54.0,17.0,230,158.0
19,0.2663316582914573,1.5555555555555556,0.29605263157894735,0.1917808219178082,53.0,14.0,208,45.0,14.0,225,126.0
20,0.3222748815165877,1.1666666666666667,0.2857142857142857,0.42424242424242425,68.0,14.0,223,44.0,28.0,220,154.0
21,0.23157894736842105,2.0,0.184,0.3559322033898305,44.0,22.0,201,23.0,21.0,184,110.0
22,0.1875,0.42857142857142855,0.22857142857142856,0.32142857142857145,36.0,3.0,199,24.0,18.0,161,81.0
23,0.29292929292929293,1.6153846153846154,0.30405405405405406,0.2535211267605634,58.0,21.0,211,45.0,18.0,219,142.0
24,0.39622641509433965,1.6923076923076923,0.3027027027027027,0.3048780487804878,84.0,22.0,225,56.0,25.0,267,187.0
25,0.18617021276595744,1.625,0.216,0.3157894736842105,35.0,13.0,196,27.0,18.0,182,93.0
26,0.319047619047619,2.0,0.26380368098159507,0.36,67.0,26.0,223,43.0,27.0,238,163.0
27,0.2731707317073171,1.5384615384615385,0.29411764705882354,0.31746031746031744,56.0,20.0,218,45.0,20.0,216,141.0
28,0.4681818181818182,1.5833333333333333,0.3076923076923077,0.3373493975903614,103.0,19.0,232,56.0,28.0,265,206.0
29,0.24598930481283424,1.6,0.22727272727272727,0.17857142857142858,46.0,8.0,192,30.0,10.0,188,94.0
30,0.37,0.0,0.2246376811594203,0.3142857142857143,74.0,0.0,203,31.0,22.0,208,127.0
31,0.16111111111111112,2.0,0.20422535211267606,0.06521739130434782,29.0,14.0,187,29.0,3.0,188,75.0
32,0.2182741116751269,1.125,0.29411764705882354,0.23529411764705882,43.0,9.0,205,40.0,12.0,187,104.0
33,0.3463414634146341,1.0,0.30666666666666664,0.24561403508771928,71.0,6.0,211,46.0,14.0,207,137.0
34,0.20540540540540542,0.7777777777777778,0.2109375,0.23529411764705882,38.0,7.0,194,27.0,12.0,179,84.0
35,0.17098445595854922,1.0,0.2803030303030303,0.3448275862068966,33.0,12.0,205,37.0,20.0,190,102.0
36,0.26153846153846155,1.5,0.2518518518518518,0.2753623188405797,51.0,18.0,207,34.0,19.0,204,122.0
37,0.23979591836734693,1.7142857142857142,0.2,0.3770491803278688,47.0,12.0,203,26.0,23.0,191,108.0
38,0.23979591836734693,1.0,0.26356589147286824,0.35185185185185186,47.0,11.0,207,34.0,19.0,183,111.0
39,0.1794871794871795,3.0,0.3047619047619048,0.25396825396825395,35.0,6.0,197,32.0,16.0,168,89.0
40,0.37727272727272726,1.5384615384615385,0.3313953488372093,0.3698630136986301,83.0,20.0,233,57.0,27.0,245,187.0
41,0.22395833333333334,0.8,0.2641509433962264,0.25925925925925924,43.0,4.0,197,28.0,14.0,160,89.0
42,0.32547169811320753,1.1428571428571428,0.3393939393939394,0.39344262295081966,69.0,16.0,226,56.0,24.0,226,165.0
43,0.35185185185185186,2.1875,0.3273809523809524,0.3684210526315789,76.0,35.0,232,55.0,28.0,244,194.0
44,0.30049261083743845,0.8461538461538461,0.36075949367088606,0.19047619047619047,61.0,11.0,216,57.0,12.0,221,141.0
45,0.3696682464454976,1.2,0.34810126582278483,0.24242424242424243,78.0,18.0,226,55.0,16.0,224,167.0
46,0.18461538461538463,2.625,0.2846715328467153,0.25,36.0,21.0,203,39.0,15.0,197,111.0
47,0.3015075376884422,2.0,0.24647887323943662,0.32075471698113206,60.0,8.0,203,35.0,17.0,195,120.0
48,0.25510204081632654,1.0833333333333333,0.29285714285714287,0.21739130434782608,50.0,13.0,208,41.0,15.0,209,119.0
49,0.33014354066985646,0.4166666666666667,0.33116883116883117,0.2891566265060241,69.0,5.0,221,51.0,24.0,237,149.0
50,0.30049261083743845,1.3333333333333333,0.3235294117647059,0.14705882352941177,61.0,4.0,206,44.0,10.0,204,119.0
