,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,1.0
73,2.0
74,4.0
75,4.0
76,6.0
77,7.0
78,10.0
79,11.0
80,13.0
81,17.0
82,21.0
83,21.0
84,25.0
85,22.0
86,23.0
87,28.0
88,29.0
89,31.0
90,31.0
91,33.0
92,40.0
93,42.0
94,38.0
95,38.0
96,37.0
97,37.0
98,33.0
99,32.0
100,30.0
101,33.0
102,28.0
103,26.0
104,25.0
105,22.0
106,19.0
107,17.0
108,11.0
109,10.0
110,9.0
111,11.0
112,13.0
113,12.0
114,15.0
115,16.0
116,16.0
117,18.0
118,16.0
119,16.0
120,16.0
121,12.0
122,10.0
123,10.0
124,8.0
125,6.0
126,3.0
127,4.0
128,4.0
129,4.0
130,5.0
131,5.0
132,4.0
133,4.0
134,2.0
135,2.0
136,2.0
137,1.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,1.0
149,1.0
150,1.0
151,1.0
152,2.0
153,2.0
154,2.0
155,2.0
156,2.0
157,2.0
158,2.0
159,1.0
160,1.0
161,1.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,1.0
177,1.0
178,1.0
179,1.0
180,1.0
181,1.0
182,1.0
183,0.0
184,0.0
185,0.0
186,0.0
187,1.0
188,1.0
189,2.0
190,2.0
191,2.0
192,4.0
193,4.0
194,3.0
195,4.0
196,3.0
197,4.0
198,4.0
199,2.0
200,2.0
201,2.0
202,1.0
203,1.0
204,1.0
205,1.0
206,1.0
207,1.0
208,1.0
209,1.0
210,1.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,1.0
221,1.0
222,1.0
223,1.0
224,1.0
225,1.0
226,1.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,2.0
233,3.0
234,3.0
235,3.0
236,4.0
237,5.0
238,6.0
