,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,2.0
76,11.0
77,11.0
78,11.0
79,16.0
80,18.0
81,21.0
82,19.0
83,31.0
84,35.0
85,38.0
86,38.0
87,37.0
88,41.0
89,46.0
90,72.0
91,69.0
92,69.0
93,70.0
94,76.0
95,76.0
96,81.0
97,79.0
98,80.0
99,82.0
100,78.0
101,76.0
102,73.0
103,68.0
104,57.0
105,57.0
106,52.0
107,51.0
108,48.0
109,46.0
110,48.0
111,28.0
112,28.0
113,29.0
114,34.0
115,34.0
116,34.0
117,28.0
118,29.0
119,27.0
120,26.0
121,22.0
122,20.0
123,21.0
124,23.0
125,13.0
126,13.0
127,14.0
128,12.0
129,13.0
130,11.0
131,10.0
132,12.0
133,12.0
134,11.0
135,11.0
136,11.0
137,11.0
138,10.0
139,5.0
140,6.0
141,7.0
142,9.0
143,8.0
144,8.0
145,8.0
146,8.0
147,7.0
148,6.0
149,4.0
150,4.0
151,5.0
152,4.0
153,6.0
154,6.0
155,6.0
156,6.0
157,6.0
158,5.0
159,5.0
160,5.0
161,6.0
162,7.0
163,8.0
164,9.0
165,8.0
166,9.0
167,10.0
168,9.0
169,8.0
170,7.0
171,7.0
172,9.0
173,8.0
174,4.0
175,4.0
176,4.0
177,5.0
178,5.0
179,3.0
180,3.0
181,4.0
182,4.0
183,4.0
184,3.0
185,2.0
186,2.0
187,2.0
188,1.0
189,1.0
190,1.0
191,1.0
192,1.0
193,1.0
194,1.0
195,1.0
196,1.0
197,1.0
198,1.0
199,1.0
200,1.0
201,1.0
202,1.0
203,1.0
204,1.0
205,1.0
206,1.0
207,2.0
208,4.0
209,6.0
210,6.0
211,6.0
212,7.0
213,7.0
214,6.0
215,5.0
216,2.0
217,2.0
218,3.0
219,2.0
220,2.0
221,2.0
222,1.0
223,4.0
224,4.0
225,3.0
226,3.0
227,4.0
228,5.0
229,5.0
230,2.0
231,2.0
232,2.0
233,2.0
234,1.0
235,0.0
236,0.0
237,2.0
238,2.0
