,n_contacts_traced,n_pos_contacts,positivity_rate
0,1969.0,124.0,6.297613001523616
1,1594.0,162.0,10.163111668757843
2,1434.0,93.0,6.485355648535565
3,1692.0,135.0,7.9787234042553195
4,1773.0,102.0,5.752961082910321
5,1646.0,159.0,9.659781287970839
6,1674.0,111.0,6.630824372759856
7,1666.0,121.0,7.2629051620648255
8,1614.0,126.0,7.806691449814126
9,1312.0,85.0,6.478658536585366
10,1735.0,100.0,5.763688760806916
11,2043.0,120.0,5.873715124816447
12,1611.0,111.0,6.890130353817504
13,1578.0,72.0,4.562737642585551
14,1572.0,108.0,6.870229007633588
15,1702.0,113.0,6.63924794359577
16,1735.0,104.0,5.994236311239193
17,1737.0,108.0,6.217616580310881
18,1823.0,169.0,9.270433351618212
19,1454.0,90.0,6.189821182943604
20,1519.0,76.0,5.003291639236339
21,1620.0,89.0,5.493827160493828
22,1828.0,159.0,8.698030634573303
23,1938.0,133.0,6.862745098039215
24,1738.0,126.0,7.249712313003452
25,1796.0,80.0,4.4543429844097995
26,1559.0,97.0,6.221937139191789
27,1707.0,124.0,7.264206209724663
28,1871.0,121.0,6.467129877071085
29,1461.0,89.0,6.091718001368926
30,1642.0,124.0,7.551766138855055
31,1551.0,83.0,5.3513862024500325
32,1692.0,107.0,6.32387706855792
33,1671.0,86.0,5.146618791143029
34,1854.0,148.0,7.982740021574973
35,1829.0,162.0,8.857299070530344
36,1536.0,87.0,5.6640625
37,1628.0,95.0,5.835380835380835
38,1275.0,88.0,6.901960784313726
39,1843.0,132.0,7.162235485621269
40,1808.0,122.0,6.747787610619469
41,1787.0,182.0,10.184667039731393
42,1536.0,103.0,6.705729166666667
43,1725.0,117.0,6.782608695652174
44,2076.0,149.0,7.1772639691714835
45,1561.0,103.0,6.598334401024984
46,1716.0,102.0,5.944055944055944
47,1837.0,135.0,7.348938486663037
48,1652.0,94.0,5.690072639225182
49,1976.0,131.0,6.629554655870446
50,1613.0,102.0,6.3236205827650345
51,1978.0,149.0,7.532861476238625
52,1681.0,150.0,8.92325996430696
53,1812.0,127.0,7.008830022075055
54,1912.0,136.0,7.112970711297071
55,1951.0,139.0,7.124551512045105
56,1721.0,107.0,6.217315514235909
57,1992.0,112.0,5.622489959839357
58,1855.0,108.0,5.822102425876011
59,1540.0,88.0,5.714285714285714
60,1516.0,50.0,3.2981530343007917
61,1417.0,103.0,7.268877911079746
62,1558.0,151.0,9.69191270860077
63,1831.0,118.0,6.444565811032223
64,1644.0,151.0,9.184914841849148
65,1708.0,100.0,5.85480093676815
66,1357.0,81.0,5.969049373618276
67,1810.0,114.0,6.298342541436464
68,1785.0,95.0,5.322128851540616
69,1741.0,124.0,7.122343480758185
70,1773.0,111.0,6.260575296108291
71,1733.0,96.0,5.539526832083093
72,1738.0,120.0,6.904487917146145
73,1615.0,111.0,6.8730650154798765
74,1774.0,119.0,6.708004509582864
75,1765.0,126.0,7.138810198300283
76,2024.0,169.0,8.349802371541502
77,1729.0,135.0,7.8079814921920185
78,1754.0,100.0,5.701254275940707
79,1825.0,128.0,7.013698630136986
80,1801.0,121.0,6.718489727928929
81,1425.0,75.0,5.2631578947368425
82,1919.0,127.0,6.6180302240750395
83,1454.0,130.0,8.940852819807429
84,1572.0,72.0,4.580152671755725
85,1568.0,117.0,7.461734693877551
86,1987.0,131.0,6.592853548062406
87,1653.0,114.0,6.896551724137931
88,1306.0,84.0,6.431852986217458
89,1741.0,104.0,5.973578403216543
90,1895.0,154.0,8.12664907651715
91,2200.0,176.0,8.0
92,1694.0,117.0,6.906729634002361
93,1799.0,121.0,6.725958866036687
94,1922.0,142.0,7.388137356919875
95,1635.0,118.0,7.217125382262997
96,1909.0,125.0,6.5479308538501835
97,1468.0,75.0,5.108991825613079
98,1706.0,82.0,4.8065650644783116
99,1461.0,59.0,4.03832991101985
