,mean,ci_lower,ci_upper
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.02,0.0,0.0
61,0.01,0.0,0.0
62,0.09,0.0,1.0
63,0.13,0.0,1.4749999999999943
64,0.2,0.0,2.0
65,0.27,0.0,2.0
66,0.42,0.0,2.4749999999999943
67,0.58,0.0,3.0
68,0.61,0.0,3.0
69,0.76,0.0,3.4749999999999943
70,0.82,0.0,3.0
71,1.05,0.0,4.474999999999994
72,1.28,0.0,5.0
73,1.52,0.0,4.474999999999994
74,1.49,0.0,5.474999999999994
75,1.75,0.0,5.0
76,1.86,0.0,5.474999999999994
77,2.32,0.0,6.474999999999994
78,2.28,0.0,7.949999999999989
79,2.43,0.0,7.0
80,2.72,0.0,8.0
81,2.64,0.0,7.474999999999994
82,2.78,0.0,6.474999999999994
83,3.0,0.0,8.0
84,3.37,0.0,7.0
85,3.37,0.0,10.0
86,3.26,0.0,8.0
87,3.75,0.0,9.0
88,3.5,0.0,7.0
89,3.04,0.0,8.0
90,3.19,0.5,8.474999999999994
91,3.09,0.0,7.474999999999994
92,2.81,0.0,9.0
93,2.91,0.0,7.0
94,2.45,0.0,6.0
95,2.63,0.0,6.0
96,2.46,0.0,6.474999999999994
97,2.55,0.0,7.0
98,2.41,0.0,6.949999999999989
99,2.21,0.0,6.0
100,2.19,0.0,7.0
101,2.48,0.0,6.474999999999994
102,2.49,0.0,7.0
103,2.03,0.0,6.474999999999994
104,1.88,0.0,4.474999999999994
105,1.84,0.0,5.0
106,1.72,0.0,6.0
107,1.72,0.0,5.474999999999994
108,1.7,0.0,5.474999999999994
109,1.48,0.0,5.0
110,1.45,0.0,4.474999999999994
111,1.51,0.0,4.474999999999994
112,1.25,0.0,5.474999999999994
113,1.28,0.0,4.474999999999994
114,1.47,0.0,4.0
115,1.22,0.0,4.0
116,1.26,0.0,5.0
117,1.12,0.0,4.474999999999994
118,0.99,0.0,4.0
119,0.84,0.0,4.474999999999994
120,0.95,0.0,3.4749999999999943
121,0.95,0.0,4.474999999999994
122,0.97,0.0,4.0
123,0.82,0.0,3.0
124,0.67,0.0,4.0
125,0.7,0.0,3.0
126,0.94,0.0,4.0
127,0.79,0.0,3.0
128,0.71,0.0,3.4749999999999943
129,0.57,0.0,3.0
130,0.72,0.0,3.0
131,0.53,0.0,3.0
132,0.46,0.0,2.0
133,0.54,0.0,3.0
134,0.66,0.0,4.0
135,0.55,0.0,2.4749999999999943
136,0.55,0.0,3.0
137,0.63,0.0,3.4749999999999943
138,0.43,0.0,3.4749999999999943
139,0.42,0.0,2.4749999999999943
140,0.57,0.0,3.0
141,0.46,0.0,2.4749999999999943
142,0.39,0.0,2.0
143,0.52,0.0,2.0
144,0.65,0.0,3.4749999999999943
145,0.44,0.0,3.4749999999999943
146,0.58,0.0,3.4749999999999943
147,0.47,0.0,2.0
148,0.29,0.0,2.0
149,0.35,0.0,2.4749999999999943
150,0.26,0.0,2.0
151,0.36,0.0,3.0
152,0.33,0.0,2.4749999999999943
153,0.24,0.0,2.0
154,0.17,0.0,1.0
155,0.18,0.0,1.4749999999999943
156,0.11,0.0,1.0
157,0.14,0.0,1.4749999999999943
158,0.05,0.0,1.0
159,0.06,0.0,1.0
160,0.1,0.0,1.4749999999999943
161,0.04,0.0,1.0
162,0.06,0.0,1.0
163,0.06,0.0,1.0
164,0.08,0.0,1.0
165,0.04,0.0,0.4959999999999945
166,0.06,0.0,1.0
167,0.06,0.0,1.0
168,0.07,0.0,1.0
169,0.06,0.0,1.0
170,0.04,0.0,1.0
171,0.05,0.0,1.0
172,0.08,0.0,1.0
173,0.11,0.0,1.4749999999999943
174,0.06,0.0,1.0
175,0.06,0.0,1.0
176,0.13,0.0,1.4749999999999943
177,0.08,0.0,1.0
178,0.11,0.0,1.0
179,0.16,0.0,2.0
180,0.09,0.0,1.0
181,0.12,0.0,1.0
182,0.18,0.0,2.0
183,0.18,0.0,1.4749999999999943
184,0.14,0.0,1.4749999999999943
185,0.07,0.0,1.0
186,0.16,0.0,2.0
187,0.16,0.0,1.4749999999999943
188,0.13,0.0,1.0
189,0.09,0.0,1.0
190,0.03,0.0,0.49074999999999447
