,num_contacts_traced,num_positive_contacts,contact_tracing_time,num_sympt_patients_traced,hcw_time_of_infection,hcw_current_ward,num_sympt_hcws_traced,day,sim,prevalence,n_total,n_pos,pos_rate
0,10,0,101.54166666666669,0.0,95.02083333333331,26.0,1.0,101.0,0.0,0.231833910034602,1199.0,140.0,0.0
1,16,1,155.70833333333334,2.0,150.67361111111111,19.0,0.0,155.0,0.0,0.0364372469635627,1129.0,22.0,6.25
2,7,0,79.56944444444444,0.0,76.0,8.0,0.0,79.0,0.0,0.0669144981412639,1147.0,61.0,0.0
3,12,0,125.11805555555556,0.0,120.0,11.0,0.0,125.0,0.0,0.0732600732600732,1160.0,42.0,0.0
4,5,0,142.34027777777777,2.0,139.0,1.0,0.0,142.0,0.0,0.0381679389312977,1145.0,19.0,0.0
5,13,3,91.30555555555556,1.0,85.70833333333333,12.0,0.0,91.0,0.0,0.2558922558922559,1211.0,166.0,23.076923076923077
6,10,0,75.11805555555556,0.0,69.0,10.0,0.0,75.0,0.0,0.0478260869565217,1093.0,42.0,0.0
7,7,1,98.76388888888889,2.0,95.02777777777776,25.0,0.0,98.0,0.0,0.2416107382550335,1207.0,149.0,14.285714285714285
8,7,0,86.75,5.0,83.0,4.0,0.0,86.0,0.0,0.1977186311787072,1168.0,140.0,0.0
9,14,1,107.07638888888889,1.0,99.0,17.0,0.0,107.0,0.0,0.2130584192439862,1194.0,120.0,7.142857142857142
10,7,1,105.53472222222224,0.0,101.86111111111111,24.0,2.0,105.0,0.0,0.2237762237762237,1195.0,129.0,14.285714285714285
11,8,2,99.15277777777776,2.0,92.6875,25.0,0.0,99.0,0.0,0.25,1204.0,149.0,25.0
12,9,1,87.39583333333333,1.0,84.83333333333333,11.0,1.0,87.0,0.0,0.2105263157894736,1188.0,143.0,11.11111111111111
13,4,0,145.5,1.0,137.0,7.0,0.0,145.0,0.0,0.047808764940239,1138.0,27.0,0.0
14,8,1,100.02083333333331,2.0,95.5,25.0,1.0,100.0,0.0,0.2366666666666666,1207.0,147.0,12.5
15,13,0,100.69444444444444,0.0,97.0,14.0,0.0,100.0,0.0,0.2366666666666666,1202.0,148.0,0.0
16,8,1,89.98611111111111,2.0,83.16666666666667,11.0,2.0,89.0,0.0,0.2392026578073089,1211.0,157.0,12.5
17,23,1,108.65277777777776,1.0,106.34027777777776,12.0,1.0,108.0,0.0,0.2061855670103092,1183.0,108.0,4.3478260869565215
18,10,1,128.61805555555554,0.0,124.66666666666669,12.0,1.0,128.0,0.0,0.0568181818181818,1155.0,35.0,10.0
19,12,0,122.35416666666669,1.0,119.0,16.0,1.0,122.0,0.0,0.0879120879120879,1157.0,47.0,0.0
20,7,0,91.52777777777776,7.0,89.0,7.0,0.0,91.0,0.0,0.2558922558922559,1217.0,169.0,0.0
21,3,0,83.68055555555556,3.0,77.0,4.0,0.0,83.0,0.0,0.1223021582733813,1179.0,106.0,0.0
22,8,1,116.84027777777776,2.0,113.84722222222224,27.0,1.0,116.0,0.0,0.1206896551724138,1178.0,56.0,12.5
23,6,0,93.27083333333331,2.0,86.0,6.0,0.0,93.0,0.0,0.263843648208469,1228.0,172.0,0.0
24,16,1,85.60416666666667,2.0,83.0,4.0,1.0,85.0,0.0,0.1698841698841698,1154.0,123.0,6.25
25,17,0,152.125,1.0,148.20833333333334,19.0,1.0,152.0,0.0,0.0555555555555555,1117.0,31.0,0.0
26,8,0,78.75,0.0,75.0,20.0,0.0,78.0,0.0,0.0534351145038167,1131.0,54.0,0.0
27,11,1,84.92361111111111,0.0,81.58333333333333,13.0,0.0,84.0,0.0,0.1434108527131783,1152.0,112.0,9.090909090909092
28,12,0,91.14583333333331,3.0,83.0,6.0,0.0,91.0,0.0,0.2558922558922559,1212.0,169.0,0.0
29,7,1,92.84027777777776,0.0,90.0,25.0,0.0,92.0,0.0,0.2662337662337662,1227.0,175.0,14.285714285714285
30,19,0,122.60416666666669,0.0,120.0,26.0,0.0,122.0,0.0,0.0879120879120879,1150.0,47.0,0.0
31,17,0,155.25694444444446,3.0,150.08333333333334,12.0,1.0,155.0,0.0,0.0364372469635627,1128.0,23.0,0.0
32,10,1,80.50694444444444,0.0,74.52777777777777,10.0,2.0,80.0,0.0,0.0836363636363636,1159.0,68.0,10.0
33,12,1,144.72916666666666,1.0,138.52083333333334,16.0,0.0,144.0,0.0,0.0546875,1134.0,27.0,8.333333333333332
34,8,1,88.80555555555556,2.0,81.53472222222223,11.0,0.0,88.0,0.0,0.2123287671232876,1198.0,148.0,12.5
35,3,0,73.03472222222223,0.0,69.0,1.0,0.0,73.0,0.0,0.0340425531914893,1105.0,23.0,0.0
36,6,2,91.58333333333331,1.0,84.0,16.0,0.0,91.0,0.0,0.2558922558922559,1218.0,167.0,33.33333333333333
37,11,0,90.16666666666669,2.0,83.0,19.0,2.0,90.0,0.0,0.2465753424657534,1201.0,160.0,0.0
38,19,1,113.97222222222224,1.0,109.51388888888889,27.0,0.0,113.0,0.0,0.1452702702702702,1184.0,76.0,5.263157894736842
39,6,1,82.50694444444444,2.0,79.16666666666667,6.0,0.0,82.0,0.0,0.0974729241877256,1173.0,89.0,16.666666666666664
40,7,0,133.625,1.0,129.0,3.0,0.0,133.0,0.0,0.034090909090909,1148.0,17.0,0.0
41,10,0,196.01388888888889,0.0,186.34722222222223,13.0,0.0,196.0,0.0,0.003875968992248,1138.0,2.0,0.0
42,5,1,80.72916666666667,3.0,75.83333333333333,18.0,3.0,80.0,0.0,0.0836363636363636,1164.0,68.0,20.0
43,8,0,99.09722222222224,0.0,91.0,22.0,0.0,99.0,0.0,0.25,1204.0,151.0,0.0
44,10,0,94.25694444444444,1.0,85.04166666666667,6.0,2.0,94.0,0.0,0.2857142857142857,1229.0,176.0,0.0
45,12,0,86.89583333333333,1.0,83.0,7.0,0.0,86.0,0.0,0.1977186311787072,1163.0,140.0,0.0
46,1,0,237.75694444444449,0.0,234.08333333333331,26.0,0.0,237.0,0.0,0.0136363636363636,1109.0,11.0,0.0
47,8,0,151.20833333333334,1.0,144.0,19.0,3.0,151.0,0.0,0.0583333333333333,1131.0,32.0,0.0
48,13,0,100.02083333333331,0.0,95.17361111111111,26.0,1.0,100.0,0.0,0.2366666666666666,1202.0,148.0,0.0
49,13,4,77.70138888888889,3.0,71.50694444444444,20.0,0.0,77.0,0.0,0.0653061224489796,1108.0,50.0,30.76923076923077
50,8,0,88.33333333333333,3.0,83.0,7.0,0.0,88.0,0.0,0.2123287671232876,1198.0,149.0,0.0
51,9,0,85.34722222222223,4.0,80.0,1.0,0.0,85.0,0.0,0.1698841698841698,1161.0,124.0,0.0
52,8,0,107.08333333333331,0.0,100.0,9.0,0.0,107.0,0.0,0.2130584192439862,1200.0,121.0,0.0
53,14,0,105.8125,2.0,104.0,22.0,1.0,105.0,0.0,0.2237762237762237,1188.0,130.0,0.0
54,10,1,87.38888888888889,2.0,83.66666666666667,4.0,0.0,87.0,0.0,0.2105263157894736,1187.0,143.0,10.0
55,10,0,95.20833333333331,1.0,91.28472222222224,16.0,2.0,95.0,0.0,0.2689873417721519,1231.0,173.0,0.0
56,13,0,81.77083333333333,2.0,80.0,3.0,0.0,81.0,0.0,0.0836363636363636,1158.0,71.0,0.0
57,17,0,102.16666666666669,2.0,97.16666666666669,25.0,1.0,102.0,0.0,0.2234432234432234,1175.0,131.0,0.0
58,9,0,89.86805555555556,1.0,85.0,19.0,2.0,89.0,0.0,0.2392026578073089,1210.0,158.0,0.0
59,16,1,152.91666666666666,2.0,146.66666666666666,23.0,0.0,152.0,0.0,0.0555555555555555,1118.0,30.0,6.25
60,9,0,120.93055555555556,6.0,116.0,3.0,0.0,120.0,0.0,0.1034482758620689,1144.0,47.0,0.0
61,10,1,150.09722222222223,1.0,146.20833333333334,2.0,0.0,150.0,0.0,0.0443548387096774,1137.0,29.0,10.0
62,10,0,125.51388888888889,1.0,121.95833333333331,16.0,1.0,125.0,0.0,0.0732600732600732,1162.0,42.0,0.0
63,3,0,72.24305555555556,0.0,68.0,7.0,0.0,72.0,0.0,0.0251046025104602,1108.0,19.0,0.0
64,10,0,79.84722222222223,1.0,75.0,3.0,0.0,79.0,0.0,0.0669144981412639,1144.0,61.0,0.0
65,6,0,98.79166666666669,4.0,97.0,7.0,0.0,98.0,0.0,0.2416107382550335,1208.0,150.0,0.0
66,3,0,93.15972222222224,6.0,87.0,8.0,1.0,93.0,0.0,0.263843648208469,1231.0,172.0,0.0
67,8,0,100.38888888888889,1.0,91.72222222222224,16.0,0.0,100.0,0.0,0.2366666666666666,1207.0,148.0,0.0
68,12,1,108.53472222222224,1.0,101.0,23.0,1.0,108.0,0.0,0.2061855670103092,1194.0,108.0,8.333333333333332
69,11,1,86.63194444444444,1.0,83.0,15.0,3.0,86.0,0.0,0.1977186311787072,1164.0,139.0,9.090909090909092
70,9,2,88.54861111111111,0.0,83.5,15.0,1.0,88.0,0.0,0.2123287671232876,1197.0,147.0,22.22222222222222
71,7,1,102.03472222222224,0.0,99.68055555555556,24.0,1.0,102.0,0.0,0.2234432234432234,1185.0,130.0,14.285714285714285
72,8,1,119.05555555555556,2.0,115.91666666666669,27.0,1.0,119.0,0.0,0.1176470588235294,1157.0,53.0,12.5
73,14,3,89.97916666666667,1.0,83.00694444444444,21.0,2.0,89.0,0.0,0.2392026578073089,1205.0,155.0,21.428571428571427
74,9,0,146.54861111111111,1.0,139.11805555555554,16.0,0.0,146.0,0.0,0.0515873015873015,1135.0,29.0,0.0
75,11,0,111.04166666666669,1.0,104.95138888888889,11.0,0.0,111.0,0.0,0.1666666666666666,1194.0,90.0,0.0
76,8,1,89.65972222222223,2.0,86.61805555555556,11.0,2.0,89.0,0.0,0.2392026578073089,1211.0,157.0,12.5
77,6,1,111.78472222222224,0.0,104.0,5.0,0.0,111.0,0.0,0.1666666666666666,1199.0,89.0,16.666666666666664
78,7,0,97.40972222222224,3.0,93.125,6.0,1.0,97.0,0.0,0.2418300653594771,1217.0,158.0,0.0
79,11,0,83.94444444444444,0.0,76.18055555555556,12.0,0.0,83.0,0.0,0.1223021582733813,1171.0,106.0,0.0
80,13,1,89.73611111111111,4.0,86.83333333333333,7.0,2.0,89.0,0.0,0.2392026578073089,1206.0,157.0,7.6923076923076925
81,10,0,190.38194444444449,0.0,182.72222222222223,13.0,0.0,190.0,0.0,0.0226244343891402,1104.0,11.0,0.0
82,9,0,81.03472222222223,0.0,74.56944444444444,12.0,0.0,81.0,0.0,0.0836363636363636,1162.0,71.0,0.0
83,9,1,91.9375,0.0,89.0,23.0,0.0,91.0,0.0,0.2558922558922559,1215.0,168.0,11.11111111111111
84,9,3,84.82638888888889,1.0,77.45138888888889,15.0,1.0,84.0,0.0,0.1434108527131783,1154.0,110.0,33.33333333333333
85,12,0,108.00694444444444,0.0,101.91666666666669,27.0,1.0,108.0,0.0,0.2061855670103092,1194.0,109.0,0.0
86,12,0,112.38888888888889,0.0,107.79166666666669,18.0,1.0,112.0,0.0,0.1612903225806451,1176.0,84.0,0.0
87,14,2,148.38888888888889,2.0,145.22222222222223,27.0,1.0,148.0,0.0,0.0443548387096774,1132.0,27.0,14.285714285714285
88,4,0,99.49305555555556,14.0,90.0,1.0,0.0,99.0,0.0,0.25,1208.0,151.0,0.0
89,8,0,97.39583333333331,0.0,92.67361111111111,26.0,0.0,97.0,0.0,0.2418300653594771,1216.0,158.0,0.0
90,10,1,82.59027777777777,0.0,78.54166666666667,2.0,2.0,82.0,0.0,0.0974729241877256,1169.0,89.0,10.0
91,7,1,90.79166666666669,1.0,84.70833333333333,18.0,0.0,90.0,0.0,0.2465753424657534,1205.0,159.0,14.285714285714285
92,9,0,94.72916666666669,0.0,92.0,12.0,0.0,94.0,0.0,0.2857142857142857,1230.0,176.0,0.0
93,10,0,97.75,0.0,93.0,20.0,0.0,97.0,0.0,0.2418300653594771,1214.0,158.0,0.0
94,10,3,79.96527777777777,2.0,74.78472222222223,3.0,3.0,79.0,0.0,0.0669144981412639,1144.0,58.0,30.0
95,2,0,95.16666666666669,6.0,86.0,8.0,0.0,95.0,0.0,0.2689873417721519,1239.0,173.0,0.0
96,3,0,113.4375,1.0,104.0,5.0,0.0,113.0,0.0,0.1452702702702702,1200.0,77.0,0.0
97,16,1,88.13888888888889,1.0,85.0,9.0,1.0,88.0,0.0,0.2123287671232876,1190.0,148.0,6.25
98,5,0,94.15277777777776,4.0,87.05555555555556,8.0,1.0,94.0,0.0,0.2857142857142857,1234.0,176.0,0.0
99,4,0,143.32638888888889,0.0,140.0,9.0,0.0,143.0,0.0,0.05,1145.0,25.0,0.0
100,11,1,183.98611111111111,3.0,177.72916666666666,17.0,1.0,183.0,0.0,0.0273972602739726,1099.0,12.0,9.090909090909092
101,11,1,97.92361111111111,0.0,92.0,23.0,0.0,97.0,0.0,0.2418300653594771,1213.0,157.0,9.090909090909092
102,6,0,104.75694444444444,12.0,93.0,3.0,0.0,104.0,0.0,0.2334494773519163,1201.0,140.0,0.0
103,5,0,87.40972222222223,0.0,78.0,9.0,0.0,87.0,0.0,0.2105263157894736,1192.0,144.0,0.0
104,11,3,79.18055555555556,0.0,73.34027777777777,10.0,0.0,79.0,0.0,0.0669144981412639,1143.0,58.0,27.27272727272727
105,16,1,135.0,0.0,129.11805555555554,12.0,0.0,135.0,0.0,0.0320284697508896,1156.0,13.0,6.25
106,14,1,187.03472222222223,0.0,184.11111111111111,13.0,0.0,187.0,0.0,0.0305676855895196,1107.0,13.0,7.142857142857142
107,7,1,98.97916666666669,8.0,92.61111111111111,1.0,1.0,98.0,0.0,0.2416107382550335,1207.0,149.0,14.285714285714285
108,2,0,237.45138888888889,0.0,233.5,11.0,0.0,237.0,0.0,0.0136363636363636,1108.0,11.0,0.0
109,11,0,67.9375,0.0,63.0,24.0,0.0,67.0,0.0,0.0039682539682539,1111.0,5.0,0.0
110,11,0,99.88194444444444,1.0,93.70833333333331,28.0,1.0,99.0,0.0,0.25,1201.0,151.0,0.0
111,10,0,102.04861111111111,13.0,97.04166666666669,1.0,1.0,102.0,0.0,0.2234432234432234,1182.0,131.0,0.0
112,18,1,135.03472222222223,0.0,125.89583333333331,3.0,0.0,135.0,0.0,0.0320284697508896,1154.0,13.0,5.555555555555555
113,10,0,106.79861111111111,0.0,101.0,24.0,2.0,106.0,0.0,0.2172413793103448,1197.0,127.0,0.0
114,10,0,108.43055555555556,3.0,104.66666666666669,8.0,0.0,108.0,0.0,0.2061855670103092,1196.0,109.0,0.0
115,10,1,150.70138888888889,1.0,144.68055555555554,10.0,0.0,150.0,0.0,0.0443548387096774,1137.0,29.0,10.0
116,11,0,101.34722222222224,1.0,99.28472222222224,11.0,0.0,101.0,0.0,0.231833910034602,1198.0,140.0,0.0
117,10,0,107.09027777777776,10.0,101.0,2.0,0.0,107.0,0.0,0.2130584192439862,1198.0,121.0,0.0
118,8,0,109.95833333333331,0.0,100.58333333333331,19.0,1.0,109.0,0.0,0.1888111888111888,1191.0,100.0,0.0
119,11,1,93.70833333333331,1.0,87.89583333333333,18.0,1.0,93.0,0.0,0.263843648208469,1223.0,171.0,9.090909090909092
120,11,2,87.18055555555556,1.0,83.0,19.0,0.0,87.0,0.0,0.2105263157894736,1186.0,142.0,18.181818181818183
121,11,2,125.53472222222224,0.0,122.61111111111111,10.0,0.0,125.0,0.0,0.0732600732600732,1161.0,40.0,18.181818181818183
122,14,0,126.09027777777776,0.0,123.0,18.0,0.0,126.0,0.0,0.072992700729927,1159.0,41.0,0.0
123,14,1,91.63888888888889,1.0,83.0,11.0,2.0,91.0,0.0,0.2558922558922559,1210.0,168.0,7.142857142857142
124,6,0,127.03472222222224,3.0,121.0,1.0,0.0,127.0,0.0,0.053763440860215,1173.0,35.0,0.0
125,9,0,155.13194444444446,2.0,151.0,19.0,1.0,155.0,0.0,0.0364372469635627,1136.0,23.0,0.0
126,5,0,90.36805555555556,4.0,82.0,1.0,0.0,90.0,0.0,0.2465753424657534,1207.0,160.0,0.0
127,11,2,80.95833333333333,1.0,75.72916666666667,8.0,2.0,80.0,0.0,0.0836363636363636,1158.0,67.0,18.181818181818183
128,10,0,157.13888888888889,2.0,150.55555555555554,19.0,0.0,157.0,0.0,0.0253623188405797,1162.0,17.0,0.0
129,6,0,122.63888888888889,2.0,118.44444444444444,6.0,0.0,122.0,0.0,0.0879120879120879,1163.0,47.0,0.0
130,9,0,135.48611111111111,0.0,127.0,9.0,0.0,135.0,0.0,0.0320284697508896,1163.0,14.0,0.0
131,9,0,94.61111111111111,0.0,88.0,12.0,0.0,94.0,0.0,0.2857142857142857,1230.0,176.0,0.0
132,5,0,95.625,3.0,90.0,6.0,1.0,95.0,0.0,0.2689873417721519,1236.0,173.0,0.0
133,19,2,90.71527777777776,2.0,87.0,16.0,0.0,90.0,0.0,0.2465753424657534,1193.0,158.0,10.526315789473683
134,10,2,123.15972222222224,0.0,118.25,10.0,0.0,123.0,0.0,0.0814814814814814,1155.0,41.0,20.0
135,8,4,80.63194444444444,3.0,75.0625,18.0,1.0,80.0,0.0,0.0836363636363636,1161.0,65.0,50.0
136,6,1,91.63888888888889,0.0,88.04166666666667,9.0,1.0,91.0,0.0,0.2558922558922559,1218.0,168.0,16.666666666666664
137,14,3,180.34027777777777,2.0,174.0,17.0,0.0,180.0,0.0,0.0222222222222222,1101.0,8.0,21.428571428571427
138,5,0,104.07638888888889,2.0,102.0,6.0,0.0,104.0,0.0,0.2334494773519163,1202.0,140.0,0.0
139,18,0,108.25,1.0,103.25,24.0,2.0,108.0,0.0,0.2061855670103092,1188.0,109.0,0.0
140,9,0,82.88194444444444,2.0,78.0,1.0,0.0,82.0,0.0,0.0974729241877256,1170.0,90.0,0.0
141,8,0,101.90277777777776,12.0,98.0,4.0,0.0,101.0,0.0,0.231833910034602,1201.0,140.0,0.0
142,12,0,92.08333333333331,0.0,85.0,13.0,0.0,92.0,0.0,0.2662337662337662,1222.0,176.0,0.0
143,11,0,148.30555555555554,2.0,144.61111111111111,10.0,0.0,148.0,0.0,0.0443548387096774,1135.0,29.0,0.0
