,susceptible,exposed,mild,severe,recovered,asymptomatic
0,204.0,0.0,0.0,0.0,0.0,0.0
1,204.0,0.0,0.0,0.0,0.0,0.0
2,204.0,0.0,0.0,0.0,0.0,0.0
3,204.0,0.0,0.0,0.0,0.0,0.0
4,204.0,0.0,0.0,0.0,0.0,0.0
5,204.0,0.0,0.0,0.0,0.0,0.0
6,204.0,0.0,0.0,0.0,0.0,0.0
7,204.0,0.0,0.0,0.0,0.0,0.0
8,204.0,0.0,0.0,0.0,0.0,0.0
9,204.0,0.0,0.0,0.0,0.0,0.0
10,204.0,0.0,0.0,0.0,0.0,0.0
11,204.0,0.0,0.0,0.0,0.0,0.0
12,204.0,0.0,0.0,0.0,0.0,0.0
13,204.0,0.0,0.0,0.0,0.0,0.0
14,204.0,0.0,0.0,0.0,0.0,0.0
15,204.0,0.0,0.0,0.0,0.0,0.0
16,204.0,0.0,0.0,0.0,0.0,0.0
17,204.0,0.0,0.0,0.0,0.0,0.0
18,204.0,0.0,0.0,0.0,0.0,0.0
19,204.0,0.0,0.0,0.0,0.0,0.0
20,204.0,0.0,0.0,0.0,0.0,0.0
21,204.0,0.0,0.0,0.0,0.0,0.0
22,204.0,0.0,0.0,0.0,0.0,0.0
23,204.0,0.0,0.0,0.0,0.0,0.0
24,204.0,0.0,0.0,0.0,0.0,0.0
25,204.0,0.0,0.0,0.0,0.0,0.0
26,204.0,0.0,0.0,0.0,0.0,0.0
27,204.0,0.0,0.0,0.0,0.0,0.0
28,204.0,0.0,0.0,0.0,0.0,0.0
29,204.0,0.0,0.0,0.0,0.0,0.0
30,204.0,0.0,0.0,0.0,0.0,0.0
31,204.0,0.0,0.0,0.0,0.0,0.0
32,204.0,0.0,0.0,0.0,0.0,0.0
33,204.0,0.0,0.0,0.0,0.0,0.0
34,204.0,0.0,0.0,0.0,0.0,0.0
35,204.0,0.0,0.0,0.0,0.0,0.0
36,204.0,0.0,0.0,0.0,0.0,0.0
37,204.0,0.0,0.0,0.0,0.0,0.0
38,204.0,0.0,0.0,0.0,0.0,0.0
39,204.0,0.0,0.0,0.0,0.0,0.0
40,204.0,0.0,0.0,0.0,0.0,0.0
41,204.0,0.0,0.0,0.0,0.0,0.0
42,204.0,0.0,0.0,0.0,0.0,0.0
43,204.0,0.0,0.0,0.0,0.0,0.0
44,204.0,0.0,0.0,0.0,0.0,0.0
45,204.0,0.0,0.0,0.0,0.0,0.0
46,204.0,0.0,0.0,0.0,0.0,0.0
47,204.0,0.0,0.0,0.0,0.0,0.0
48,204.0,0.0,0.0,0.0,0.0,0.0
49,204.0,0.0,0.0,0.0,0.0,0.0
50,204.0,0.0,0.0,0.0,0.0,0.0
51,204.0,0.0,0.0,0.0,0.0,0.0
52,204.0,0.0,0.0,0.0,0.0,0.0
53,204.0,0.0,0.0,0.0,0.0,0.0
54,204.0,0.0,0.0,0.0,0.0,0.0
55,204.0,0.0,0.0,0.0,0.0,0.0
56,204.0,0.0,0.0,0.0,0.0,0.0
57,203.99,0.01,0.0,0.0,0.0,0.0
58,203.99,0.01,0.0,0.0,0.0,0.0
59,203.99,0.01,0.0,0.0,0.0,0.0
60,203.91,0.04,0.01,0.0,0.0,0.05
61,203.83,0.08,0.01,0.0,0.0,0.09
62,203.78,0.11,0.01,0.0,0.0,0.11
63,203.69,0.19,0.01,0.0,0.0,0.12
64,203.49,0.33,0.01,0.0,0.0,0.18
65,203.34,0.41,0.03,0.0,0.0,0.25
66,203.19,0.51,0.09,0.0,0.0,0.3
67,202.91,0.69,0.11,0.01,0.01,0.39
68,202.63,0.89,0.16,0.03,0.01,0.47
69,202.32,1.11,0.24,0.04,0.01,0.57
70,201.95,1.31,0.37,0.05,0.01,0.75
71,201.51,1.56,0.47,0.07,0.01,0.95
72,201.2,1.74,0.62,0.13,0.03,1.1
73,200.61,2.06,0.73,0.15,0.09,1.33
74,200.01,2.39,0.87,0.17,0.14,1.6
75,199.29,2.82,1.09,0.26,0.24,1.86
76,198.39,3.37,1.25,0.28,0.37,2.15
77,197.62,3.79,1.52,0.4,0.54,2.42
78,197.16,3.89,1.93,0.48,0.68,2.77
79,196.42,4.14,2.25,0.52,0.96,3.07
80,195.71,4.37,2.56,0.67,1.2,3.48
81,194.78,4.76,2.95,0.77,1.46,3.9
82,193.41,5.27,3.35,0.87,1.92,4.46
83,192.48,5.66,3.63,1.03,2.31,4.81
84,191.32,5.85,3.97,1.01,2.91,5.29
85,190.05,6.32,4.16,1.05,3.74,5.46
86,189.2,6.25,4.7,1.19,4.48,5.85
87,188.2,6.33,5.13,1.26,5.32,6.24
88,187.29,6.48,5.33,1.4,6.23,6.37
89,186.29,6.42,5.68,1.46,7.39,6.52
90,185.68,6.13,6.12,1.69,8.43,6.59
91,184.84,6.0,6.33,1.83,9.49,6.8
92,184.05,5.74,6.47,1.92,10.7,6.81
93,183.16,5.35,6.45,1.97,12.24,6.94
94,182.35,4.88,6.6,1.96,13.75,6.95
95,181.13,4.99,6.54,1.89,15.1,6.94
96,179.84,4.76,6.28,1.83,16.91,6.82
97,178.67,4.52,6.04,1.62,18.89,6.51
98,177.54,4.24,5.92,1.59,20.6,6.34
99,176.15,4.14,5.76,1.46,22.09,6.37
100,174.88,3.82,5.51,1.38,23.84,6.21
101,173.3,3.79,5.0,1.32,25.73,5.92
102,172.24,3.68,4.89,1.25,27.13,5.68
103,171.19,3.58,4.71,1.17,28.53,5.5
104,170.05,3.44,4.58,1.1,29.97,5.23
105,169.11,3.22,4.31,1.02,31.57,4.88
106,168.39,3.03,4.16,1.04,32.6,4.79
107,167.31,2.93,3.83,0.94,33.99,4.6
108,166.44,2.91,3.71,0.86,35.02,4.46
109,165.82,2.63,3.65,0.84,36.12,4.27
110,165.01,2.51,3.58,0.8,37.26,3.99
111,164.38,2.31,3.39,0.76,38.29,3.82
112,163.44,2.29,3.17,0.73,39.31,3.66
113,162.74,2.22,3.08,0.66,40.25,3.52
114,162.33,2.01,2.98,0.71,41.25,3.19
115,161.66,2.07,2.79,0.74,42.07,3.05
116,160.98,1.94,2.62,0.72,42.95,2.98
117,160.22,1.93,2.47,0.7,43.88,2.8
118,159.72,1.78,2.39,0.69,44.61,2.72
119,159.11,1.79,2.3,0.62,45.24,2.68
120,158.62,1.7,2.13,0.61,45.97,2.49
121,158.04,1.59,2.07,0.51,46.72,2.35
122,157.79,1.31,2.15,0.49,47.32,2.19
123,157.31,1.28,1.99,0.44,47.93,2.11
124,156.75,1.24,1.85,0.42,48.59,2.0
125,156.44,1.08,1.78,0.37,49.1,1.97
126,156.06,1.1,1.7,0.35,49.54,1.91
127,155.83,1.04,1.58,0.35,49.98,1.79
128,155.65,0.81,1.58,0.36,50.47,1.72
129,155.24,0.78,1.39,0.3,51.01,1.64
130,154.98,0.76,1.32,0.31,51.43,1.47
131,154.71,0.64,1.27,0.29,51.83,1.42
132,154.37,0.61,1.12,0.26,52.23,1.4
133,154.16,0.56,1.06,0.27,52.53,1.36
134,153.84,0.56,1.01,0.26,52.88,1.29
135,153.44,0.56,0.84,0.2,53.34,1.22
136,153.17,0.62,0.75,0.19,53.63,1.14
137,152.89,0.65,0.68,0.18,53.9,1.12
138,152.56,0.72,0.63,0.17,54.2,1.08
139,152.32,0.81,0.59,0.19,54.43,1.0
140,152.18,0.75,0.62,0.19,54.64,0.97
141,151.89,0.88,0.56,0.17,54.84,0.94
