,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,1.0
71,1.0
72,1.0
73,2.0
74,2.0
75,2.0
76,3.0
77,4.0
78,8.0
79,11.0
80,13.0
81,15.0
82,18.0
83,19.0
84,21.0
85,23.0
86,22.0
87,21.0
88,23.0
89,30.0
90,34.0
91,33.0
92,33.0
93,38.0
94,52.0
95,58.0
96,57.0
97,56.0
98,59.0
99,58.0
100,55.0
101,43.0
102,44.0
103,40.0
104,40.0
105,43.0
106,42.0
107,41.0
108,41.0
109,35.0
110,33.0
111,32.0
112,25.0
113,21.0
114,19.0
115,18.0
116,17.0
117,21.0
118,18.0
119,18.0
120,21.0
121,24.0
122,23.0
123,20.0
124,13.0
125,16.0
126,15.0
127,17.0
128,15.0
129,14.0
130,14.0
131,15.0
132,12.0
133,13.0
134,9.0
135,7.0
136,6.0
137,5.0
138,5.0
139,4.0
140,2.0
141,2.0
142,2.0
143,2.0
144,2.0
145,1.0
146,1.0
147,1.0
148,2.0
149,2.0
150,2.0
151,4.0
152,5.0
153,6.0
154,9.0
155,7.0
156,7.0
157,7.0
158,6.0
159,5.0
160,4.0
161,1.0
162,1.0
163,1.0
164,2.0
165,1.0
166,1.0
167,1.0
168,1.0
169,1.0
170,1.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,1.0
186,1.0
187,3.0
188,3.0
189,3.0
190,3.0
191,3.0
192,3.0
193,3.0
194,1.0
195,1.0
196,2.0
197,2.0
198,6.0
199,6.0
200,7.0
201,9.0
202,13.0
203,14.0
204,16.0
205,12.0
206,12.0
207,12.0
208,10.0
209,6.0
210,4.0
211,3.0
212,4.0
213,3.0
214,2.0
215,2.0
216,2.0
217,2.0
218,2.0
219,1.0
220,1.0
221,1.0
222,1.0
223,2.0
224,3.0
225,2.0
226,2.0
227,2.0
228,2.0
229,3.0
230,2.0
231,1.0
232,1.0
233,1.0
234,2.0
235,2.0
236,1.0
237,1.0
238,1.0
