,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,1.0
66,1.0
67,1.0
68,2.0
69,3.0
70,5.0
71,8.0
72,11.0
73,15.0
74,21.0
75,24.0
76,28.0
77,30.0
78,32.0
79,33.0
80,36.0
81,38.0
82,41.0
83,41.0
84,42.0
85,38.0
86,36.0
87,34.0
88,33.0
89,31.0
90,30.0
91,36.0
92,36.0
93,47.0
94,49.0
95,50.0
96,56.0
97,65.0
98,72.0
99,81.0
100,81.0
101,90.0
102,95.0
103,97.0
104,103.0
105,103.0
106,107.0
107,100.0
108,94.0
109,92.0
110,86.0
111,79.0
112,76.0
113,69.0
114,67.0
115,66.0
116,62.0
117,53.0
118,46.0
119,46.0
120,41.0
121,33.0
122,30.0
123,28.0
124,24.0
125,22.0
126,23.0
127,28.0
128,28.0
129,26.0
130,26.0
131,25.0
132,25.0
133,20.0
134,17.0
135,19.0
136,19.0
137,15.0
138,13.0
139,13.0
140,12.0
141,11.0
142,14.0
143,14.0
144,15.0
145,15.0
146,15.0
147,15.0
148,14.0
149,13.0
150,12.0
151,11.0
152,10.0
153,8.0
154,7.0
155,6.0
156,1.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,1.0
173,1.0
174,1.0
175,1.0
176,4.0
177,5.0
178,5.0
179,7.0
180,10.0
181,10.0
182,10.0
183,11.0
184,12.0
185,12.0
186,14.0
187,15.0
188,12.0
189,12.0
190,10.0
191,9.0
192,10.0
193,10.0
194,8.0
195,8.0
196,8.0
197,6.0
198,5.0
199,5.0
200,3.0
201,3.0
202,2.0
203,2.0
204,2.0
205,2.0
206,0.0
207,1.0
208,2.0
209,2.0
210,2.0
211,3.0
212,3.0
213,4.0
214,4.0
215,4.0
216,4.0
217,4.0
218,4.0
219,3.0
220,3.0
221,3.0
222,2.0
223,2.0
224,2.0
225,1.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,1.0
234,1.0
235,1.0
236,1.0
237,1.0
238,1.0
