,peak transmission
0,11.0
1,11.0
2,13.0
3,9.0
4,12.0
5,10.0
6,16.0
7,14.0
8,12.0
9,14.0
10,12.0
11,16.0
12,13.0
13,6.0
14,9.0
15,13.0
16,12.0
17,7.0
18,8.0
19,10.0
20,10.0
21,9.0
22,10.0
23,11.0
24,13.0
25,9.0
26,13.0
27,11.0
28,12.0
29,11.0
30,12.0
31,9.0
32,10.0
33,9.0
34,11.0
35,15.0
36,10.0
37,11.0
38,14.0
39,10.0
40,15.0
41,13.0
42,15.0
43,11.0
44,7.0
45,10.0
46,10.0
47,10.0
48,11.0
49,12.0
50,10.0
51,8.0
52,12.0
53,9.0
54,15.0
55,13.0
56,14.0
57,13.0
58,10.0
59,11.0
60,11.0
61,8.0
62,7.0
63,11.0
64,9.0
65,13.0
66,8.0
67,10.0
68,17.0
69,13.0
70,15.0
71,13.0
72,11.0
73,12.0
74,9.0
75,10.0
76,15.0
77,15.0
78,11.0
79,11.0
80,8.0
81,9.0
82,13.0
83,10.0
84,10.0
85,9.0
86,13.0
87,11.0
88,11.0
89,11.0
90,10.0
91,14.0
92,10.0
93,11.0
94,12.0
95,13.0
96,8.0
97,11.0
98,12.0
99,12.0
