,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_nrow,total_counts
0,0.4489795918367347,0.4642857142857143,0.7208121827411168,0.5581395348837209,132.0,13.0,322,142.0,48.0,283,335.0
1,0.5386996904024768,0.5813953488372093,0.8642533936651584,0.39285714285714285,174.0,25.0,366,191.0,44.0,333,434.0
2,0.6142857142857143,0.39215686274509803,0.8036363636363636,0.42857142857142855,215.0,20.0,401,221.0,51.0,394,507.0
3,0.49514563106796117,0.3404255319148936,0.8903508771929824,0.34579439252336447,153.0,16.0,356,203.0,37.0,335,409.0
4,0.5534246575342465,0.3191489361702128,0.9573643410852714,0.33070866141732286,202.0,15.0,412,247.0,42.0,385,506.0
5,0.5806451612903226,0.5625,0.8481481481481481,0.368,198.0,27.0,389,229.0,46.0,395,500.0
6,0.7007672634271099,0.41379310344827586,0.8676470588235294,0.36153846153846153,274.0,24.0,449,295.0,47.0,470,640.0
7,0.6410891089108911,0.39622641509433965,0.946843853820598,0.4236111111111111,259.0,21.0,457,285.0,61.0,445,626.0
8,0.5779036827195467,0.2619047619047619,0.9227799227799228,0.4205607476635514,204.0,11.0,395,239.0,45.0,366,499.0
9,0.5578947368421052,0.5555555555555556,0.927536231884058,0.4,212.0,25.0,425,256.0,52.0,406,545.0
10,0.6022099447513812,0.40816326530612246,0.8586572438162544,0.36752136752136755,218.0,20.0,411,243.0,43.0,400,524.0
11,0.6587301587301587,0.34,0.865979381443299,0.36363636363636365,249.0,17.0,428,252.0,52.0,434,570.0
12,0.5593667546174143,0.3829787234042553,0.8850174216027874,0.4715447154471545,212.0,18.0,426,254.0,58.0,410,542.0
13,0.5348837209302325,0.35714285714285715,0.7289719626168224,0.37,161.0,10.0,329,156.0,37.0,314,364.0
14,0.4872611464968153,0.3888888888888889,0.851528384279476,0.34444444444444444,153.0,14.0,350,195.0,31.0,319,393.0
15,0.6077844311377245,0.35,0.7969924812030075,0.38461538461538464,203.0,14.0,374,212.0,45.0,383,474.0
16,0.5828571428571429,0.4262295081967213,0.8945454545454545,0.4424778761061947,204.0,26.0,411,246.0,50.0,388,526.0
17,0.5426829268292683,0.47619047619047616,0.805668016194332,0.48623853211009177,178.0,20.0,370,199.0,53.0,356,450.0
18,0.6338028169014085,0.12903225806451613,0.776173285198556,0.4827586206896552,225.0,4.0,386,215.0,56.0,393,500.0
19,0.5620437956204379,0.5675675675675675,0.6164383561643836,0.3939393939393939,154.0,21.0,311,135.0,39.0,318,349.0
20,0.45874587458745875,0.48484848484848486,0.8291457286432161,0.35294117647058826,139.0,16.0,336,165.0,36.0,301,356.0
21,0.6106442577030813,0.5116279069767442,0.8076923076923077,0.4032258064516129,218.0,22.0,400,231.0,50.0,410,521.0
22,0.663013698630137,0.32608695652173914,0.7692307692307693,0.4435483870967742,242.0,15.0,411,230.0,55.0,423,542.0
23,0.5796703296703297,0.5306122448979592,0.9343629343629344,0.3548387096774194,211.0,26.0,413,242.0,44.0,383,523.0
24,0.5368098159509203,0.4074074074074074,0.8908296943231441,0.4666666666666667,175.0,22.0,380,204.0,56.0,349,457.0
25,0.506578947368421,0.2894736842105263,0.7380952380952381,0.5051546391752577,154.0,11.0,342,155.0,49.0,307,369.0
26,0.6352040816326531,0.5319148936170213,0.8167701863354038,0.48091603053435117,249.0,25.0,439,263.0,63.0,453,600.0
27,0.5180722891566265,0.5434782608695652,0.890295358649789,0.368,172.0,25.0,378,211.0,46.0,362,454.0
28,0.5377049180327869,0.4722222222222222,0.8226600985221675,0.34,164.0,17.0,341,167.0,34.0,303,382.0
29,0.608955223880597,0.4,0.8842975206611571,0.2781954887218045,204.0,16.0,375,214.0,37.0,375,471.0
30,0.5319767441860465,0.625,0.842741935483871,0.4672131147540984,183.0,25.0,384,209.0,57.0,370,474.0
31,0.5279503105590062,0.38461538461538464,0.8767123287671232,0.34285714285714286,170.0,15.0,361,192.0,36.0,324,413.0
32,0.5727272727272728,0.37777777777777777,0.8192771084337349,0.3888888888888889,189.0,17.0,375,204.0,49.0,375,459.0
33,0.4756944444444444,0.35714285714285715,0.755,0.3076923076923077,137.0,10.0,316,151.0,28.0,291,326.0
34,0.6189111747851003,0.4772727272727273,0.8597785977859779,0.3769230769230769,216.0,21.0,393,233.0,49.0,401,519.0
35,0.5519287833827893,0.40476190476190477,0.9076305220883534,0.30973451327433627,186.0,17.0,379,226.0,35.0,362,464.0
36,0.5068493150684932,0.225,0.7876106194690266,0.36633663366336633,148.0,9.0,332,178.0,37.0,327,372.0
37,0.48253968253968255,0.5,0.8376068376068376,0.36363636363636365,152.0,20.0,355,196.0,36.0,333,404.0
38,0.6,0.27906976744186046,0.7791666666666667,0.4188034188034188,186.0,12.0,353,187.0,49.0,357,434.0
39,0.6026666666666667,0.4117647058823529,0.8146853146853147,0.4492753623188406,226.0,14.0,409,233.0,62.0,424,535.0
40,0.6089108910891089,0.3387096774193548,1.03125,0.40714285714285714,246.0,21.0,466,297.0,57.0,428,621.0
41,0.6163366336633663,0.5,0.889261744966443,0.496,249.0,21.0,446,265.0,62.0,423,597.0
42,0.6428571428571429,0.3333333333333333,0.8963210702341137,0.40458015267175573,243.0,16.0,426,268.0,53.0,430,580.0
43,0.5548961424332344,0.3673469387755102,0.8228782287822878,0.45918367346938777,187.0,18.0,386,223.0,45.0,369,473.0
44,0.6026058631921825,0.29411764705882354,0.7405857740585774,0.36036036036036034,185.0,10.0,341,177.0,40.0,350,412.0
45,0.5777126099706745,0.4418604651162791,0.8410852713178295,0.4166666666666667,197.0,19.0,384,217.0,45.0,366,478.0
46,0.5475409836065573,0.4,0.7675438596491229,0.4380952380952381,167.0,18.0,350,175.0,46.0,333,406.0
47,0.5496894409937888,0.38461538461538464,0.8645418326693227,0.3125,177.0,15.0,361,217.0,35.0,363,444.0
48,0.525679758308157,0.5106382978723404,0.908,0.43434343434343436,174.0,24.0,378,227.0,43.0,349,468.0
49,0.5514285714285714,0.423728813559322,0.9267399267399268,0.40186915887850466,193.0,25.0,409,253.0,43.0,380,514.0
50,0.5961538461538461,0.21875,0.8773946360153256,0.47107438016528924,217.0,7.0,396,229.0,57.0,382,510.0
51,0.5263157894736842,0.5609756097560976,0.8009049773755657,0.3076923076923077,160.0,23.0,345,177.0,28.0,312,388.0
52,0.6256830601092896,0.4230769230769231,0.935361216730038,0.373015873015873,229.0,22.0,418,246.0,47.0,389,544.0
53,0.5977653631284916,0.38,0.8566433566433567,0.4956521739130435,214.0,19.0,408,245.0,57.0,401,535.0
54,0.5910290237467019,0.5370370370370371,0.9218241042345277,0.3181818181818182,224.0,29.0,433,283.0,35.0,417,571.0
55,0.6047745358090185,0.26666666666666666,0.8788927335640139,0.4846153846153846,228.0,16.0,437,254.0,63.0,419,561.0
56,0.5013698630136987,0.3469387755102041,0.978494623655914,0.3942307692307692,183.0,17.0,414,273.0,41.0,383,514.0
57,0.4783950617283951,0.4897959183673469,0.831275720164609,0.449438202247191,155.0,24.0,373,202.0,40.0,332,421.0
58,0.5758513931888545,0.4444444444444444,0.8264462809917356,0.3963963963963964,186.0,20.0,368,200.0,44.0,353,450.0
59,0.6549865229110512,0.4032258064516129,0.9104938271604939,0.31896551724137934,243.0,25.0,433,295.0,37.0,440,600.0
60,0.4882154882154882,0.2702702702702703,0.812807881773399,0.41836734693877553,145.0,10.0,334,165.0,41.0,301,361.0
61,0.46808510638297873,0.25,0.8275862068965517,0.30927835051546393,132.0,10.0,322,168.0,30.0,300,340.0
62,0.5258064516129032,0.38461538461538464,0.8034934497816594,0.449438202247191,163.0,15.0,349,184.0,40.0,318,402.0
63,0.5809018567639257,0.5087719298245614,0.9295302013422819,0.32142857142857145,219.0,29.0,434,277.0,45.0,438,570.0
64,0.5945945945945946,0.3333333333333333,0.8626760563380281,0.49137931034482757,220.0,17.0,421,245.0,57.0,400,539.0
