,peak transmission
0,10.0
1,12.0
2,13.0
3,11.0
4,12.0
5,13.0
6,16.0
7,12.0
8,9.0
9,8.0
10,10.0
11,8.0
12,8.0
13,11.0
14,13.0
15,11.0
16,14.0
17,14.0
18,12.0
19,10.0
20,7.0
21,6.0
22,11.0
23,10.0
24,14.0
25,12.0
26,8.0
27,15.0
28,12.0
29,9.0
30,8.0
31,11.0
32,11.0
33,15.0
34,12.0
35,11.0
36,11.0
37,11.0
38,11.0
39,11.0
40,12.0
41,10.0
42,11.0
43,12.0
44,13.0
45,10.0
46,10.0
47,11.0
48,10.0
49,11.0
50,11.0
51,11.0
52,9.0
53,10.0
54,13.0
55,14.0
56,11.0
57,10.0
58,8.0
59,10.0
60,10.0
61,8.0
62,15.0
63,7.0
64,10.0
65,19.0
66,9.0
67,9.0
68,11.0
69,12.0
70,9.0
71,8.0
72,10.0
73,12.0
74,9.0
75,12.0
76,13.0
77,12.0
78,10.0
79,13.0
80,10.0
81,10.0
82,14.0
83,16.0
84,9.0
85,13.0
86,14.0
87,13.0
88,11.0
89,9.0
90,7.0
91,13.0
92,18.0
93,8.0
94,9.0
95,11.0
96,8.0
97,9.0
98,13.0
99,10.0
