,peak transmission
0,11.0
1,11.0
2,15.0
3,17.0
4,12.0
5,11.0
6,12.0
7,13.0
8,15.0
9,8.0
10,10.0
11,9.0
12,12.0
13,11.0
14,18.0
15,14.0
16,15.0
17,12.0
18,12.0
19,12.0
20,8.0
21,8.0
22,15.0
23,13.0
24,10.0
25,17.0
26,10.0
27,19.0
28,12.0
29,11.0
30,12.0
31,12.0
32,13.0
33,13.0
34,13.0
35,14.0
36,17.0
37,14.0
38,15.0
39,18.0
40,12.0
41,12.0
42,12.0
43,16.0
44,19.0
45,10.0
46,11.0
47,16.0
48,13.0
49,13.0
50,13.0
51,13.0
52,10.0
53,9.0
54,12.0
55,20.0
56,16.0
57,12.0
58,10.0
59,10.0
60,15.0
61,9.0
62,16.0
63,8.0
64,9.0
65,24.0
66,9.0
67,8.0
68,15.0
69,19.0
70,9.0
71,11.0
72,14.0
73,19.0
74,8.0
75,12.0
76,16.0
77,14.0
78,11.0
79,12.0
80,14.0
81,11.0
82,16.0
83,17.0
84,14.0
85,15.0
86,13.0
87,17.0
88,11.0
89,10.0
90,11.0
91,12.0
92,17.0
93,12.0
94,11.0
95,10.0
96,11.0
97,13.0
98,15.0
99,13.0
