,susceptible_mean,exposed_mean,mild_mean,severe_mean,recovered_mean,asymptomatic_mean,symptomatic_mean,susceptible_ci_lower,exposed_ci_lower,mild_ci_lower,severe_ci_lower,recovered_ci_lower,asymptomatic_ci_lower,symptomatic_ci_lower,susceptible_ci_upper,exposed_ci_upper,mild_ci_upper,severe_ci_upper,recovered_ci_upper,asymptomatic_ci_upper,symptomatic_ci_upper
0,216.45,0.0,0.0,0.0,0.0,0.0,0.0,204.475,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0
1,215.62,0.0,0.0,0.0,0.0,0.0,0.0,192.475,0.0,0.0,0.0,0.0,0.0,0.0,233.04999999999998,0.0,0.0,0.0,0.0,0.0,0.0
2,217.75,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,240.04999999999998,0.0,0.0,0.0,0.0,0.0,0.0
3,219.78,0.0,0.0,0.0,0.0,0.0,0.0,194.475,0.0,0.0,0.0,0.0,0.0,0.0,243.04999999999998,0.0,0.0,0.0,0.0,0.0,0.0
4,222.37,0.0,0.0,0.0,0.0,0.0,0.0,194.475,0.0,0.0,0.0,0.0,0.0,0.0,244.575,0.0,0.0,0.0,0.0,0.0,0.0
5,224.98,0.0,0.0,0.0,0.0,0.0,0.0,197.85,0.0,0.0,0.0,0.0,0.0,0.0,251.04999999999998,0.0,0.0,0.0,0.0,0.0,0.0
6,226.85,0.0,0.0,0.0,0.0,0.0,0.0,201.8,0.0,0.0,0.0,0.0,0.0,0.0,252.575,0.0,0.0,0.0,0.0,0.0,0.0
7,227.8,0.0,0.0,0.0,0.0,0.0,0.0,206.475,0.0,0.0,0.0,0.0,0.0,0.0,257.575,0.0,0.0,0.0,0.0,0.0,0.0
8,229.17,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,258.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0
9,230.9,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,261.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0
10,232.13,0.0,0.0,0.0,0.0,0.0,0.0,210.475,0.0,0.0,0.0,0.0,0.0,0.0,261.525,0.0,0.0,0.0,0.0,0.0,0.0
11,231.87,0.0,0.0,0.0,0.0,0.0,0.0,202.425,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0
12,230.9,0.0,0.0,0.0,0.0,0.0,0.0,202.85,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0
13,230.67,0.0,0.0,0.0,0.0,0.0,0.0,198.425,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0
14,231.65,0.0,0.0,0.0,0.0,0.0,0.0,204.475,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0
15,231.57,0.0,0.0,0.0,0.0,0.0,0.0,205.95,0.0,0.0,0.0,0.0,0.0,0.0,262.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0
16,233.52,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,259.575,0.0,0.0,0.0,0.0,0.0,0.0
17,233.67,0.0,0.0,0.0,0.0,0.0,0.0,209.475,0.0,0.0,0.0,0.0,0.0,0.0,261.04999999999995,0.0,0.0,0.0,0.0,0.0,0.0
18,232.63,0.0,0.0,0.0,0.0,0.0,0.0,203.425,0.0,0.0,0.0,0.0,0.0,0.0,262.575,0.0,0.0,0.0,0.0,0.0,0.0
19,234.91,0.0,0.0,0.0,0.0,0.0,0.0,211.95,0.0,0.0,0.0,0.0,0.0,0.0,266.525,0.0,0.0,0.0,0.0,0.0,0.0
20,234.45,0.0,0.0,0.0,0.0,0.0,0.0,210.95,0.0,0.0,0.0,0.0,0.0,0.0,264.525,0.0,0.0,0.0,0.0,0.0,0.0
21,234.55,0.0,0.0,0.0,0.0,0.0,0.0,208.95,0.0,0.0,0.0,0.0,0.0,0.0,260.62499999999994,0.0,0.0,0.0,0.0,0.0,0.0
22,234.87,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,262.19999999999993,0.0,0.0,0.0,0.0,0.0,0.0
23,234.43,0.0,0.0,0.0,0.0,0.0,0.0,208.475,0.0,0.0,0.0,0.0,0.0,0.0,265.525,0.0,0.0,0.0,0.0,0.0,0.0
24,233.76,0.0,0.0,0.0,0.0,0.0,0.0,201.95,0.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0
25,233.09,0.0,0.0,0.0,0.0,0.0,0.0,201.425,0.0,0.0,0.0,0.0,0.0,0.0,255.52499999999998,0.0,0.0,0.0,0.0,0.0,0.0
26,232.13,0.0,0.0,0.0,0.0,0.0,0.0,199.85,0.0,0.0,0.0,0.0,0.0,0.0,261.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0
27,231.64,0.0,0.0,0.0,0.0,0.0,0.0,203.475,0.0,0.0,0.0,0.0,0.0,0.0,265.7749999999999,0.0,0.0,0.0,0.0,0.0,0.0
28,234.08,0.0,0.0,0.0,0.0,0.0,0.0,209.475,0.0,0.0,0.0,0.0,0.0,0.0,265.525,0.0,0.0,0.0,0.0,0.0,0.0
29,234.75,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,264.575,0.0,0.0,0.0,0.0,0.0,0.0
30,234.9,0.0,0.0,0.0,0.0,0.0,0.0,210.475,0.0,0.0,0.0,0.0,0.0,0.0,269.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0
31,234.59,0.0,0.0,0.0,0.0,0.0,0.0,207.95,0.0,0.0,0.0,0.0,0.0,0.0,268.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0
32,232.44,0.0,0.0,0.0,0.0,0.0,0.0,201.425,0.0,0.0,0.0,0.0,0.0,0.0,263.04999999999995,0.0,0.0,0.0,0.0,0.0,0.0
33,231.91,0.0,0.0,0.0,0.0,0.0,0.0,204.375,0.0,0.0,0.0,0.0,0.0,0.0,254.52499999999998,0.0,0.0,0.0,0.0,0.0,0.0
34,232.04,0.0,0.0,0.0,0.0,0.0,0.0,206.95,0.0,0.0,0.0,0.0,0.0,0.0,255.14999999999995,0.0,0.0,0.0,0.0,0.0,0.0
35,232.94,0.0,0.0,0.0,0.0,0.0,0.0,209.475,0.0,0.0,0.0,0.0,0.0,0.0,262.525,0.0,0.0,0.0,0.0,0.0,0.0
36,232.69,0.0,0.0,0.0,0.0,0.0,0.0,211.475,0.0,0.0,0.0,0.0,0.0,0.0,262.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0
37,231.76,0.0,0.0,0.0,0.0,0.0,0.0,203.375,0.0,0.0,0.0,0.0,0.0,0.0,259.575,0.0,0.0,0.0,0.0,0.0,0.0
38,233.5,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0
39,235.05,0.0,0.0,0.0,0.0,0.0,0.0,208.425,0.0,0.0,0.0,0.0,0.0,0.0,259.525,0.0,0.0,0.0,0.0,0.0,0.0
40,234.22,0.0,0.0,0.0,0.0,0.0,0.0,206.475,0.0,0.0,0.0,0.0,0.0,0.0,261.525,0.0,0.0,0.0,0.0,0.0,0.0
41,233.91,0.0,0.0,0.0,0.0,0.0,0.0,208.425,0.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0
42,233.31,0.0,0.0,0.0,0.0,0.0,0.0,203.9,0.0,0.0,0.0,0.0,0.0,0.0,257.525,0.0,0.0,0.0,0.0,0.0,0.0
43,232.53,0.0,0.0,0.0,0.0,0.0,0.0,203.475,0.0,0.0,0.0,0.0,0.0,0.0,258.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0
44,233.0,0.0,0.0,0.0,0.0,0.0,0.0,208.425,0.0,0.0,0.0,0.0,0.0,0.0,258.04999999999995,0.0,0.0,0.0,0.0,0.0,0.0
45,233.01,0.0,0.0,0.0,0.0,0.0,0.0,205.95,0.0,0.0,0.0,0.0,0.0,0.0,260.04999999999995,0.0,0.0,0.0,0.0,0.0,0.0
46,233.14,0.0,0.0,0.0,0.0,0.0,0.0,204.425,0.0,0.0,0.0,0.0,0.0,0.0,265.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0
