,peak transmission
0,14.0
1,11.0
2,16.0
3,19.0
4,15.0
5,20.0
6,11.0
7,17.0
8,9.0
9,13.0
10,13.0
11,10.0
12,13.0
13,10.0
14,16.0
15,8.0
16,16.0
17,11.0
18,16.0
19,9.0
20,13.0
21,16.0
22,11.0
23,13.0
24,18.0
25,17.0
26,13.0
27,12.0
28,18.0
29,9.0
30,14.0
31,10.0
32,14.0
33,10.0
34,11.0
35,11.0
36,20.0
37,14.0
38,13.0
39,13.0
40,12.0
41,16.0
42,17.0
43,10.0
44,10.0
45,8.0
46,25.0
47,16.0
48,13.0
49,13.0
50,17.0
51,10.0
52,12.0
53,10.0
54,15.0
55,15.0
56,15.0
57,19.0
58,17.0
59,10.0
60,14.0
61,13.0
62,11.0
63,12.0
64,23.0
65,18.0
66,10.0
67,9.0
68,12.0
69,13.0
70,9.0
71,17.0
72,12.0
73,12.0
74,14.0
75,9.0
76,13.0
77,11.0
78,15.0
79,15.0
80,15.0
81,19.0
82,7.0
83,12.0
84,12.0
85,13.0
86,11.0
87,13.0
88,9.0
89,14.0
90,12.0
91,13.0
92,11.0
93,9.0
94,16.0
95,17.0
96,14.0
97,12.0
98,14.0
99,12.0
