,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,1.0
71,2.0
72,2.0
73,8.0
74,11.0
75,11.0
76,12.0
77,14.0
78,22.0
79,28.0
80,31.0
81,35.0
82,44.0
83,51.0
84,50.0
85,52.0
86,51.0
87,51.0
88,52.0
89,54.0
90,53.0
91,54.0
92,56.0
93,50.0
94,47.0
95,49.0
96,51.0
97,60.0
98,72.0
99,75.0
100,82.0
101,93.0
102,96.0
103,100.0
104,107.0
105,109.0
106,102.0
107,102.0
108,98.0
109,100.0
110,99.0
111,96.0
112,89.0
113,80.0
114,78.0
115,68.0
116,58.0
117,52.0
118,55.0
119,48.0
120,49.0
121,45.0
122,45.0
123,45.0
124,41.0
125,38.0
126,34.0
127,34.0
128,28.0
129,26.0
130,22.0
131,25.0
132,24.0
133,23.0
134,21.0
135,19.0
136,19.0
137,18.0
138,17.0
139,17.0
140,17.0
141,17.0
142,15.0
143,12.0
144,11.0
145,9.0
146,7.0
147,7.0
148,6.0
149,6.0
150,5.0
151,5.0
152,5.0
153,2.0
154,2.0
155,1.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,1.0
170,1.0
171,2.0
172,2.0
173,3.0
174,3.0
175,3.0
176,3.0
177,4.0
178,6.0
179,5.0
180,6.0
181,6.0
182,6.0
183,6.0
184,6.0
185,2.0
186,2.0
187,2.0
188,2.0
189,2.0
190,2.0
191,2.0
192,1.0
193,1.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,2.0
215,2.0
216,4.0
217,4.0
218,4.0
219,5.0
220,5.0
221,5.0
222,5.0
223,5.0
224,4.0
225,3.0
226,3.0
227,3.0
228,3.0
229,2.0
230,1.0
231,1.0
232,1.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
