,infect_symptomatic,infect_asymptomatic,trans_counts_to_pat,trans_counts_to_hcw
0,,0,0,0
1,0,,0,0
2,3,,2,1
3,,1,0,1
4,1,,0,1
5,1,,1,0
6,1,,1,0
7,,1,1,0
8,1,,0,1
9,0,,0,0
10,3,,2,1
11,,2,2,0
12,,2,2,0
13,0,,0,0
14,0,,0,0
15,2,,2,0
16,,0,0,0
17,,0,0,0
18,0,,0,0
19,,1,0,1
20,0,,0,0
21,1,,0,1
22,,1,1,0
23,,0,0,0
24,,0,0,0
25,2,,0,2
26,1,,1,0
27,1,,1,0
28,0,,0,0
29,1,,1,0
30,0,,0,0
31,,0,0,0
32,,0,0,0
33,,0,0,0
34,,1,1,0
35,0,,0,0
36,2,,2,0
37,,0,0,0
38,2,,1,1
39,2,,1,1
40,,0,0,0
41,1,,0,1
42,,0,0,0
43,1,,1,0
44,0,,0,0
45,1,,1,0
46,0,,0,0
47,0,,0,0
48,0,,0,0
49,1,,1,0
50,,0,0,0
51,2,,2,0
52,,1,1,0
53,0,,0,0
54,0,,0,0
55,0,,0,0
56,0,,0,0
57,1,,1,0
58,,1,1,0
59,1,,1,0
60,,0,0,0
61,,3,3,0
62,1,,1,0
63,0,,0,0
64,0,,0,0
65,,0,0,0
66,,0,0,0
67,0,,0,0
68,0,,0,0
69,1,,1,0
70,1,,1,0
71,1,,1,0
72,,0,0,0
73,0,,0,0
74,0,,0,0
75,1,,1,0
76,,2,2,0
77,3,,3,0
78,,3,3,0
79,,1,1,0
80,0,,0,0
81,0,,0,0
82,,0,0,0
83,0,,0,0
84,0,,0,0
85,,0,0,0
86,0,,0,0
87,0,,0,0
88,0,,0,0
89,0,,0,0
90,,0,0,0
91,,0,0,0
92,,1,1,0
93,,0,0,0
94,0,,0,0
95,,1,1,0
96,,3,2,1
97,0,,0,0
98,,1,1,0
99,0,,0,0
100,1,,0,1
101,0,,0,0
102,,0,0,0
103,0,,0,0
104,,1,1,0
105,,0,0,0
106,2,,1,1
107,,0,0,0
108,0,,0,0
109,,0,0,0
110,,0,0,0
111,,0,0,0
112,0,,0,0
113,,1,1,0
114,,0,0,0
115,3,,3,0
116,,1,1,0
117,,3,2,1
118,,2,2,0
119,,0,0,0
120,,1,1,0
121,,0,0,0
122,0,,0,0
123,,1,1,0
124,0,,0,0
125,1,,1,0
126,,0,0,0
127,,2,2,0
128,0,,0,0
129,1,,1,0
130,1,,0,1
131,,0,0,0
132,1,,1,0
133,,2,2,0
134,0,,0,0
135,0,,0,0
136,,1,1,0
137,,0,0,0
138,0,,0,0
139,,0,0,0
140,1,,0,1
141,0,,0,0
142,,1,1,0
143,0,,0,0
144,,3,3,0
145,0,,0,0
146,1,,1,0
147,1,,1,0
148,0,,0,0
149,3,,2,1
150,,0,0,0
151,2,,2,0
152,0,,0,0
153,,0,0,0
154,0,,0,0
155,,0,0,0
156,,0,0,0
157,0,,0,0
158,1,,1,0
159,1,,0,1
160,,1,0,1
161,,1,1,0
162,0,,0,0
163,2,,1,1
164,0,,0,0
165,2,,2,0
166,0,,0,0
167,0,,0,0
168,,0,0,0
169,,1,1,0
170,,2,2,0
171,,0,0,0
172,,2,2,0
173,,0,0,0
174,0,,0,0
175,1,,0,1
176,0,,0,0
177,,0,0,0
178,0,,0,0
179,1,,0,1
180,1,,0,1
181,0,,0,0
182,,0,0,0
183,3,,3,0
184,,0,0,0
185,,0,0,0
186,0,,0,0
187,,1,1,0
188,0,,0,0
189,0,,0,0
190,0,,0,0
191,3,,3,0
192,3,,3,0
193,0,,0,0
194,0,,0,0
195,,0,0,0
196,,1,1,0
197,0,,0,0
198,2,,2,0
199,,0,0,0
200,0,,0,0
201,0,,0,0
202,,0,0,0
203,0,,0,0
