,peak transmission
0,24.0
1,22.0
2,19.0
3,17.0
4,17.0
5,15.0
6,14.0
7,18.0
8,18.0
9,19.0
10,15.0
11,15.0
12,21.0
13,17.0
14,18.0
15,17.0
16,11.0
17,15.0
18,14.0
19,20.0
20,17.0
21,20.0
22,15.0
23,19.0
24,18.0
25,17.0
26,17.0
27,18.0
28,26.0
29,24.0
30,18.0
31,18.0
32,19.0
33,13.0
34,18.0
35,18.0
36,17.0
37,15.0
38,15.0
39,17.0
40,14.0
41,18.0
42,18.0
43,18.0
44,17.0
45,22.0
46,18.0
47,20.0
48,17.0
49,24.0
50,16.0
51,15.0
52,19.0
53,19.0
54,14.0
55,17.0
56,18.0
57,19.0
58,11.0
59,17.0
60,19.0
61,17.0
62,17.0
63,24.0
64,16.0
65,14.0
66,16.0
67,16.0
68,18.0
69,18.0
70,22.0
71,17.0
72,17.0
73,20.0
74,11.0
75,12.0
76,14.0
77,12.0
78,14.0
79,15.0
80,19.0
81,19.0
82,19.0
83,13.0
84,18.0
85,9.0
86,21.0
87,21.0
88,15.0
89,20.0
90,17.0
91,18.0
92,18.0
93,13.0
94,18.0
95,11.0
96,16.0
97,8.0
98,18.0
99,15.0
