,Total_transmission,P-N_count,P-HC_count,N-P_count,N-HC_count,N-N_count,HC-P_count,HC-N_count,HC-HC_count,HCW_community_trans_count,Total_trans_non_covid_wards,Total_trans_covid_wards,Asympt_patient_admission_count,Exposed_patient_admission_count,Total_patients_admitted,Num_susceptible_patients,num_replacement_hcw,trans_counts_from_pre_symptomatic,trans_counts_from_symptomatic,trans_counts_from_assymptomatic,Trans_count_patients,P-N,P-HC,N-P,N-HC,N-N,HC-P,HC-N,HC-HC
0,484.0,143.0,49.0,175.0,15.0,29.0,61.0,9.0,3.0,124.0,468.0,16.0,2.0,4.0,9876.0,9712.0,260.0,411.0,9.0,64.0,236.0,29.545454545454547,10.12396694214876,36.15702479338843,3.0991735537190084,5.991735537190083,12.603305785123966,1.859504132231405,0.6198347107438017
1,389.0,123.0,43.0,142.0,8.0,23.0,48.0,1.0,1.0,129.0,376.0,13.0,0.0,2.0,10009.0,9849.0,226.0,340.0,7.0,42.0,190.0,31.619537275064268,11.053984575835475,36.50385604113111,2.056555269922879,5.912596401028278,12.339331619537274,0.2570694087403599,0.2570694087403599
2,493.0,153.0,53.0,175.0,13.0,24.0,58.0,13.0,4.0,125.0,471.0,22.0,3.0,5.0,9818.0,9652.0,267.0,414.0,9.0,70.0,233.0,31.03448275862069,10.75050709939148,35.496957403651116,2.636916835699797,4.8681541582150105,11.764705882352942,2.636916835699797,0.8113590263691683
3,487.0,151.0,43.0,180.0,10.0,24.0,63.0,12.0,4.0,140.0,471.0,16.0,0.0,4.0,9884.0,9722.0,266.0,408.0,8.0,71.0,243.0,31.006160164271048,8.829568788501026,36.96098562628337,2.0533880903490758,4.9281314168377826,12.936344969199178,2.4640657084188913,0.8213552361396304
4,387.0,115.0,36.0,145.0,17.0,13.0,48.0,11.0,2.0,137.0,372.0,15.0,0.0,4.0,10023.0,9861.0,211.0,313.0,6.0,68.0,193.0,29.71576227390181,9.30232558139535,37.46770025839793,4.392764857881137,3.359173126614987,12.4031007751938,2.842377260981912,0.5167958656330749
5,566.0,186.0,51.0,228.0,10.0,16.0,60.0,14.0,1.0,108.0,556.0,10.0,1.0,1.0,9950.0,9790.0,259.0,486.0,7.0,73.0,288.0,32.86219081272085,9.010600706713781,40.28268551236749,1.7667844522968197,2.8268551236749118,10.60070671378092,2.4734982332155475,0.17667844522968199
6,366.0,112.0,41.0,142.0,6.0,20.0,38.0,7.0,0.0,117.0,362.0,4.0,1.0,1.0,9849.0,9689.0,208.0,292.0,1.0,73.0,180.0,30.601092896174862,11.202185792349727,38.797814207650276,1.639344262295082,5.46448087431694,10.382513661202186,1.9125683060109289,0.0
7,411.0,131.0,44.0,156.0,10.0,16.0,47.0,6.0,1.0,106.0,402.0,9.0,0.0,2.0,9830.0,9670.0,189.0,330.0,6.0,75.0,203.0,31.873479318734795,10.70559610705596,37.956204379562045,2.4330900243309004,3.8929440389294405,11.435523114355231,1.4598540145985401,0.24330900243309003
8,423.0,120.0,43.0,157.0,12.0,19.0,60.0,9.0,3.0,118.0,412.0,11.0,2.0,1.0,10073.0,9912.0,220.0,359.0,5.0,59.0,217.0,28.368794326241133,10.16548463356974,37.11583924349882,2.8368794326241136,4.491725768321513,14.184397163120567,2.127659574468085,0.7092198581560284
9,471.0,140.0,65.0,156.0,9.0,14.0,77.0,8.0,2.0,112.0,462.0,9.0,0.0,1.0,9977.0,9818.0,231.0,412.0,6.0,53.0,233.0,29.723991507431,13.800424628450106,33.12101910828026,1.910828025477707,2.9723991507430996,16.348195329087048,1.6985138004246285,0.42462845010615713
10,471.0,153.0,49.0,200.0,8.0,14.0,40.0,6.0,1.0,132.0,457.0,14.0,0.0,2.0,9919.0,9759.0,239.0,393.0,11.0,67.0,240.0,32.48407643312102,10.40339702760085,42.46284501061571,1.6985138004246285,2.9723991507430996,8.492569002123142,1.2738853503184713,0.21231422505307856
11,433.0,120.0,46.0,158.0,7.0,26.0,57.0,16.0,3.0,111.0,416.0,17.0,0.0,4.0,9985.0,9823.0,215.0,341.0,8.0,84.0,215.0,27.71362586605081,10.623556581986143,36.48960739030023,1.6166281755196306,6.0046189376443415,13.163972286374134,3.695150115473441,0.6928406466512702
12,482.0,151.0,49.0,191.0,11.0,23.0,50.0,6.0,1.0,126.0,471.0,11.0,0.0,1.0,10084.0,9925.0,223.0,406.0,5.0,71.0,241.0,31.327800829875518,10.16597510373444,39.62655601659751,2.2821576763485476,4.771784232365145,10.37344398340249,1.2448132780082988,0.2074688796680498
13,443.0,129.0,46.0,168.0,10.0,25.0,55.0,8.0,2.0,125.0,432.0,11.0,1.0,1.0,9801.0,9641.0,245.0,376.0,9.0,58.0,223.0,29.119638826185103,10.383747178329571,37.92325056433408,2.2573363431151243,5.643340857787811,12.415349887133182,1.8058690744920993,0.45146726862302483
14,493.0,152.0,51.0,195.0,7.0,24.0,51.0,13.0,0.0,116.0,474.0,19.0,1.0,4.0,9938.0,9775.0,235.0,408.0,8.0,77.0,246.0,30.831643002028397,10.344827586206897,39.553752535496955,1.4198782961460445,4.8681541582150105,10.344827586206897,2.636916835699797,0.0
15,444.0,139.0,41.0,174.0,11.0,17.0,56.0,3.0,3.0,140.0,433.0,11.0,0.0,1.0,9980.0,9821.0,227.0,365.0,6.0,73.0,230.0,31.306306306306308,9.234234234234235,39.189189189189186,2.4774774774774775,3.828828828828829,12.612612612612613,0.6756756756756757,0.6756756756756757
16,540.0,177.0,62.0,185.0,12.0,24.0,71.0,7.0,2.0,140.0,519.0,21.0,1.0,3.0,9879.0,9717.0,290.0,440.0,12.0,88.0,256.0,32.77777777777778,11.481481481481481,34.25925925925926,2.2222222222222223,4.444444444444445,13.148148148148149,1.2962962962962963,0.37037037037037035
17,440.0,140.0,47.0,154.0,11.0,20.0,58.0,10.0,0.0,123.0,429.0,11.0,0.0,0.0,9697.0,9539.0,228.0,376.0,6.0,58.0,212.0,31.818181818181817,10.681818181818182,35.0,2.5,4.545454545454546,13.181818181818182,2.272727272727273,0.0
18,399.0,115.0,45.0,146.0,7.0,20.0,56.0,7.0,3.0,127.0,389.0,10.0,0.0,2.0,9785.0,9625.0,219.0,332.0,4.0,63.0,202.0,28.82205513784461,11.278195488721805,36.59147869674185,1.7543859649122806,5.012531328320802,14.035087719298245,1.7543859649122806,0.7518796992481203
19,513.0,160.0,51.0,198.0,4.0,33.0,57.0,9.0,1.0,139.0,498.0,15.0,0.0,5.0,10005.0,9842.0,286.0,444.0,8.0,61.0,255.0,31.189083820662766,9.941520467836257,38.59649122807018,0.7797270955165692,6.432748538011696,11.11111111111111,1.7543859649122806,0.1949317738791423
20,544.0,156.0,60.0,200.0,9.0,27.0,75.0,15.0,2.0,130.0,526.0,18.0,0.0,4.0,9877.0,9715.0,262.0,455.0,9.0,80.0,275.0,28.676470588235293,11.029411764705882,36.76470588235294,1.6544117647058822,4.963235294117647,13.786764705882353,2.7573529411764706,0.36764705882352944
21,381.0,118.0,40.0,151.0,7.0,16.0,40.0,8.0,1.0,140.0,366.0,15.0,0.0,5.0,9902.0,9739.0,218.0,316.0,8.0,57.0,191.0,30.971128608923884,10.498687664041995,39.63254593175853,1.837270341207349,4.199475065616798,10.498687664041995,2.099737532808399,0.26246719160104987
22,443.0,134.0,52.0,160.0,8.0,30.0,45.0,8.0,6.0,115.0,421.0,22.0,0.0,2.0,9941.0,9781.0,234.0,380.0,16.0,47.0,205.0,30.248306997742663,11.738148984198645,36.11738148984199,1.8058690744920993,6.772009029345372,10.15801354401806,1.8058690744920993,1.3544018058690745
23,490.0,150.0,50.0,188.0,8.0,29.0,56.0,8.0,1.0,120.0,480.0,10.0,0.0,3.0,9802.0,9641.0,238.0,417.0,4.0,69.0,244.0,30.612244897959183,10.204081632653061,38.36734693877551,1.6326530612244898,5.918367346938775,11.428571428571429,1.6326530612244898,0.20408163265306123
