,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,2.0
73,2.0
74,3.0
75,4.0
76,6.0
77,8.0
78,13.0
79,14.0
80,16.0
81,23.0
82,32.0
83,44.0
84,50.0
85,54.0
86,58.0
87,61.0
88,66.0
89,67.0
90,66.0
91,68.0
92,68.0
93,72.0
94,70.0
95,70.0
96,61.0
97,54.0
98,51.0
99,48.0
100,46.0
101,40.0
102,37.0
103,34.0
104,28.0
105,29.0
106,25.0
107,19.0
108,17.0
109,16.0
110,15.0
111,12.0
112,13.0
113,15.0
114,17.0
115,21.0
116,24.0
117,25.0
118,26.0
119,27.0
120,26.0
121,30.0
122,33.0
123,35.0
124,36.0
125,39.0
126,42.0
127,40.0
128,37.0
129,36.0
130,36.0
131,33.0
132,34.0
133,34.0
134,35.0
135,35.0
136,32.0
137,32.0
138,30.0
139,26.0
140,24.0
141,21.0
142,19.0
143,16.0
144,13.0
145,10.0
146,8.0
147,6.0
148,3.0
149,2.0
150,2.0
151,3.0
152,6.0
153,7.0
154,7.0
155,7.0
156,7.0
157,7.0
158,7.0
159,7.0
160,7.0
161,7.0
162,6.0
163,5.0
164,5.0
165,2.0
166,1.0
167,1.0
168,1.0
169,1.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,1.0
190,1.0
191,1.0
192,1.0
193,1.0
194,1.0
195,1.0
196,1.0
197,1.0
198,1.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,1.0
206,1.0
207,1.0
208,1.0
209,1.0
210,2.0
211,3.0
212,4.0
213,4.0
214,4.0
215,4.0
216,4.0
217,4.0
218,4.0
219,3.0
220,3.0
221,3.0
222,2.0
223,1.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,1.0
236,1.0
237,1.0
238,1.0
