,transmission_time,incubation_time,infection_time,disease_state
0,9112,227,8928,State.EXPOSED
1,9545,481,9360,State.EXPOSED
2,9640,427,9360,State.EXPOSED
3,9682,344,9360,State.EXPOSED
4,9881,566,9648,State.EXPOSED
5,10017,75,9640,State.EXPOSED
6,10024,423,9648,State.EXPOSED
7,10073,1455,9881,State.EXPOSED
8,10194,792,10073,State.EXPOSED
9,10424,800,10017,State.EXPOSED
10,10452,21,10080,State.EXPOSED
11,10513,473,10073,State.EXPOSED
12,10514,472,10073,State.EXPOSED
13,10614,,10194,State.ASYMPTOMATIC
14,10618,544,10514,State.EXPOSED
15,10637,,10194,State.ASYMPTOMATIC
16,10682,827,10368,State.EXPOSED
17,10731,795,10513,State.EXPOSED
18,10745,781,10513,State.EXPOSED
19,10770,41,10614,State.EXPOSED
20,10794,368,10514,State.EXPOSED
21,10794,17,10614,State.EXPOSED
22,10802,360,10514,State.EXPOSED
23,10809,700,10368,State.EXPOSED
24,10882,,10745,State.ASYMPTOMATIC
25,10937,589,10513,State.EXPOSED
26,10938,340,10618,State.EXPOSED
27,10947,508,10682,State.EXPOSED
28,10976,533,10368,State.EXPOSED
29,10985,300,10802,State.EXPOSED
30,10993,565,10731,State.EXPOSED
31,10999,559,10731,State.EXPOSED
32,11002,160,10514,State.EXPOSED
33,11048,547,10794,State.EXPOSED
34,11065,201,10794,State.EXPOSED
35,11072,105,10770,State.EXPOSED
36,11081,1180,10809,State.EXPOSED
37,11104,333,10947,State.EXPOSED
38,11121,114,10882,State.EXPOSED
39,11153,373,10513,State.EXPOSED
40,11154,,10745,State.ASYMPTOMATIC
41,11177,413,11002,State.EXPOSED
42,11185,1076,10809,State.EXPOSED
43,11224,587,11081,State.EXPOSED
44,11248,0,10868,State.MILD
45,11272,385,11088,State.EXPOSED
46,11368,,11185,State.ASYMPTOMATIC
47,11385,272,11088,State.EXPOSED
48,11393,1232,11104,State.EXPOSED
49,11416,241,11088,State.EXPOSED
