,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_to_hcw_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_to_pat_sum,hcw_to_hcw_sum,hcw_nrow,total_counts
0,0.36900369003690037,0.29411764705882354,0.7090909090909091,0.3026315789473684,100.0,5.0,105,288,117.0,23.0,125,15,241,245.0
1,0.3305084745762712,0.4444444444444444,0.6168831168831169,0.25,78.0,4.0,82,245,95.0,16.0,86,25,218,193.0
2,0.23853211009174313,0.2857142857142857,0.47058823529411764,0.2028985507246377,52.0,4.0,56,232,72.0,14.0,70,16,222,142.0
3,0.2145922746781116,0.5,0.5844155844155844,0.3142857142857143,50.0,12.0,62,257,90.0,22.0,93,19,224,174.0
4,0.28688524590163933,0.3333333333333333,0.68,0.40298507462686567,70.0,8.0,78,268,102.0,27.0,106,23,217,207.0
5,0.2982456140350877,0.3157894736842105,0.5194805194805194,0.3333333333333333,68.0,6.0,74,247,80.0,22.0,87,15,220,176.0
6,0.25,0.42105263157894735,0.6216216216216216,0.24193548387096775,58.0,8.0,66,251,92.0,15.0,93,14,210,173.0
7,0.3157894736842105,0.6785714285714286,0.7653631284916201,0.32894736842105265,84.0,19.0,103,294,137.0,25.0,133,29,255,265.0
8,0.17050691244239632,0.35,0.5460992907801419,0.3076923076923077,37.0,7.0,44,237,77.0,16.0,76,17,193,137.0
9,0.2754237288135593,0.8461538461538461,0.5657894736842105,0.25396825396825395,65.0,11.0,76,249,86.0,16.0,88,14,215,178.0
10,0.1895734597156398,0.6666666666666666,0.5035971223021583,0.2545454545454545,40.0,10.0,50,226,70.0,14.0,68,16,194,134.0
11,0.3233082706766917,0.375,0.7547169811320755,0.275,86.0,6.0,92,282,120.0,22.0,119,23,239,234.0
12,0.2857142857142857,0.23529411764705882,0.6025641025641025,0.21666666666666667,68.0,4.0,72,255,94.0,13.0,92,15,216,179.0
13,0.13917525773195877,0.5,0.3652173913043478,0.19298245614035087,27.0,6.0,33,206,42.0,11.0,45,8,172,86.0
14,0.2375,0.5652173913043478,0.5771428571428572,0.32926829268292684,57.0,13.0,70,263,101.0,27.0,101,27,257,198.0
15,0.24267782426778242,0.42857142857142855,0.6842105263157895,0.2537313432835821,58.0,6.0,64,253,91.0,17.0,94,14,200,172.0
16,0.19248826291079812,0.375,0.4647887323943662,0.2708333333333333,41.0,6.0,47,229,66.0,13.0,67,12,190,126.0
17,0.17535545023696683,0.29411764705882354,0.503448275862069,0.13725490196078433,37.0,5.0,42,228,73.0,7.0,68,12,196,122.0
