,infect_symptomatic,infect_asymptomatic,trans_counts_to_pat,trans_counts_to_hcw
0,0,,0,0
1,0,,0,0
2,,1,1,0
3,,1,1,0
4,1,,1,0
5,,0,0,0
6,,0,0,0
7,,0,0,0
8,,0,0,0
9,,0,0,0
10,,0,0,0
11,0,,0,0
12,1,,0,1
13,1,,1,0
14,,0,0,0
15,0,,0,0
16,1,,0,1
17,1,,1,0
18,,1,1,0
19,,1,1,0
20,2,,2,0
21,3,,3,0
22,,1,0,1
23,0,,0,0
24,,0,0,0
25,3,,2,1
26,1,,1,0
27,2,,2,0
28,0,,0,0
29,0,,0,0
30,0,,0,0
31,1,,1,0
32,,0,0,0
33,1,,1,0
34,1,,1,0
35,,0,0,0
36,0,,0,0
37,0,,0,0
38,2,,2,0
39,0,,0,0
40,3,,2,1
41,,0,0,0
42,0,,0,0
43,0,,0,0
44,0,,0,0
45,1,,1,0
46,0,,0,0
47,0,,0,0
48,,0,0,0
49,0,,0,0
50,,0,0,0
51,0,,0,0
52,0,,0,0
53,4,,3,1
54,1,,0,1
55,,1,1,0
56,0,,0,0
57,0,,0,0
58,0,,0,0
59,0,,0,0
60,0,,0,0
61,0,,0,0
62,,1,1,0
63,,1,1,0
64,,0,0,0
65,,0,0,0
66,1,,1,0
67,,0,0,0
68,2,,1,1
69,,1,1,0
70,,2,1,1
71,3,,2,1
72,1,,1,0
73,1,,1,0
74,,0,0,0
75,0,,0,0
76,0,,0,0
77,0,,0,0
78,0,,0,0
79,3,,3,0
80,1,,1,0
81,0,,0,0
82,1,,1,0
83,0,,0,0
84,,0,0,0
85,,0,0,0
86,0,,0,0
87,0,,0,0
88,0,,0,0
89,1,,1,0
90,1,,0,1
91,0,,0,0
92,2,,2,0
93,0,,0,0
94,2,,2,0
95,,0,0,0
96,1,,1,0
97,,3,2,1
98,0,,0,0
99,0,,0,0
100,,0,0,0
101,,2,2,0
102,1,,1,0
103,0,,0,0
104,,0,0,0
105,0,,0,0
106,1,,1,0
107,1,,1,0
108,1,,1,0
109,0,,0,0
110,1,,0,1
111,0,,0,0
112,0,,0,0
113,,0,0,0
114,0,,0,0
115,1,,1,0
116,0,,0,0
117,1,,1,0
118,1,,0,1
119,0,,0,0
120,2,,2,0
121,,0,0,0
122,0,,0,0
123,0,,0,0
124,1,,0,1
125,0,,0,0
126,0,,0,0
127,1,,1,0
128,,0,0,0
129,0,,0,0
130,2,,2,0
131,0,,0,0
132,0,,0,0
133,1,,1,0
134,,0,0,0
135,,1,0,1
136,,1,1,0
137,0,,0,0
138,1,,1,0
139,2,,2,0
140,0,,0,0
141,2,,2,0
142,1,,0,1
143,0,,0,0
144,1,,1,0
145,,1,0,1
146,1,,0,1
147,,1,1,0
148,1,,1,0
149,0,,0,0
150,0,,0,0
151,,0,0,0
152,,0,0,0
153,1,,1,0
154,2,,2,0
155,,0,0,0
156,0,,0,0
157,,0,0,0
158,,0,0,0
159,0,,0,0
160,1,,1,0
161,0,,0,0
162,,2,2,0
163,2,,2,0
164,1,,0,1
165,,1,1,0
166,,0,0,0
167,0,,0,0
168,,0,0,0
169,0,,0,0
170,0,,0,0
171,1,,1,0
172,,0,0,0
173,,0,0,0
174,,1,1,0
175,2,,2,0
176,1,,0,1
177,4,,4,0
178,0,,0,0
179,4,,4,0
180,0,,0,0
181,3,,3,0
182,0,,0,0
183,2,,2,0
184,,0,0,0
185,0,,0,0
186,,0,0,0
187,,1,1,0
188,1,,1,0
189,0,,0,0
190,2,,2,0
191,,0,0,0
192,,2,2,0
193,2,,2,0
194,2,,2,0
195,1,,1,0
196,0,,0,0
197,,0,0,0
198,0,,0,0
199,,0,0,0
200,0,,0,0
201,3,,3,0
202,0,,0,0
203,0,,0,0
