,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,4.0
66,4.0
67,4.0
68,5.0
69,5.0
70,5.0
71,9.0
72,6.0
73,6.0
74,12.0
75,11.0
76,12.0
77,17.0
78,14.0
79,14.0
80,26.0
81,20.0
82,23.0
83,33.0
84,31.0
85,33.0
86,54.0
87,42.0
88,47.0
89,73.0
90,64.0
91,65.0
92,86.0
93,65.0
94,68.0
95,91.0
96,63.0
97,65.0
98,88.0
99,64.0
100,66.0
101,85.0
102,58.0
103,57.0
104,72.0
105,45.0
106,45.0
107,52.0
108,32.0
109,32.0
110,40.0
111,21.0
112,22.0
113,29.0
114,19.0
115,18.0
116,24.0
117,16.0
118,17.0
119,22.0
120,16.0
121,17.0
122,21.0
123,14.0
124,15.0
125,18.0
126,12.0
127,11.0
128,15.0
129,10.0
130,10.0
131,15.0
132,12.0
133,12.0
134,15.0
135,10.0
136,10.0
137,13.0
138,7.0
139,6.0
140,6.0
141,3.0
142,3.0
143,3.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,1.0
173,1.0
174,1.0
175,1.0
176,1.0
177,1.0
178,1.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,1.0
198,1.0
199,1.0
200,1.0
201,1.0
202,1.0
203,2.0
204,1.0
205,1.0
206,1.0
207,1.0
208,1.0
209,2.0
210,1.0
211,1.0
212,1.0
213,1.0
214,1.0
215,1.0
216,1.0
217,1.0
218,2.0
219,2.0
220,2.0
221,2.0
222,2.0
223,1.0
224,1.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,1.0
232,1.0
233,1.0
234,1.0
235,1.0
236,1.0
237,1.0
238,1.0
