,peak transmission
0,12.0
1,5.0
2,13.0
3,9.0
4,9.0
5,11.0
6,9.0
7,8.0
8,11.0
9,7.0
10,9.0
11,11.0
12,12.0
13,7.0
14,9.0
15,7.0
16,15.0
17,8.0
18,10.0
19,9.0
20,7.0
21,7.0
22,9.0
23,8.0
24,6.0
25,6.0
26,9.0
27,8.0
28,10.0
29,7.0
30,10.0
31,9.0
32,8.0
33,9.0
34,7.0
35,11.0
36,8.0
37,8.0
38,10.0
39,8.0
40,12.0
41,11.0
42,10.0
43,6.0
44,7.0
45,7.0
46,6.0
47,9.0
48,5.0
49,5.0
50,7.0
51,9.0
52,8.0
53,8.0
54,9.0
55,6.0
56,9.0
57,7.0
58,11.0
59,6.0
60,9.0
61,11.0
62,11.0
63,7.0
64,7.0
65,10.0
66,9.0
67,8.0
68,9.0
69,7.0
70,11.0
71,11.0
72,10.0
73,11.0
74,8.0
75,8.0
76,10.0
77,12.0
78,8.0
79,7.0
80,11.0
81,12.0
82,8.0
83,9.0
84,8.0
85,7.0
86,7.0
87,11.0
88,9.0
89,7.0
90,6.0
91,6.0
92,9.0
93,9.0
94,10.0
95,10.0
96,12.0
97,5.0
98,7.0
99,9.0
