,peak transmission
0,9.0
1,7.0
2,10.0
3,8.0
4,8.0
5,7.0
6,8.0
7,8.0
8,12.0
9,11.0
10,10.0
11,10.0
12,6.0
13,8.0
14,6.0
15,5.0
16,13.0
17,8.0
18,8.0
19,6.0
20,8.0
21,9.0
22,9.0
23,7.0
24,5.0
25,6.0
26,9.0
27,13.0
28,9.0
29,6.0
30,9.0
31,12.0
32,8.0
33,5.0
34,6.0
35,12.0
36,11.0
37,9.0
38,10.0
39,9.0
40,9.0
41,9.0
42,10.0
43,6.0
44,7.0
45,6.0
46,10.0
47,10.0
48,5.0
49,9.0
50,5.0
51,9.0
52,8.0
53,9.0
54,7.0
55,7.0
56,7.0
57,7.0
58,5.0
59,8.0
60,10.0
61,9.0
62,10.0
63,6.0
64,8.0
65,11.0
66,9.0
67,4.0
68,9.0
69,6.0
70,9.0
71,8.0
72,13.0
73,11.0
74,9.0
75,7.0
76,10.0
77,7.0
78,9.0
79,8.0
80,9.0
81,7.0
82,9.0
83,7.0
84,6.0
85,11.0
86,9.0
87,11.0
88,7.0
89,8.0
90,6.0
91,9.0
92,8.0
93,7.0
94,8.0
95,12.0
96,9.0
97,6.0
98,8.0
99,10.0
