,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_nrow,total_counts
0,0.3639344262295082,0.7727272727272727,0.7058823529411765,0.7368421052631579,111.0,34.0,349,144.0,84.0,318,373.0
1,0.2779783393501805,0.71875,0.6526946107784432,0.8266666666666667,77.0,23.0,309,109.0,62.0,242,271.0
2,0.3745583038869258,0.5862068965517241,0.6069651741293532,0.8735632183908046,106.0,17.0,312,122.0,76.0,288,321.0
3,0.3157894736842105,0.8,0.7777777777777778,0.9560439560439561,102.0,28.0,358,154.0,87.0,289,371.0
4,0.3205574912891986,0.78125,0.7,0.6626506024096386,92.0,25.0,319,147.0,55.0,293,319.0
5,0.296551724137931,0.7894736842105263,0.6631578947368421,0.9272727272727272,86.0,30.0,328,126.0,102.0,300,344.0
6,0.36619718309859156,0.41379310344827586,0.6595744680851063,0.7532467532467533,104.0,12.0,313,124.0,58.0,265,298.0
7,0.3086816720257235,0.6052631578947368,0.7523364485981309,0.8823529411764706,96.0,23.0,349,161.0,75.0,299,355.0
8,0.30333333333333334,0.7021276595744681,0.7837837837837838,0.75,91.0,33.0,347,174.0,60.0,302,358.0
9,0.2673992673992674,0.8055555555555556,0.7433155080213903,0.6049382716049383,73.0,29.0,309,139.0,49.0,268,290.0
10,0.2913907284768212,0.6774193548387096,0.7628865979381443,0.7191011235955056,88.0,21.0,333,148.0,64.0,283,321.0
11,0.2830188679245283,0.9166666666666666,0.7463414634146341,0.8586956521739131,90.0,33.0,354,153.0,79.0,297,355.0
12,0.37218045112781956,0.5217391304347826,0.5810055865921788,0.7125,99.0,12.0,289,104.0,57.0,259,272.0
13,0.25448028673835127,0.8666666666666667,0.8303030303030303,0.7073170731707317,71.0,26.0,309,137.0,58.0,247,292.0
14,0.35587188612099646,0.36666666666666664,0.654054054054054,0.8554216867469879,100.0,11.0,311,121.0,71.0,268,303.0
15,0.2584745762711864,0.7391304347826086,0.5882352941176471,0.6060606060606061,61.0,17.0,259,90.0,40.0,219,208.0
16,0.2857142857142857,0.6176470588235294,0.806282722513089,0.7719298245614035,92.0,21.0,356,154.0,88.0,305,355.0
17,0.27491408934707906,0.5483870967741935,0.7285714285714285,0.7530864197530864,80.0,17.0,322,153.0,61.0,291,311.0
18,0.3926174496644295,0.45714285714285713,0.6538461538461539,0.8372093023255814,117.0,16.0,333,136.0,72.0,294,341.0
19,0.3225806451612903,0.7777777777777778,0.6797752808988764,0.7444444444444445,90.0,28.0,315,121.0,67.0,268,306.0
20,0.3442622950819672,0.7555555555555555,0.7567567567567568,0.8518518518518519,105.0,34.0,350,168.0,69.0,303,376.0
21,0.2872340425531915,0.5277777777777778,0.7175141242937854,0.8026315789473685,81.0,19.0,318,127.0,61.0,253,288.0
22,0.3237410071942446,0.48484848484848486,0.5925925925925926,0.8354430379746836,90.0,16.0,311,112.0,66.0,268,284.0
23,0.216,0.9032258064516129,0.695906432748538,0.6176470588235294,54.0,28.0,281,119.0,42.0,239,243.0
24,0.2781954887218045,0.5769230769230769,0.7361963190184049,0.5522388059701493,74.0,15.0,292,120.0,37.0,230,246.0
25,0.24206349206349206,0.8571428571428571,0.6481481481481481,0.7619047619047619,61.0,24.0,280,105.0,48.0,225,238.0
26,0.30844155844155846,0.7419354838709677,0.6744186046511628,0.8837209302325582,95.0,23.0,339,145.0,76.0,301,339.0
27,0.30742049469964666,0.6666666666666666,0.6864864864864865,0.7954545454545454,87.0,24.0,319,127.0,70.0,273,308.0
28,0.30033003300330036,0.625,0.7107843137254902,0.8888888888888888,91.0,20.0,335,145.0,64.0,276,320.0
29,0.2889733840304182,0.9032258064516129,0.6864864864864865,0.52,76.0,28.0,294,127.0,39.0,260,270.0
30,0.31788079470198677,0.75,0.7376237623762376,0.7887323943661971,96.0,24.0,334,149.0,56.0,273,325.0
31,0.25882352941176473,0.7142857142857143,0.6467065868263473,0.75,66.0,25.0,290,108.0,51.0,235,250.0
32,0.29900332225913623,0.8571428571428571,0.6853932584269663,0.8979591836734694,90.0,36.0,343,122.0,88.0,276,336.0
33,0.3176470588235294,0.6875,0.4966442953020134,0.7948717948717948,81.0,11.0,271,74.0,62.0,227,228.0
34,0.2623574144486692,0.42857142857142855,0.6622516556291391,0.8548387096774194,69.0,9.0,284,100.0,53.0,213,231.0
35,0.2661596958174905,0.6666666666666666,0.7065217391304348,0.5932203389830508,70.0,22.0,296,130.0,35.0,243,257.0
36,0.39864864864864863,0.36363636363636365,0.7017543859649122,0.66,118.0,8.0,318,120.0,66.0,271,312.0
37,0.29591836734693877,0.7674418604651163,0.7135416666666666,0.8241758241758241,87.0,33.0,337,137.0,75.0,283,332.0
38,0.2888086642599278,0.45,0.6836158192090396,0.632183908045977,80.0,9.0,297,121.0,55.0,264,265.0
39,0.30716723549488056,0.4583333333333333,0.7198067632850241,0.6419753086419753,90.0,11.0,317,149.0,52.0,288,302.0
40,0.28368794326241137,0.7435897435897436,0.7111111111111111,0.7741935483870968,80.0,29.0,321,128.0,72.0,273,309.0
41,0.3118279569892473,0.71875,0.6256684491978609,0.7790697674418605,87.0,23.0,311,117.0,67.0,273,294.0
42,0.26688102893890675,0.9714285714285714,0.7598039215686274,0.8131868131868132,83.0,34.0,346,155.0,74.0,295,346.0
43,0.28776978417266186,0.8,0.7247191011235955,0.6704545454545454,80.0,32.0,318,129.0,59.0,266,300.0
44,0.30685920577617326,0.75,0.5487179487179488,0.8735632183908046,85.0,24.0,309,107.0,76.0,282,292.0
45,0.2600732600732601,0.6666666666666666,0.6098901098901099,0.7441860465116279,71.0,18.0,300,111.0,64.0,268,264.0
46,0.2792452830188679,0.5714285714285714,0.6407185628742516,0.6145833333333334,74.0,12.0,286,107.0,59.0,263,252.0
47,0.33993399339933994,0.5641025641025641,0.7422680412371134,0.7613636363636364,103.0,22.0,342,144.0,67.0,282,336.0
48,0.2899628252788104,0.6363636363636364,0.6032608695652174,0.7352941176470589,78.0,14.0,291,111.0,50.0,252,253.0
49,0.2791519434628975,0.7241379310344828,0.8193548387096774,0.6447368421052632,79.0,21.0,312,127.0,49.0,231,276.0
50,0.2814814814814815,0.84375,0.5927835051546392,0.76,76.0,27.0,302,115.0,57.0,269,275.0
51,0.3090277777777778,0.5365853658536586,0.7384615384615385,0.8194444444444444,89.0,22.0,329,144.0,59.0,267,314.0
52,0.234375,0.6521739130434783,0.6938775510204082,0.6753246753246753,60.0,15.0,279,102.0,52.0,224,229.0
53,0.3821656050955414,0.717948717948718,0.6513761467889908,0.9896907216494846,120.0,28.0,353,142.0,96.0,315,386.0
54,0.3159722222222222,0.6842105263157895,0.6845238095238095,0.7469879518072289,91.0,13.0,307,115.0,62.0,251,281.0
55,0.3464285714285714,0.5454545454545454,0.6407766990291263,0.734375,97.0,12.0,302,132.0,47.0,270,288.0
56,0.34767025089605735,0.24,0.6368715083798883,0.872093023255814,97.0,6.0,304,114.0,75.0,265,292.0
57,0.24315068493150685,0.5,0.7439024390243902,0.8048780487804879,71.0,11.0,314,122.0,66.0,246,270.0
