,max,std
0,75.0,13.715379520023777
1,66.66666666666667,13.240808981914503
2,100.0,15.220155113858855
3,66.66666666666667,11.907701740034165
4,50.0,9.789922916859373
5,60.0,14.293548246715002
6,100.0,17.142385783809832
7,66.66666666666667,13.579839543437318
8,57.142857142857146,13.151655213927693
9,100.0,13.553206714148246
10,50.0,11.22450603934024
11,66.66666666666667,11.50856502587104
12,100.0,15.900746010639141
13,50.0,13.86631885698145
14,75.0,13.707977145956281
15,100.0,18.751425973376964
16,100.0,13.412968296901772
17,50.0,9.819558628864584
18,80.0,15.361076558801676
19,66.66666666666667,14.897565127856904
20,50.0,11.325401361641259
21,66.66666666666667,12.03502921974715
22,100.0,15.016325056506496
23,66.66666666666667,12.39436144344534
24,40.0,7.021011213314175
25,100.0,13.537217056147966
26,50.0,12.439195144618148
27,66.66666666666667,12.809812799052821
28,100.0,11.534548173851336
29,75.0,13.120103257331634
30,66.66666666666667,11.811684361372707
31,100.0,18.313862221863257
32,66.66666666666667,12.537739152463335
33,100.0,14.92971942160486
34,50.0,10.424613689922877
35,100.0,15.033030707222732
36,66.66666666666667,11.2432048369877
37,66.66666666666667,12.767659306673181
38,57.142857142857146,11.649621822102974
39,100.0,14.190234734129277
40,50.0,11.905789494722756
41,100.0,15.32076413776463
42,75.0,12.089877183370847
43,66.66666666666667,12.030977683469153
44,66.66666666666667,11.575038200569802
45,60.0,13.596777684657452
46,100.0,18.418259162847438
47,100.0,13.416949499414628
48,100.0,13.276366557975557
49,60.0,12.291580000450933
50,100.0,12.97466367116677
51,57.142857142857146,11.851160830049809
52,100.0,15.193269098600055
53,66.66666666666667,15.350426087901475
54,50.0,10.968617027375293
55,50.0,10.474305929285347
56,100.0,16.636689115084582
57,100.0,17.112096238776694
58,66.66666666666667,12.183771361206436
59,50.0,10.754908252493017
60,60.0,12.959746223009589
61,100.0,16.78449026836906
62,66.66666666666667,11.829136120409231
63,50.0,10.781867174290772
64,100.0,15.452816121971129
65,100.0,13.851288560990088
66,100.0,17.867658226228397
67,50.0,9.920225879882075
68,100.0,12.3338189918692
69,100.0,15.567755646537462
70,100.0,14.899020841915986
71,71.42857142857143,14.771600525773746
72,80.0,12.890874368618894
73,100.0,14.8996340973872
74,100.0,12.673079608742386
75,75.0,12.530239600369686
76,100.0,14.115900406050095
77,100.0,15.24312232307684
78,71.42857142857143,12.869362351853846
79,33.333333333333336,7.8044829751179465
80,66.66666666666667,14.132643184878344
81,66.66666666666667,13.502310634148422
82,100.0,14.256942078237703
83,66.66666666666667,10.716001630058917
84,50.0,12.677369869681005
85,100.0,16.98379901596641
86,40.0,9.743923970351666
87,66.66666666666667,13.821503512269388
88,66.66666666666667,12.45667800806769
89,75.0,12.063636287006439
90,100.0,13.845381637782785
91,100.0,13.918913933959109
92,100.0,14.725248087274634
93,50.0,12.856669715847163
94,66.66666666666667,11.678616549468643
95,100.0,13.437768180233501
96,100.0,13.615748811897454
97,100.0,13.677911963366514
98,100.0,16.156695075409214
99,100.0,16.464629533995467
