,day,total_screened,positive_detected,prevalence,positivity_rate
0,63.0,870.0,0.0,0.0043859649122807,0.0
1,70.0,870.0,3.0,0.0044444444444444,0.3448275862068966
2,77.0,873.0,5.0,0.036036036036036,0.572737686139748
3,84.0,873.0,15.0,0.1219512195121951,1.718213058419244
4,91.0,879.0,22.0,0.2154882154882154,2.502844141069397
5,98.0,883.0,16.0,0.2046204620462046,1.8120045300113252
6,105.0,878.0,21.0,0.2066666666666666,2.3917995444191344
7,112.0,883.0,13.0,0.1485148514851485,1.4722536806342015
8,119.0,876.0,6.0,0.0971223021582733,0.684931506849315
9,126.0,872.0,3.0,0.0695652173913043,0.34403669724770647
10,133.0,873.0,5.0,0.0478468899521531,0.572737686139748
11,140.0,873.0,2.0,0.0303030303030303,0.22909507445589922
12,147.0,870.0,1.0,0.0132743362831858,0.11494252873563218
13,154.0,870.0,0.0,0.0042194092827004,0.0
14,161.0,870.0,0.0,0.0044247787610619,0.0
15,168.0,870.0,0.0,0.0,0.0
16,175.0,870.0,0.0,0.0,0.0
17,182.0,870.0,0.0,0.0,0.0
18,189.0,870.0,0.0,0.0,0.0
19,196.0,870.0,0.0,0.0,0.0
20,203.0,870.0,1.0,0.0,0.11494252873563218
21,210.0,871.0,0.0,0.004,0.0
22,217.0,870.0,0.0,0.0043478260869565,0.0
23,224.0,870.0,0.0,0.0042016806722689,0.0
24,231.0,870.0,0.0,0.0042553191489361,0.0
25,238.0,870.0,1.0,0.00418410041841,0.11494252873563218
26,63.0,870.0,0.0,0.0039370078740157,0.0
27,70.0,870.0,4.0,0.0224215246636771,0.45977011494252873
28,77.0,874.0,13.0,0.0557768924302788,1.4874141876430207
29,84.0,881.0,18.0,0.1511627906976744,2.0431328036322363
30,91.0,880.0,25.0,0.206081081081081,2.840909090909091
31,98.0,890.0,22.0,0.2427536231884058,2.4719101123595504
32,105.0,882.0,13.0,0.2161172161172161,1.473922902494331
33,112.0,876.0,6.0,0.1575091575091575,0.684931506849315
34,119.0,873.0,8.0,0.1115384615384615,0.9163802978235969
35,126.0,877.0,7.0,0.0538461538461538,0.798175598631699
36,133.0,873.0,2.0,0.0308880308880308,0.22909507445589922
37,140.0,872.0,1.0,0.0254237288135593,0.11467889908256881
38,147.0,871.0,1.0,0.0127118644067796,0.1148105625717566
39,154.0,870.0,0.0,0.0078740157480314,0.0
40,161.0,870.0,2.0,0.0042194092827004,0.22988505747126436
41,168.0,871.0,0.0,0.0,0.0
42,175.0,870.0,0.0,0.0,0.0
43,182.0,870.0,0.0,0.0,0.0
44,189.0,870.0,0.0,0.0,0.0
