,total_screened,positive_detected,positivity_rate
0,11373.0,112.0,0.9847885342477798
1,11389.0,120.0,1.0536482570901746
2,11401.0,153.0,1.3419875449521972
3,11380.0,120.0,1.054481546572935
4,11385.0,128.0,1.124286341677646
5,11407.0,159.0,1.3938809502936793
6,11361.0,90.0,0.7921837866385001
7,11416.0,167.0,1.4628591450595656
8,11367.0,99.0,0.8709422011084719
9,11385.0,125.0,1.0979358805445762
10,11383.0,116.0,1.0190635157691295
11,11381.0,118.0,1.0368157455408136
12,11391.0,127.0,1.1149152839961374
13,11382.0,131.0,1.1509400808293797
14,11371.0,109.0,0.9585788409110896
15,11395.0,147.0,1.2900394910048267
16,11399.0,149.0,1.307132204579349
17,11360.0,105.0,0.9242957746478874
18,11382.0,126.0,1.1070110701107012
19,11389.0,133.0,1.1677934849416103
20,11399.0,150.0,1.315904903938942
21,11391.0,141.0,1.2378193310508296
22,11384.0,136.0,1.1946591707659873
23,11392.0,146.0,1.2816011235955056
24,11404.0,155.0,1.3591722202735883
25,11383.0,124.0,1.089343758235966
26,11380.0,116.0,1.0193321616871704
27,11366.0,100.0,0.8798169980644026
28,11375.0,107.0,0.9406593406593406
29,11386.0,133.0,1.1681011768838925
30,11387.0,157.0,1.3787652586282604
31,11391.0,139.0,1.2202616100430164
32,11388.0,135.0,1.1854583772391991
33,11385.0,129.0,1.1330698287220027
34,11374.0,118.0,1.0374538420960084
35,11367.0,101.0,0.8885369930500572
36,11374.0,123.0,1.0814137506593986
37,11398.0,155.0,1.3598876995964204
38,11374.0,115.0,1.0110778969579743
39,11392.0,133.0,1.1674859550561798
40,11393.0,150.0,1.3165979109979813
41,11390.0,137.0,1.2028094820017559
42,11395.0,149.0,1.3075910487055726
43,11367.0,100.0,0.8797395970792645
44,11380.0,119.0,1.0456942003514937
45,11382.0,133.0,1.168511685116851
46,11378.0,113.0,0.9931446651432589
47,11391.0,132.0,1.1588095865156702
48,11395.0,141.0,1.2373848179025888
49,11365.0,101.0,0.8886933567971843
50,11376.0,113.0,0.9933192686357243
51,11393.0,148.0,1.2990432721846747
52,11372.0,116.0,1.0200492437565951
53,11386.0,146.0,1.2822764798875812
54,11397.0,144.0,1.263490392208476
55,11388.0,132.0,1.1591148577449948
56,11403.0,160.0,1.403139524686486
57,11402.0,137.0,1.2015435888440624
58,11393.0,122.0,1.0708329676116914
59,11378.0,121.0,1.0634557918790648
60,11392.0,147.0,1.290379213483146
61,11400.0,153.0,1.3421052631578947
62,11376.0,126.0,1.1075949367088607
63,11414.0,175.0,1.5332048361661117
64,11389.0,125.0,1.0975502678022653
65,11394.0,144.0,1.263823064770932
66,11392.0,147.0,1.290379213483146
67,11384.0,124.0,1.0892480674631062
68,11398.0,155.0,1.3598876995964204
69,11376.0,122.0,1.0724331926863573
70,11393.0,129.0,1.1322742034582638
71,11411.0,170.0,1.4897905529751994
72,11374.0,127.0,1.1165816775101107
73,11380.0,126.0,1.1072056239015817
74,11382.0,133.0,1.168511685116851
75,11366.0,112.0,0.9853950378321309
76,11387.0,138.0,1.2119083165012734
77,11389.0,144.0,1.2643779085082096
78,11383.0,124.0,1.089343758235966
79,11395.0,151.0,1.3251426064063185
80,11384.0,128.0,1.1243851018973998
81,11391.0,148.0,1.2992713545781758
82,11397.0,135.0,1.1845222426954463
83,11395.0,151.0,1.3251426064063185
84,11383.0,128.0,1.124483879469384
85,11390.0,139.0,1.2203687445127305
86,11395.0,152.0,1.3339183852566916
87,11376.0,108.0,0.9493670886075949
88,11382.0,149.0,1.3090845194166227
89,11371.0,104.0,0.9146073344472782
90,11384.0,130.0,1.1419536191145467
91,11386.0,149.0,1.3086246267345862
92,11389.0,135.0,1.1853542892264466
93,11384.0,121.0,1.0628952916373857
94,11396.0,143.0,1.2548262548262548
95,11383.0,119.0,1.045418606694193
96,11384.0,125.0,1.0980323260716796
97,11404.0,161.0,1.411785338477727
98,11383.0,124.0,1.089343758235966
99,11402.0,147.0,1.2892475004385195
