,total_prev,ci_lower,ci_upper
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,4.3668122270742e-05,0.0,0.0
57,8.791251255893e-05,0.0,0.0
58,8.8817992043797e-05,0.0,0.0
59,0.004369608741051554,0.0037872157256617278,0.005156104689783397
60,0.004432210866774485,0.00385320760320755,0.007079625509825695
61,0.004471056207178572,0.00383728298994893,0.0089686098654708
62,0.00452072888190244,0.00384547108685033,0.00893074240159435
63,0.004761820503267267,0.003944399489589433,0.009110081879083532
64,0.005108739280651213,0.003875968992248,0.010808207624925643
65,0.00546184242358003,0.0038091748178677378,0.012951210021124347
66,0.005952929510075011,0.0039215686274509,0.014740259740259672
67,0.00586061556236935,0.0038910505836575,0.015186513629842153
68,0.0065299029620952765,0.00385320760320755,0.0160706820593626
69,0.0073413993123737165,0.00383728298994893,0.01976164079822612
70,0.00816910426956769,0.0038589428166703075,0.020178380094448094
71,0.009061895518974305,0.003920859990157457,0.020582927648145014
72,0.009933137724216888,0.00397509881422921,0.02339981110142394
73,0.01151575728760192,0.00404782979281404,0.029713615023474128
74,0.013552577153064736,0.0040636567953463605,0.03287334046155207
75,0.014671173121016257,0.004113811499703557,0.03309421329507407
76,0.016234133179018104,0.004147941525905212,0.04146854235880391
77,0.03886290894481799,0.024630604189859278,0.06245027672085778
78,0.04559382124401024,0.029720970068517785,0.06869815233785818
79,0.06413162868509487,0.043623558328606475,0.08931280975981698
80,0.07757984453032961,0.056280096308186145,0.1042617753623188
81,0.07938401811701533,0.0576923076923076,0.11448401162790692
82,0.09711869213824106,0.07391892630658205,0.12973651960784308
83,0.12029123961591882,0.09394391281609109,0.15126017699115044
84,0.1302247183272433,0.10733339741125204,0.15889626556016595
85,0.1452098531820169,0.1210747978436657,0.18237179487179483
86,0.16481334748636237,0.1439018087855297,0.19967893092676145
87,0.1857304035004946,0.15979518272622537,0.22527540994015577
88,0.19399346131311726,0.16580782781019482,0.22906632355797235
89,0.2236063818872433,0.19252780352177942,0.26074485591458196
90,0.2207860852994338,0.19402173913043474,0.2562412587412587
91,0.22745159665002046,0.1977849208431732,0.25857437060348015
92,0.24675782779886452,0.22134301431444453,0.2801336694952412
93,0.2512726118696302,0.2216935443977244,0.28465185522084946
94,0.267007897577193,0.2340833044882889,0.2994928825622776
95,0.2614263077887849,0.22725179277942623,0.3100819672131146
96,0.24721448913453428,0.2148715932914046,0.28758081372739636
97,0.23830266997784202,0.20279278621495325,0.27739802302302297
98,0.22654042287416273,0.19646634001939464,0.2573701298701298
99,0.23544469330258663,0.20525672667440956,0.266832832257494
100,0.2325838452030844,0.19726806978676265,0.26483168730004164
101,0.22083389141342671,0.18875354732320906,0.2540162886302253
102,0.21346762927049034,0.18658650293796836,0.24519728926756204
103,0.20857633139633036,0.1825296735905044,0.24112597547380146
104,0.2172476789456178,0.19086001489203275,0.25402468574890197
105,0.2099365505471877,0.17827993476430973,0.23871461920046685
106,0.2118261020901444,0.18776585820895522,0.2486657303370786
107,0.2039281481161296,0.1803670147420147,0.23797017516737815
108,0.19488964584425617,0.1703793705048778,0.2260709987966305
109,0.1859913191131437,0.16077186222082415,0.21575250878712235
110,0.1704887721377912,0.14386617100371743,0.19746261969721282
111,0.17327892250461885,0.1479099678456591,0.20182937729031264
112,0.157879807688812,0.13564078832752605,0.18254508879023304
113,0.14630257805514307,0.12312853717544388,0.17146137068074843
114,0.14016981536191297,0.11943702879742922,0.16730535279805347
115,0.1299136470957842,0.10898239626369677,0.16316091954022982
116,0.12014687722393441,0.09942307692307692,0.15219173223691987
117,0.11577275466056332,0.08857874207703555,0.14268015267175568
118,0.11355839681034413,0.0867697594501718,0.14582078877460658
119,0.1099867895794931,0.08577081646175362,0.1437360491071428
120,0.09509312307567708,0.07427487793536382,0.12279485049833878
121,0.09539463606431182,0.07281598513011148,0.11882411067193671
122,0.08461067172460733,0.060881815827847886,0.10832809553739783
123,0.07554545069348932,0.054000486381322904,0.10078947368421048
124,0.0675912391224311,0.047980009121313436,0.09487565543071158
125,0.06235724966777668,0.04535721432859714,0.08863622271825394
126,0.0619652373153786,0.04652318800333235,0.08145971829368093
127,0.05455788614497822,0.03912880296577706,0.07362813083816214
128,0.05195220991968559,0.03750246471930366,0.07310499058380407
