,patient_symptomatic,patient_asymptomatic,hcw_symptomatic,hcw_asymptomatic,patient_symptomatic_sum,patient_asymptomatic_sum,patient_to_hcw_sum,patient_nrow,hcw_symptomatic_sum,hcw_asymptomatic_sum,hcw_to_pat_sum,hcw_to_hcw_sum,hcw_nrow,total_counts
0,0.18226600985221675,0.09090909090909091,0.43548387096774194,0.21818181818181817,37.0,1.0,38,214,54.0,12.0,55,11,179,104.0
1,0.22272727272727272,0.5294117647058824,0.5447761194029851,0.36,49.0,9.0,58,237,73.0,18.0,78,13,184,149.0
2,0.30472103004291845,0.4375,0.5521472392638037,0.19117647058823528,71.0,7.0,78,249,90.0,13.0,89,14,231,181.0
3,0.2119815668202765,0.6470588235294118,0.5307692307692308,0.3387096774193548,46.0,11.0,57,234,69.0,21.0,72,18,192,147.0
4,0.19282511210762332,0.36363636363636365,0.5983606557377049,0.23076923076923078,43.0,4.0,47,234,73.0,15.0,74,14,187,135.0
5,0.2987551867219917,0.13043478260869565,0.6272189349112426,0.2702702702702703,72.0,3.0,75,264,106.0,20.0,105,21,243,201.0
6,0.135,0.38095238095238093,0.6605504587155964,0.15217391304347827,27.0,8.0,35,221,72.0,7.0,60,19,155,114.0
7,0.34375,0.23529411764705882,0.6298342541436464,0.20270270270270271,88.0,4.0,92,273,114.0,15.0,108,21,255,221.0
8,0.2102803738317757,0.4444444444444444,0.43410852713178294,0.2765957446808511,45.0,4.0,49,223,56.0,13.0,63,6,176,118.0
9,0.24545454545454545,0.2,0.46875,0.3389830508474576,54.0,2.0,56,230,60.0,20.0,65,15,187,136.0
10,0.19158878504672897,0.17647058823529413,0.5070422535211268,0.20754716981132076,41.0,3.0,44,231,72.0,11.0,68,15,195,127.0
11,0.23444976076555024,0.26666666666666666,0.5546218487394958,0.19117647058823528,49.0,4.0,53,224,66.0,13.0,63,16,187,132.0
12,0.2643171806167401,0.8,0.48427672955974843,0.2,60.0,8.0,68,237,77.0,12.0,76,13,219,157.0
13,0.21634615384615385,0.35294117647058826,0.5522388059701493,0.18840579710144928,45.0,6.0,51,225,74.0,13.0,66,21,203,138.0
