,Daily_absent_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,1.0
72,1.0
73,3.0
74,4.0
75,5.0
76,7.0
77,9.0
78,12.0
79,14.0
80,14.0
81,15.0
82,17.0
83,17.0
84,22.0
85,19.0
86,20.0
87,22.0
88,25.0
89,26.0
90,28.0
91,24.0
92,27.0
93,28.0
94,27.0
95,25.0
96,25.0
97,23.0
98,24.0
99,21.0
100,20.0
101,20.0
102,26.0
103,24.0
104,25.0
105,25.0
106,31.0
107,32.0
108,34.0
109,26.0
110,27.0
111,34.0
112,31.0
113,27.0
114,24.0
115,21.0
116,20.0
117,18.0
118,8.0
119,7.0
120,7.0
121,6.0
122,4.0
123,5.0
124,4.0
125,3.0
126,3.0
127,2.0
128,2.0
129,1.0
130,2.0
131,4.0
132,4.0
133,4.0
134,4.0
135,4.0
136,4.0
137,2.0
138,0.0
139,1.0
140,2.0
141,2.0
142,2.0
143,4.0
144,4.0
145,4.0
146,4.0
147,3.0
148,3.0
149,3.0
150,2.0
151,2.0
152,2.0
153,1.0
154,1.0
155,5.0
156,8.0
157,7.0
158,7.0
159,7.0
160,7.0
161,7.0
162,3.0
163,0.0
164,0.0
165,0.0
166,1.0
167,1.0
168,1.0
169,2.0
170,2.0
171,2.0
172,2.0
173,1.0
174,2.0
175,3.0
176,2.0
177,3.0
178,3.0
179,3.0
180,3.0
181,2.0
182,1.0
183,1.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,1.0
191,2.0
192,2.0
193,2.0
194,3.0
195,3.0
196,3.0
197,2.0
198,1.0
199,1.0
200,1.0
201,0.0
202,0.0
203,0.0
204,0.0
205,1.0
206,1.0
207,1.0
208,2.0
209,2.0
210,2.0
211,2.0
212,1.0
213,1.0
214,1.0
215,1.0
216,1.0
217,1.0
218,1.0
219,1.0
220,1.0
221,1.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
