,Daily_infected_hcw
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,2.0
72,5.0
73,5.0
74,5.0
75,7.0
76,7.0
77,8.0
78,8.0
79,11.0
80,11.0
81,15.0
82,17.0
83,18.0
84,21.0
85,22.0
86,20.0
87,22.0
88,29.0
89,31.0
90,30.0
91,30.0
92,30.0
93,33.0
94,35.0
95,35.0
96,34.0
97,30.0
98,27.0
99,24.0
100,27.0
101,29.0
102,25.0
103,24.0
104,25.0
105,24.0
106,21.0
107,19.0
108,17.0
109,15.0
110,14.0
111,15.0
112,15.0
113,16.0
114,16.0
115,13.0
116,11.0
117,11.0
118,13.0
119,11.0
120,11.0
121,11.0
122,12.0
123,12.0
124,10.0
125,10.0
126,11.0
127,11.0
128,13.0
129,15.0
130,17.0
131,15.0
132,14.0
133,14.0
134,13.0
135,13.0
136,13.0
137,12.0
138,13.0
139,15.0
140,13.0
141,12.0
142,13.0
143,14.0
144,16.0
145,17.0
146,18.0
147,17.0
148,17.0
149,17.0
150,17.0
151,18.0
152,15.0
153,15.0
154,14.0
155,12.0
156,9.0
157,7.0
158,8.0
159,9.0
160,7.0
161,8.0
162,9.0
163,9.0
164,8.0
165,8.0
166,8.0
167,8.0
168,7.0
169,6.0
170,5.0
171,5.0
172,5.0
173,4.0
174,1.0
175,1.0
176,0.0
177,1.0
178,1.0
179,4.0
180,5.0
181,5.0
182,5.0
183,5.0
184,5.0
185,5.0
186,5.0
187,5.0
188,5.0
189,4.0
190,4.0
191,4.0
192,2.0
193,1.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
