,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
0,0.0,16.666666666666668,25.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,5.2631578947368425,9.090909090909092,0.0,0.0,14.285714285714286,0.0,0.0,0.0,12.5,0.0,0.0,0.0,20.0,0.0,13.333333333333334,0.0,0.0,0.0,8.333333333333334,0.0,0.0,5.882352941176471,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,8.333333333333334,0.0,4.761904761904762,0.0,0.0,11.11111111111111,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,14.285714285714286,11.11111111111111,0.0,0.0,0.0,7.142857142857143,0.0,0.0,0.0,0.0,12.5,0.0,0.0,15.384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
1,0.0,0.0,12.5,0.0,14.285714285714286,11.11111111111111,4.545454545454546,0.0,0.0,4.545454545454546,0.0,0.0,4.761904761904762,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,11.11111111111111,0.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,8.333333333333334,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,8.333333333333334,0.0,0.0,0.0,20.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0
2,10.0,0.0,9.090909090909092,0.0,0.0,0.0,9.090909090909092,0.0,10.0,0.0,23.076923076923077,0.0,11.11111111111111,0.0,20.0,0.0,0.0,6.666666666666667,0.0,0.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,5.2631578947368425,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,,0.0,33.333333333333336,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,25.0,0.0,0.0,0.0,5.882352941176471,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5.882352941176471,0.0,0.0,0.0,0.0,0.0,13.333333333333334,0.0,14.285714285714286,0.0,0.0,7.6923076923076925,0.0,9.090909090909092,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,33.333333333333336,0.0,0.0,8.333333333333334,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,8.333333333333334,12.5,14.285714285714286,20.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,16.666666666666668,0.0,20.0,8.333333333333334,11.11111111111111,16.666666666666668,30.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,33.333333333333336,14.285714285714286,7.6923076923076925,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,7.6923076923076925,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,20.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,5.2631578947368425,0.0,0.0,10.0,0.0,0.0,0.0,11.11111111111111,11.11111111111111,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,5.882352941176471,0.0,12.5,0.0,7.142857142857143,0.0,0.0,7.6923076923076925,9.090909090909092,14.285714285714286,0.0,,0.0,8.333333333333334,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,22.22222222222222,10.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,14.285714285714286,9.090909090909092,22.22222222222222,0.0,0.0,11.11111111111111,0.0,12.5,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,11.11111111111111,0.0,0.0,0.0,0.0,8.333333333333334,0.0,9.090909090909092,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,16.666666666666668,0.0,0.0,0.0,10.0,0.0,13.333333333333334,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,28.571428571428573,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0
6,0.0,8.333333333333334,9.090909090909092,0.0,8.333333333333334,11.11111111111111,0.0,11.11111111111111,0.0,0.0,6.25,0.0,0.0,0.0,20.0,0.0,14.285714285714286,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2631578947368425,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,9.090909090909092,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,8.333333333333334,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0
7,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,15.384615384615385,10.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,11.11111111111111,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,8.333333333333334,0.0,0.0,0.0,6.25,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,10.0,0.0,0.0,12.5,21.428571428571427,0.0,0.0,0.0,0.0,10.0,7.142857142857143,0.0,0.0,0.0,4.761904761904762,0.0,0.0,0.0,9.090909090909092,0.0,0.0,9.090909090909092,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0
8,8.333333333333334,0.0,28.571428571428573,0.0,0.0,0.0,9.090909090909092,0.0,9.090909090909092,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,8.333333333333334,14.285714285714286,0.0,0.0,0.0,12.5,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,22.22222222222222,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,11.11111111111111,0.0,12.5,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,5.882352941176471,0.0,0.0,6.666666666666667,7.142857142857143,10.0,0.0
9,0.0,9.090909090909092,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,25.0,0.0,0.0,14.285714285714286,10.0,0.0,10.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,6.25,0.0,0.0,7.142857142857143,9.090909090909092,0.0,0.0,16.666666666666668,0.0,20.0,16.666666666666668,0.0,0.0
