,n_contacts_traced,n_pos_contacts,positivity_rate
0,1109.0,30.0,2.7051397655545535
1,1066.0,45.0,4.221388367729831
2,1239.0,61.0,4.923325262308313
3,941.0,35.0,3.7194473963868226
4,1038.0,19.0,1.8304431599229287
5,750.0,13.0,1.7333333333333334
6,1259.0,36.0,2.8594122319301034
7,1116.0,26.0,2.3297491039426523
8,1290.0,35.0,2.7131782945736433
9,957.0,38.0,3.9707419017763845
10,728.0,28.0,3.8461538461538463
11,1165.0,38.0,3.2618025751072963
12,1176.0,31.0,2.6360544217687076
13,966.0,23.0,2.380952380952381
14,1132.0,36.0,3.1802120141342756
15,907.0,18.0,1.9845644983461963
16,1173.0,43.0,3.6658141517476555
17,1160.0,30.0,2.586206896551724
18,1364.0,44.0,3.225806451612903
19,1208.0,34.0,2.814569536423841
20,1222.0,42.0,3.436988543371522
21,1037.0,24.0,2.314368370298939
22,963.0,36.0,3.7383177570093458
23,1034.0,20.0,1.9342359767891684
24,1113.0,42.0,3.7735849056603774
25,988.0,21.0,2.125506072874494
26,1150.0,44.0,3.8260869565217392
27,1353.0,31.0,2.2912047302291203
28,1252.0,32.0,2.5559105431309903
29,1159.0,43.0,3.7100949094046594
30,1067.0,32.0,2.999062792877226
31,958.0,24.0,2.5052192066805845
32,996.0,23.0,2.3092369477911645
33,968.0,19.0,1.962809917355372
34,1134.0,38.0,3.3509700176366843
35,906.0,20.0,2.207505518763797
36,1219.0,48.0,3.937653814602133
37,1022.0,24.0,2.3483365949119372
38,1198.0,63.0,5.258764607679466
39,1154.0,28.0,2.4263431542461005
40,1237.0,33.0,2.667744543249798
41,1121.0,38.0,3.389830508474576
42,1057.0,46.0,4.351939451277199
43,848.0,14.0,1.650943396226415
44,1020.0,31.0,3.0392156862745097
45,1038.0,27.0,2.601156069364162
46,1318.0,40.0,3.0349013657056148
47,1194.0,32.0,2.680067001675042
48,1052.0,23.0,2.1863117870722433
49,1131.0,64.0,5.658709106984969
50,1002.0,29.0,2.8942115768463075
51,797.0,36.0,4.51693851944793
52,1032.0,29.0,2.810077519379845
53,827.0,17.0,2.0556227327690446
54,1081.0,40.0,3.700277520814061
55,1181.0,32.0,2.7095681625740897
56,980.0,25.0,2.5510204081632653
57,957.0,20.0,2.089864158829676
58,1106.0,24.0,2.1699819168173597
59,1012.0,45.0,4.446640316205533
60,1011.0,30.0,2.9673590504451037
61,1219.0,35.0,2.871205906480722
62,1145.0,32.0,2.7947598253275108
63,773.0,28.0,3.6222509702457955
64,1201.0,54.0,4.496253122398001
65,1127.0,48.0,4.259094942324756
66,1155.0,34.0,2.9437229437229435
67,1121.0,40.0,3.568242640499554
68,1233.0,39.0,3.1630170316301705
69,935.0,26.0,2.7807486631016043
70,1153.0,28.0,2.4284475281873372
71,973.0,17.0,1.7471736896197327
72,846.0,24.0,2.8368794326241136
73,997.0,31.0,3.1093279839518555
74,912.0,37.0,4.057017543859649
75,1143.0,27.0,2.3622047244094486
76,895.0,27.0,3.016759776536313
77,1313.0,27.0,2.0563594821020565
78,1363.0,39.0,2.8613352898019078
79,1059.0,30.0,2.8328611898016995
80,984.0,26.0,2.6422764227642275
81,1055.0,23.0,2.1800947867298577
82,1116.0,40.0,3.5842293906810037
83,1085.0,27.0,2.488479262672811
84,817.0,21.0,2.570379436964504
85,1170.0,34.0,2.905982905982906
86,1254.0,56.0,4.4657097288676235
87,1221.0,36.0,2.9484029484029484
88,918.0,30.0,3.2679738562091503
89,1076.0,26.0,2.41635687732342
90,1124.0,40.0,3.5587188612099645
91,959.0,31.0,3.232533889468196
92,1008.0,22.0,2.1825396825396823
93,985.0,31.0,3.1472081218274113
94,1180.0,42.0,3.559322033898305
95,1111.0,29.0,2.6102610261026102
96,950.0,24.0,2.526315789473684
97,1003.0,21.0,2.093718843469591
98,1408.0,41.0,2.9119318181818183
