,peak transmission
0,4.0
1,5.0
2,5.0
3,4.0
4,4.0
5,5.0
6,4.0
7,3.0
8,5.0
9,3.0
10,4.0
11,4.0
12,3.0
13,4.0
14,4.0
15,2.0
16,6.0
17,5.0
18,5.0
19,4.0
20,4.0
21,4.0
22,4.0
23,3.0
24,6.0
25,4.0
26,4.0
27,6.0
28,5.0
29,5.0
30,5.0
31,3.0
32,7.0
33,3.0
34,5.0
35,3.0
36,5.0
37,2.0
38,4.0
39,4.0
40,4.0
41,3.0
42,5.0
43,3.0
44,3.0
45,5.0
46,6.0
47,3.0
48,4.0
49,4.0
50,5.0
51,5.0
52,3.0
53,3.0
54,4.0
55,4.0
56,4.0
57,4.0
58,3.0
59,6.0
60,4.0
61,6.0
62,3.0
63,4.0
64,5.0
65,4.0
66,4.0
67,3.0
68,3.0
69,3.0
70,2.0
71,4.0
72,3.0
73,5.0
74,5.0
75,3.0
76,5.0
77,4.0
78,4.0
79,5.0
80,4.0
81,4.0
82,3.0
83,4.0
84,4.0
85,4.0
86,6.0
87,4.0
88,5.0
89,3.0
90,6.0
91,4.0
92,3.0
93,4.0
94,4.0
95,4.0
96,3.0
97,3.0
98,5.0
