,n_contacts_traced,n_pos_contacts,positivity_rate
0,1388.0,64.0,4.610951008645533
1,1370.0,61.0,4.452554744525547
2,1307.0,82.0,6.2739097169089515
3,1348.0,50.0,3.7091988130563798
4,1390.0,79.0,5.683453237410072
5,1591.0,83.0,5.216844751728472
6,1557.0,97.0,6.229929351316635
7,1440.0,71.0,4.930555555555555
8,1501.0,75.0,4.996668887408394
9,1400.0,63.0,4.5
10,1690.0,59.0,3.4911242603550297
11,1414.0,58.0,4.101838755304102
12,1149.0,54.0,4.699738903394256
13,1281.0,42.0,3.278688524590164
14,1260.0,58.0,4.603174603174603
15,1459.0,43.0,2.9472241261137766
16,1675.0,68.0,4.059701492537314
17,1093.0,51.0,4.6660567246111615
18,1162.0,58.0,4.991394148020654
19,1148.0,51.0,4.442508710801394
20,1340.0,48.0,3.582089552238806
21,1423.0,62.0,4.356992269852425
22,1422.0,81.0,5.69620253164557
23,1290.0,40.0,3.10077519379845
24,1452.0,63.0,4.338842975206612
25,1742.0,95.0,5.453501722158439
26,1459.0,63.0,4.318026045236463
27,1128.0,27.0,2.393617021276596
28,1797.0,99.0,5.509181969949917
29,1486.0,64.0,4.306864064602961
30,1253.0,47.0,3.750997605746209
31,1405.0,61.0,4.341637010676156
32,1445.0,86.0,5.951557093425605
33,1585.0,78.0,4.921135646687697
34,1440.0,64.0,4.444444444444445
35,1375.0,58.0,4.218181818181818
36,1183.0,55.0,4.649196956889265
37,1088.0,41.0,3.7683823529411766
38,1193.0,57.0,4.777870913663034
39,1197.0,59.0,4.928989139515456
40,1559.0,61.0,3.9127645926876204
41,1597.0,61.0,3.819661865998748
42,1425.0,58.0,4.0701754385964914
43,1501.0,88.0,5.862758161225849
44,1616.0,73.0,4.517326732673268
45,1382.0,60.0,4.341534008683068
46,1706.0,84.0,4.9237983587338805
47,1382.0,66.0,4.775687409551375
48,1328.0,41.0,3.0873493975903616
49,1330.0,53.0,3.9849624060150375
50,1166.0,39.0,3.3447684391080617
51,1426.0,59.0,4.137447405329593
52,1160.0,58.0,5.0
53,1276.0,43.0,3.3699059561128526
54,1101.0,33.0,2.997275204359673
55,1466.0,68.0,4.638472032742156
56,1356.0,39.0,2.8761061946902653
57,1207.0,54.0,4.473902236951118
58,1615.0,59.0,3.653250773993808
59,1366.0,64.0,4.685212298682284
60,1173.0,28.0,2.3870417732310316
61,1429.0,65.0,4.548635409377187
62,1546.0,73.0,4.721862871927555
63,1206.0,41.0,3.399668325041459
64,1465.0,77.0,5.255972696245734
65,1603.0,61.0,3.8053649407361196
66,1251.0,66.0,5.275779376498801
67,1272.0,77.0,6.053459119496855
68,1355.0,89.0,6.568265682656826
69,1341.0,44.0,3.2811334824757643
70,1418.0,81.0,5.712270803949224
71,1723.0,101.0,5.861868833430064
72,1263.0,56.0,4.433887569279493
73,1704.0,69.0,4.049295774647887
74,1503.0,51.0,3.3932135728542914
75,1509.0,55.0,3.6447978793903246
76,1177.0,45.0,3.8232795242141036
77,1532.0,71.0,4.634464751958225
78,1446.0,61.0,4.218533886583679
79,1473.0,65.0,4.412763068567549
80,1466.0,53.0,3.6152796725784446
81,1276.0,52.0,4.075235109717869
82,1091.0,35.0,3.2080659945004584
83,1230.0,58.0,4.715447154471545
84,1268.0,70.0,5.520504731861199
85,1350.0,74.0,5.481481481481482
86,1494.0,54.0,3.6144578313253013
87,1665.0,118.0,7.087087087087087
88,1440.0,51.0,3.5416666666666665
89,1749.0,89.0,5.0886220697541455
90,1267.0,50.0,3.946329913180742
91,1216.0,36.0,2.960526315789474
92,1476.0,76.0,5.149051490514905
93,1294.0,35.0,2.704791344667697
94,1459.0,47.0,3.221384509938314
95,1406.0,70.0,4.978662873399715
96,1659.0,52.0,3.134418324291742
97,1474.0,64.0,4.341926729986431
98,1347.0,56.0,4.157386785449146
99,1513.0,53.0,3.502974223397224
